Level,Date and Time,Source,Event ID,Task Category,Message
Information,12/19/2016 12:47:20 PM,Service Control Manager,7036,None,The Windows Update service entered the running state.
Information,12/19/2016 12:39:16 PM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/19/2016 12:38:46 PM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/19/2016 12:31:30 PM,Service Control Manager,7036,None,The DNS Client service entered the running state.
Information,12/19/2016 12:26:30 PM,Service Control Manager,7036,None,The DNS Client service entered the stopped state.
Information,12/19/2016 12:17:07 PM,Service Control Manager,7036,None,The Smart Card Device Enumeration Service service entered the stopped state.
Information,12/19/2016 12:09:16 PM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/19/2016 12:08:46 PM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Error,12/19/2016 12:04:56 PM,Schannel,36888,None,A fatal alert was generated and sent to the remote endpoint. This may result in termination of the connection. The TLS protocol defined fatal error code is 10. The Windows SChannel error state is 1203.
Error,12/19/2016 12:04:56 PM,Schannel,36888,None,A fatal alert was generated and sent to the remote endpoint. This may result in termination of the connection. The TLS protocol defined fatal error code is 10. The Windows SChannel error state is 1203.
Information,12/19/2016 12:00:00 PM,EventLog,6013,None,The system uptime is 341735 seconds.
Information,12/19/2016 11:59:58 AM,Service Control Manager,7036,None,The Smart Card Device Enumeration Service service entered the running state.
Information,12/19/2016 11:59:50 AM,Service Control Manager,7036,None,The Smart Card Device Enumeration Service service entered the stopped state.
Information,12/19/2016 11:57:36 AM,Service Control Manager,7036,None,The WinHTTP Web Proxy Auto-Discovery Service service entered the stopped state.
Information,12/19/2016 11:40:01 AM,Service Control Manager,7036,None,The Windows Update service entered the stopped state.
Information,12/19/2016 11:39:16 AM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/19/2016 11:38:45 AM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/19/2016 11:29:59 AM,Service Control Manager,7036,None,The Windows Update service entered the running state.
Information,12/19/2016 11:15:07 AM,Service Control Manager,7036,None,The Windows Update service entered the stopped state.
Information,12/19/2016 11:09:16 AM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/19/2016 11:08:45 AM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/19/2016 11:05:06 AM,Service Control Manager,7036,None,The WinHTTP Web Proxy Auto-Discovery Service service entered the running state.
Information,12/19/2016 11:05:06 AM,Service Control Manager,7036,None,The Windows Update service entered the running state.
Information,12/19/2016 11:04:26 AM,Microsoft-Windows-Kernel-General,1,None,"The system time has changed to ‎2016‎-‎12‎-‎19T19:04:26.500000000Z from ‎2016‎-‎12‎-‎19T18:48:09.500149700Z.

Change Reason: System time synchronized with the hardware clock."
Information,12/19/2016 10:35:13 AM,Service Control Manager,7036,None,The DNS Client service entered the running state.
Information,12/19/2016 10:35:13 AM,Service Control Manager,7036,None,The DNS Client service entered the stopped state.
Information,12/19/2016 10:24:54 AM,Service Control Manager,7036,None,The Windows Update service entered the stopped state.
Information,12/19/2016 10:22:58 AM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/19/2016 10:22:28 AM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/19/2016 10:17:43 AM,Service Control Manager,7036,None,The Windows Modules Installer service entered the stopped state.
Information,12/19/2016 10:10:49 AM,Service Control Manager,7036,None,The Smart Card Device Enumeration Service service entered the running state.
Information,12/19/2016 10:06:45 AM,Service Control Manager,7036,None,The WinHTTP Web Proxy Auto-Discovery Service service entered the stopped state.
Information,12/19/2016 10:03:55 AM,Service Control Manager,7036,None,The Smart Card Device Enumeration Service service entered the stopped state.
Information,12/19/2016 9:59:14 AM,Service Control Manager,7036,None,The Smart Card Device Enumeration Service service entered the running state.
Information,12/19/2016 9:58:58 AM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/19/2016 9:52:28 AM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/19/2016 9:48:42 AM,Service Control Manager,7036,None,The Smart Card Device Enumeration Service service entered the stopped state.
Information,12/19/2016 9:48:09 AM,Microsoft-Windows-Kernel-General,1,None,"The system time has changed to ‎2016‎-‎12‎-‎19T17:48:09.500000000Z from ‎2016‎-‎12‎-‎19T17:37:27.158862000Z.

Change Reason: System time synchronized with the hardware clock."
Information,12/19/2016 9:29:58 AM,Service Control Manager,7036,None,The Smart Card Device Enumeration Service service entered the running state.
Information,12/19/2016 9:27:57 AM,Service Control Manager,7036,None,The Windows Update service entered the running state.
Information,12/19/2016 9:25:58 AM,Service Control Manager,7036,None,The Google Update Service (gupdate) service entered the stopped state.
Information,12/19/2016 9:25:58 AM,Service Control Manager,7036,None,The WinHTTP Web Proxy Auto-Discovery Service service entered the running state.
Information,12/19/2016 9:25:58 AM,Service Control Manager,7036,None,The Google Update Service (gupdate) service entered the running state.
Information,12/19/2016 9:22:38 AM,Service Control Manager,7036,None,The Smart Card Device Enumeration Service service entered the stopped state.
Information,12/19/2016 9:12:25 AM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/19/2016 9:11:45 AM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/19/2016 9:11:42 AM,Service Control Manager,7036,None,The Windows Modules Installer service entered the running state.
Information,12/19/2016 9:07:51 AM,Service Control Manager,7036,None,The Smart Card Device Enumeration Service service entered the running state.
Information,12/19/2016 9:04:28 AM,Service Control Manager,7036,None,The DNS Client service entered the running state.
Error,12/19/2016 9:02:52 AM,Schannel,36888,None,A fatal alert was generated and sent to the remote endpoint. This may result in termination of the connection. The TLS protocol defined fatal error code is 10. The Windows SChannel error state is 1203.
Error,12/19/2016 9:02:52 AM,Schannel,36888,None,A fatal alert was generated and sent to the remote endpoint. This may result in termination of the connection. The TLS protocol defined fatal error code is 10. The Windows SChannel error state is 1203.
Information,12/19/2016 8:59:28 AM,Service Control Manager,7036,None,The DNS Client service entered the stopped state.
Information,12/19/2016 8:47:43 AM,Service Control Manager,7036,None,The WinHTTP Web Proxy Auto-Discovery Service service entered the stopped state.
Information,12/19/2016 8:42:16 AM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/19/2016 8:41:45 AM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/19/2016 8:30:45 AM,Service Control Manager,7036,None,The Windows Update service entered the stopped state.
Information,12/19/2016 8:20:43 AM,Service Control Manager,7036,None,The WinHTTP Web Proxy Auto-Discovery Service service entered the running state.
Information,12/19/2016 8:20:43 AM,Service Control Manager,7036,None,The Windows Update service entered the running state.
Information,12/19/2016 8:12:15 AM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/19/2016 8:11:45 AM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/19/2016 8:04:28 AM,Service Control Manager,7036,None,The DNS Client service entered the running state.
Information,12/19/2016 7:59:28 AM,Service Control Manager,7036,None,The DNS Client service entered the stopped state.
Information,12/19/2016 7:42:15 AM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/19/2016 7:41:45 AM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/19/2016 7:34:28 AM,Service Control Manager,7036,None,The DNS Client service entered the running state.
Information,12/19/2016 7:24:28 AM,Service Control Manager,7036,None,The DNS Client service entered the stopped state.
Information,12/19/2016 7:12:15 AM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/19/2016 7:11:51 AM,Service Control Manager,7036,None,The WinHTTP Web Proxy Auto-Discovery Service service entered the stopped state.
Information,12/19/2016 7:11:45 AM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/19/2016 6:54:53 AM,Service Control Manager,7036,None,The Windows Update service entered the stopped state.
Information,12/19/2016 6:44:51 AM,Service Control Manager,7036,None,The WinHTTP Web Proxy Auto-Discovery Service service entered the running state.
Information,12/19/2016 6:44:51 AM,Service Control Manager,7036,None,The Windows Update service entered the running state.
Information,12/19/2016 6:42:15 AM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/19/2016 6:41:45 AM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/19/2016 6:24:28 AM,Service Control Manager,7036,None,The DNS Client service entered the running state.
Information,12/19/2016 6:20:36 AM,Service Control Manager,7036,None,The DNS Client service entered the stopped state.
Information,12/19/2016 6:12:15 AM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/19/2016 6:11:45 AM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/19/2016 6:10:13 AM,Service Control Manager,7036,None,The WinHTTP Web Proxy Auto-Discovery Service service entered the stopped state.
Information,12/19/2016 5:52:14 AM,Service Control Manager,7036,None,The Windows Update service entered the stopped state.
Information,12/19/2016 5:42:15 AM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/19/2016 5:41:44 AM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/19/2016 5:36:12 AM,Service Control Manager,7036,None,The Windows Modules Installer service entered the stopped state.
Information,12/19/2016 5:34:36 AM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/19/2016 5:34:05 AM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/19/2016 5:34:04 AM,Service Control Manager,7036,None,The Windows Modules Installer service entered the running state.
Information,12/19/2016 5:32:43 AM,Service Control Manager,7036,None,The WinHTTP Web Proxy Auto-Discovery Service service entered the running state.
Information,12/19/2016 5:32:43 AM,Service Control Manager,7036,None,The Windows Update service entered the running state.
Information,12/19/2016 5:19:33 AM,Service Control Manager,7036,None,The WinHTTP Web Proxy Auto-Discovery Service service entered the stopped state.
Information,12/19/2016 5:16:25 AM,Service Control Manager,7036,None,The Windows Modules Installer service entered the stopped state.
Information,12/19/2016 5:14:25 AM,Service Control Manager,7040,None,The start type of the Windows Modules Installer service was changed from auto start to demand start.
Information,12/19/2016 5:12:15 AM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/19/2016 5:11:44 AM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/19/2016 4:52:34 AM,Service Control Manager,7036,None,The Windows Error Reporting Service service entered the stopped state.
Information,12/19/2016 4:50:50 AM,Service Control Manager,7036,None,The Windows Time service entered the stopped state.
Information,12/19/2016 4:50:50 AM,Microsoft-Windows-Kernel-General,1,None,"The system time has changed to ‎2016‎-‎12‎-‎19T12:50:50.459000000Z from ‎2016‎-‎12‎-‎19T12:50:50.460494500Z.

Change Reason: An application or system component changed the time."
Information,12/19/2016 4:50:50 AM,Microsoft-Windows-Time-Service,35,None,"The time service is now synchronizing the system time with the time source time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->13.85.70.43:123)."
Information,12/19/2016 4:50:36 AM,Microsoft-Windows-Time-Service,37,None,"The time provider NtpClient is currently receiving valid time data from time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->13.85.70.43:123)."
Information,12/19/2016 4:50:34 AM,Service Control Manager,7040,None,The start type of the Windows Modules Installer service was changed from demand start to auto start.
Information,12/19/2016 4:50:34 AM,Service Control Manager,7036,None,The Windows Time service entered the running state.
Information,12/19/2016 4:50:34 AM,Service Control Manager,7036,None,The Windows Modules Installer service entered the running state.
Information,12/19/2016 4:50:34 AM,Service Control Manager,7036,None,The Windows Error Reporting Service service entered the running state.
Information,12/19/2016 4:42:14 AM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/19/2016 4:41:44 AM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/19/2016 4:25:33 AM,Service Control Manager,7036,None,The Google Update Service (gupdate) service entered the stopped state.
Information,12/19/2016 4:25:32 AM,Service Control Manager,7036,None,The WinHTTP Web Proxy Auto-Discovery Service service entered the running state.
Information,12/19/2016 4:25:32 AM,Service Control Manager,7036,None,The Google Update Service (gupdate) service entered the running state.
Information,12/19/2016 4:24:44 AM,Service Control Manager,7036,None,The WinHTTP Web Proxy Auto-Discovery Service service entered the stopped state.
Information,12/19/2016 4:12:14 AM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/19/2016 4:11:44 AM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/19/2016 4:07:45 AM,Service Control Manager,7036,None,The Windows Update service entered the stopped state.
Information,12/19/2016 3:57:44 AM,Service Control Manager,7036,None,The WinHTTP Web Proxy Auto-Discovery Service service entered the running state.
Information,12/19/2016 3:57:44 AM,Service Control Manager,7036,None,The Windows Update service entered the running state.
Information,12/19/2016 3:42:14 AM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/19/2016 3:41:44 AM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/19/2016 3:34:27 AM,Service Control Manager,7036,None,The DNS Client service entered the running state.
Information,12/19/2016 3:24:27 AM,Service Control Manager,7036,None,The DNS Client service entered the stopped state.
Information,12/19/2016 3:14:18 AM,Service Control Manager,7036,None,The WinHTTP Web Proxy Auto-Discovery Service service entered the stopped state.
Error,12/19/2016 3:13:50 AM,Schannel,36888,None,A fatal alert was generated and sent to the remote endpoint. This may result in termination of the connection. The TLS protocol defined fatal error code is 10. The Windows SChannel error state is 1203.
Error,12/19/2016 3:13:50 AM,Schannel,36888,None,A fatal alert was generated and sent to the remote endpoint. This may result in termination of the connection. The TLS protocol defined fatal error code is 10. The Windows SChannel error state is 1203.
Information,12/19/2016 3:12:14 AM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/19/2016 3:11:44 AM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/19/2016 3:02:25 AM,Service Control Manager,7036,None,The Windows Update service entered the stopped state.
Information,12/19/2016 2:47:18 AM,Service Control Manager,7036,None,The WinHTTP Web Proxy Auto-Discovery Service service entered the running state.
Information,12/19/2016 2:47:18 AM,Service Control Manager,7036,None,The Windows Update service entered the running state.
Information,12/19/2016 2:42:14 AM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/19/2016 2:41:44 AM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/19/2016 2:24:27 AM,Service Control Manager,7036,None,The DNS Client service entered the running state.
Information,12/19/2016 2:24:27 AM,Service Control Manager,7036,None,The DNS Client service entered the stopped state.
Information,12/19/2016 2:12:14 AM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/19/2016 2:11:43 AM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/19/2016 2:04:27 AM,Service Control Manager,7036,None,The DNS Client service entered the running state.
Information,12/19/2016 1:59:27 AM,Service Control Manager,7036,None,The DNS Client service entered the stopped state.
Information,12/19/2016 1:42:14 AM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/19/2016 1:41:43 AM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/19/2016 1:35:52 AM,Service Control Manager,7036,None,The WinHTTP Web Proxy Auto-Discovery Service service entered the stopped state.
Information,12/19/2016 1:18:54 AM,Service Control Manager,7036,None,The Windows Update service entered the stopped state.
Information,12/19/2016 1:12:14 AM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/19/2016 1:11:43 AM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/19/2016 1:08:52 AM,Service Control Manager,7036,None,The WinHTTP Web Proxy Auto-Discovery Service service entered the running state.
Information,12/19/2016 1:08:52 AM,Service Control Manager,7036,None,The Windows Update service entered the running state.
Information,12/19/2016 1:04:27 AM,Service Control Manager,7036,None,The DNS Client service entered the running state.
Information,12/19/2016 12:59:27 AM,Service Control Manager,7036,None,The DNS Client service entered the stopped state.
Information,12/19/2016 12:42:13 AM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/19/2016 12:41:43 AM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/19/2016 12:34:27 AM,Service Control Manager,7036,None,The DNS Client service entered the running state.
Information,12/19/2016 12:34:27 AM,Service Control Manager,7036,None,The DNS Client service entered the stopped state.
Information,12/19/2016 12:14:27 AM,Service Control Manager,7036,None,The DNS Client service entered the running state.
Information,12/19/2016 12:12:13 AM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/19/2016 12:11:43 AM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/19/2016 12:04:27 AM,Service Control Manager,7036,None,The DNS Client service entered the stopped state.
Information,12/18/2016 11:54:51 PM,Service Control Manager,7036,None,The WinHTTP Web Proxy Auto-Discovery Service service entered the stopped state.
Information,12/18/2016 11:42:13 PM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/18/2016 11:41:43 PM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/18/2016 11:37:53 PM,Service Control Manager,7036,None,The Windows Update service entered the stopped state.
Information,12/18/2016 11:27:51 PM,Service Control Manager,7036,None,The WinHTTP Web Proxy Auto-Discovery Service service entered the running state.
Information,12/18/2016 11:27:51 PM,Service Control Manager,7036,None,The Windows Update service entered the running state.
Information,12/18/2016 11:27:00 PM,Service Control Manager,7036,None,The WinHTTP Web Proxy Auto-Discovery Service service entered the stopped state.
Information,12/18/2016 11:12:13 PM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/18/2016 11:11:43 PM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/18/2016 11:00:00 PM,Service Control Manager,7036,None,The WinHTTP Web Proxy Auto-Discovery Service service entered the running state.
Information,12/18/2016 10:53:05 PM,Service Control Manager,7036,None,The WinHTTP Web Proxy Auto-Discovery Service service entered the stopped state.
Information,12/18/2016 10:42:13 PM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/18/2016 10:41:42 PM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/18/2016 10:26:05 PM,Service Control Manager,7036,None,The Google Update Service (gupdate) service entered the stopped state.
Information,12/18/2016 10:26:04 PM,Service Control Manager,7036,None,The WinHTTP Web Proxy Auto-Discovery Service service entered the running state.
Information,12/18/2016 10:26:04 PM,Service Control Manager,7036,None,The Google Update Service (gupdate) service entered the running state.
Information,12/18/2016 10:24:27 PM,Service Control Manager,7036,None,The DNS Client service entered the running state.
Information,12/18/2016 10:24:27 PM,Service Control Manager,7036,None,The DNS Client service entered the stopped state.
Information,12/18/2016 10:14:57 PM,Service Control Manager,7036,None,The WinHTTP Web Proxy Auto-Discovery Service service entered the stopped state.
Information,12/18/2016 10:12:13 PM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/18/2016 10:11:42 PM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/18/2016 9:57:59 PM,Service Control Manager,7036,None,The Windows Update service entered the stopped state.
Information,12/18/2016 9:47:57 PM,Service Control Manager,7036,None,The WinHTTP Web Proxy Auto-Discovery Service service entered the running state.
Information,12/18/2016 9:47:57 PM,Service Control Manager,7036,None,The Windows Update service entered the running state.
Information,12/18/2016 9:42:12 PM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/18/2016 9:41:42 PM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/18/2016 9:24:27 PM,Service Control Manager,7036,None,The DNS Client service entered the running state.
Information,12/18/2016 9:24:27 PM,Service Control Manager,7036,None,The DNS Client service entered the stopped state.
Information,12/18/2016 9:12:12 PM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/18/2016 9:11:42 PM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/18/2016 9:04:27 PM,Service Control Manager,7036,None,The DNS Client service entered the running state.
Information,12/18/2016 8:59:27 PM,Service Control Manager,7036,None,The DNS Client service entered the stopped state.
Information,12/18/2016 8:49:28 PM,Service Control Manager,7036,None,The WinHTTP Web Proxy Auto-Discovery Service service entered the stopped state.
Information,12/18/2016 8:42:12 PM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/18/2016 8:41:42 PM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/18/2016 8:32:29 PM,Service Control Manager,7036,None,The Windows Update service entered the stopped state.
Error,12/18/2016 8:28:43 PM,Schannel,36888,None,A fatal alert was generated and sent to the remote endpoint. This may result in termination of the connection. The TLS protocol defined fatal error code is 10. The Windows SChannel error state is 1203.
Error,12/18/2016 8:28:42 PM,Schannel,36888,None,A fatal alert was generated and sent to the remote endpoint. This may result in termination of the connection. The TLS protocol defined fatal error code is 10. The Windows SChannel error state is 1203.
Information,12/18/2016 8:22:28 PM,Service Control Manager,7036,None,The WinHTTP Web Proxy Auto-Discovery Service service entered the running state.
Information,12/18/2016 8:22:28 PM,Service Control Manager,7036,None,The Windows Update service entered the running state.
Information,12/18/2016 8:12:12 PM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/18/2016 8:11:42 PM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/18/2016 8:04:27 PM,Service Control Manager,7036,None,The DNS Client service entered the running state.
Information,12/18/2016 7:59:27 PM,Service Control Manager,7036,None,The DNS Client service entered the stopped state.
Information,12/18/2016 7:42:12 PM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/18/2016 7:41:42 PM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/18/2016 7:34:27 PM,Service Control Manager,7036,None,The DNS Client service entered the running state.
Information,12/18/2016 7:34:27 PM,Service Control Manager,7036,None,The DNS Client service entered the stopped state.
Information,12/18/2016 7:14:27 PM,Service Control Manager,7036,None,The DNS Client service entered the running state.
Information,12/18/2016 7:12:12 PM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/18/2016 7:11:41 PM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/18/2016 7:06:59 PM,Service Control Manager,7036,None,The DNS Client service entered the stopped state.
Information,12/18/2016 6:53:59 PM,Service Control Manager,7036,None,The WinHTTP Web Proxy Auto-Discovery Service service entered the stopped state.
Information,12/18/2016 6:42:12 PM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/18/2016 6:41:41 PM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/18/2016 6:37:00 PM,Service Control Manager,7036,None,The Windows Update service entered the stopped state.
Information,12/18/2016 6:26:59 PM,Service Control Manager,7036,None,The DNS Client service entered the running state.
Information,12/18/2016 6:26:59 PM,Service Control Manager,7036,None,The WinHTTP Web Proxy Auto-Discovery Service service entered the running state.
Information,12/18/2016 6:26:59 PM,Service Control Manager,7036,None,The Windows Update service entered the running state.
Information,12/18/2016 6:24:26 PM,Service Control Manager,7036,None,The DNS Client service entered the stopped state.
Information,12/18/2016 6:12:11 PM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/18/2016 6:11:41 PM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/18/2016 6:04:26 PM,Service Control Manager,7036,None,The DNS Client service entered the running state.
Information,12/18/2016 6:04:26 PM,Service Control Manager,7036,None,The DNS Client service entered the stopped state.
Information,12/18/2016 5:52:56 PM,Service Control Manager,7036,None,The WinHTTP Web Proxy Auto-Discovery Service service entered the stopped state.
Information,12/18/2016 5:42:11 PM,Service Control Manager,7036,None,The Software Protection service entered the stopped state.
Information,12/18/2016 5:41:41 PM,Service Control Manager,7036,None,The Software Protection service entered the running state.
Information,12/18/2016 5:25:56 PM,Service Control Manager,7036,None,The Google Update Service (gupdate) service entered the stopped state.
Information,12/18/2016 5:25:56 PM,Service Control Manager,7036,None,The WinHTTP Web Proxy Auto-Discovery Service service entered the running state.
Information,12/18/2016 5:25:56 PM,Service Control Manager,7036,None,The Google Update Service (gupdate) service entered the running state.
