timestamp,source_ip,dest_ip,log_source,anomaly_score,prediction,alert_level
2016-12-15T17:18:06.311905Z,172.16.1.28,172.16.1.24,tcp,0.07388528,0,MEDIUM
2016-12-15T17:23:11.036776Z,172.16.1.27,134.87.157.129,tcp,0.0025326347,0,NORMAL
2016-12-15T20:35:19.731881Z,134.87.157.129,172.16.1.24,tcp,0.9092004,1,HIGH
2016-12-16T18:04:39.223503Z,192.168.0.10,172.16.1.24,tcp,0.88871455,1,MEDIUM
2016-12-09T18:56:40.107550Z,192.168.0.10,172.16.1.27,tcp,0.96793425,1,HIGH
2016-12-15T17:30:00.172207Z,192.168.0.10,172.16.1.24,tcp,0.14702722,0,MEDIUM
2016-12-09T19:50:49.827691Z,192.168.0.10,172.16.1.27,tcp,0.9802453,1,MEDIUM
2016-12-15T18:03:41.654004Z,172.16.1.24,134.87.157.129,tcp,0.982768,1,HIGH
2016-12-15T17:16:16.984690Z,134.87.157.129,172.16.1.27,tcp,0.009410313,0,NORMAL
2016-12-15T19:57:00.240975Z,172.16.1.24,192.168.0.10,tcp,0.97075593,1,HIGH
2016-12-15T20:40:21.805339Z,172.16.1.27,134.87.157.129,tcp,0.006010788,0,NORMAL
2016-12-09T18:50:40.967393Z,192.168.0.10,172.16.1.27,tcp,0.9623031,1,HIGH
2016-12-15T18:09:03.251455Z,172.16.1.28,172.16.1.24,tcp,0.99644524,1,HIGH
2016-12-15T17:44:53.842730Z,172.16.1.28,172.16.1.24,tcp,0.9558541,1,HIGH
2016-12-09T18:23:01.409542Z,172.16.1.28,172.16.1.24,tcp,0.9400474,1,HIGH
2016-12-09T19:29:28.540746Z,192.168.0.10,172.16.1.24,tcp,0.97606736,1,HIGH
2016-12-09T18:41:00.130477Z,142.104.64.196,172.16.1.24,tcp,0.90866816,1,HIGH
2016-12-16T17:21:22.175443Z,142.104.64.196,172.16.1.20,tcp,0.11602016,0,MEDIUM
2016-12-09T18:51:19.000767Z,172.16.1.28,172.16.1.24,tcp,0.9838188,1,HIGH
2016-12-09T18:17:09.623354Z,192.168.0.10,172.16.1.27,tcp,0.039931476,0,MEDIUM
2016-12-15T18:07:30.686734Z,192.168.0.10,172.16.1.24,tcp,0.9862779,1,HIGH
2016-12-09T18:36:10.192140Z,192.168.0.10,172.16.1.27,tcp,0.030768862,0,NORMAL
2016-12-15T20:54:04.858062Z,172.16.1.27,134.87.157.129,tcp,0.0040118513,0,NORMAL
2016-12-09T19:30:59.625730Z,192.168.0.10,172.16.1.27,tcp,0.9840726,1,HIGH
2016-12-15T21:07:39.776869Z,172.16.1.27,134.87.157.129,tcp,0.0050229486,0,NORMAL
2016-12-09T19:09:12.040363Z,192.168.0.10,172.16.1.27,tcp,0.9840868,1,HIGH
2016-12-09T17:49:57.862942Z,172.16.1.24,134.87.154.134,tcp,0.8183371,1,HIGH
2016-12-09T00:00:56.289729Z,134.87.154.134,172.16.1.19,tcp,0.0124777965,0,NORMAL
2016-12-15T20:00:40.127030Z,172.16.1.28,172.16.1.24,tcp,0.9981377,1,HIGH
2016-12-15T20:23:05.135981Z,134.87.157.129,172.16.1.27,tcp,0.005618848,0,NORMAL
2016-12-15T18:07:37.068448Z,134.87.157.129,172.16.1.27,tcp,0.026627202,0,NORMAL
2016-12-09T17:59:09.670353Z,206.12.48.43,172.16.1.27,tcp,0.08379344,0,MEDIUM
2016-12-16T17:21:05.074498Z,172.16.1.24,172.16.1.28,tcp,0.3287394,1,MEDIUM
2016-12-15T20:41:18.883742Z,172.16.1.27,134.87.157.129,tcp,0.005288443,0,NORMAL
2016-12-16T17:48:36.805450Z,172.16.1.28,172.16.1.24,tcp,0.9572249,1,HIGH
2016-12-08T23:59:23.123763Z,172.16.1.19,134.87.154.134,tcp,0.008733929,0,NORMAL
2016-12-15T20:38:35.983678Z,172.16.1.24,134.87.157.129,tcp,0.9938514,1,HIGH
2016-12-15T18:22:14.493814Z,172.16.1.28,172.16.1.24,tcp,0.992923,1,HIGH
2016-12-15T17:34:01.474552Z,192.168.0.10,142.104.64.196,tcp,0.030639984,0,NORMAL
2016-12-15T17:05:03.517889Z,172.16.1.24,142.104.64.196,tcp,0.36115146,0,MEDIUM
2016-12-15T17:40:46.776626Z,172.16.1.24,134.87.157.129,tcp,0.90847456,1,HIGH
2016-12-15T21:00:38.057775Z,172.16.1.27,134.87.157.129,tcp,0.0040118513,0,NORMAL
2016-12-09T17:35:31.581580Z,134.87.154.134,172.16.1.20,tcp,0.05458706,0,NORMAL
2016-12-15T18:13:23.891684Z,172.16.1.27,134.87.157.129,tcp,0.0081151575,0,NORMAL
2016-12-09T17:51:39.580328Z,172.16.1.28,172.16.1.24,tcp,0.93917334,1,HIGH
2016-12-15T17:39:32.338346Z,192.168.0.10,172.16.1.24,tcp,0.7875095,1,HIGH
2016-12-19T17:39:04.498684Z,172.16.1.24,134.87.157.129,tcp,0.8081197,1,HIGH
2016-12-15T19:55:24.070586Z,172.16.1.19,134.87.157.129,tcp,0.008942577,0,NORMAL
2016-12-09T01:16:10.548465Z,134.87.154.134,172.16.1.24,tcp,0.004932562,0,MEDIUM
2016-12-09T18:15:48.818031Z,172.16.1.24,172.16.1.28,tcp,0.8873154,1,HIGH
2016-12-15T18:43:47.846790Z,172.16.1.19,134.87.157.129,tcp,0.007836331,0,NORMAL
2016-12-09T19:10:43.473820Z,192.168.0.10,172.16.1.24,tcp,0.96320146,1,HIGH
2016-12-15T21:09:15.461294Z,134.87.157.129,172.16.1.19,tcp,0.0053771795,0,NORMAL
2016-12-15T20:27:28.539252Z,134.87.157.129,172.16.1.19,tcp,0.010493546,0,NORMAL
2016-12-19T17:36:34.678140Z,192.168.0.10,172.16.1.24,tcp,0.7829642,1,HIGH
2016-12-09T17:50:01.684803Z,172.16.1.24,134.87.154.134,tcp,0.910859,1,MEDIUM
2016-12-19T18:24:00.702584Z,192.168.0.10,172.16.1.24,tcp,0.94546574,1,HIGH
2016-12-15T21:03:37.085871Z,172.16.1.27,134.87.157.129,tcp,0.0050229486,0,NORMAL
2016-12-16T17:52:33.178144Z,172.16.1.24,172.16.1.28,tcp,0.8579796,1,HIGH
2016-12-09T19:09:16.903469Z,172.16.1.24,172.16.1.28,tcp,0.9652155,1,HIGH
2016-12-09T00:28:41.484879Z,172.16.1.24,192.168.0.10,tcp,0.005710243,0,MEDIUM
2016-12-15T19:59:29.887658Z,142.104.64.196,172.16.1.24,tcp,0.9646418,1,HIGH
2016-12-09T17:53:13.360894Z,134.87.154.134,172.16.1.27,tcp,0.030119121,0,NORMAL
2016-12-16T17:42:08.766597Z,172.16.1.28,172.16.1.24,tcp,0.9528759,1,HIGH
2016-12-15T18:21:13.429744Z,142.104.64.196,172.16.1.24,tcp,0.9816295,1,MEDIUM
2016-12-15T18:35:37.299432Z,172.16.1.28,172.16.1.24,tcp,0.9922437,1,HIGH
2016-12-15T18:42:48.819388Z,134.87.157.129,172.16.1.27,tcp,0.021401705,0,NORMAL
2016-12-15T20:38:20.171003Z,172.16.1.24,134.87.157.129,tcp,0.96878797,1,HIGH
2016-12-15T17:35:22.866416Z,172.16.1.24,172.16.1.28,tcp,0.24897042,0,MEDIUM
2016-12-09T00:06:35.190159Z,134.87.154.134,172.16.1.24,tcp,0.004608684,0,NORMAL
2016-12-15T21:06:01.121862Z,172.16.1.27,134.87.157.129,tcp,0.0044187894,0,NORMAL
2016-12-09T18:58:08.222196Z,172.16.1.19,134.87.154.134,tcp,0.011336659,0,MEDIUM
2016-12-15T18:17:17.193733Z,172.16.1.27,134.87.157.129,tcp,0.0074544842,0,NORMAL
2016-12-09T17:38:14.963009Z,172.16.1.24,172.16.1.28,tcp,0.50746995,1,HIGH
2016-12-19T17:22:26.944521Z,172.16.1.27,134.87.157.129,tcp,0.06811833,0,MEDIUM
2016-12-15T20:42:59.003403Z,134.87.157.129,172.16.1.27,tcp,0.005579243,0,NORMAL
2016-12-15T20:27:27.083949Z,172.16.1.28,172.16.1.24,tcp,0.99835545,1,HIGH
2016-12-09T01:06:52.224369Z,192.168.0.10,172.16.1.24,tcp,0.0023848768,0,NORMAL
2016-12-15T20:21:28.096331Z,172.16.1.27,142.104.64.196,tcp,0.039529104,0,NORMAL
2016-12-15T17:50:27.847194Z,134.87.157.129,172.16.1.27,tcp,0.008098513,0,NORMAL
2016-12-15T20:32:54.818511Z,172.16.1.19,134.87.157.129,tcp,0.0033782993,0,NORMAL
2016-12-09T19:25:07.937856Z,206.12.48.43,172.16.1.27,tcp,0.10077364,1,MEDIUM
2016-12-09T19:19:16.662956Z,192.168.0.10,172.16.1.24,tcp,0.9795436,1,HIGH
2016-12-15T17:07:03.810159Z,172.16.1.24,134.87.157.129,tcp,0.38195762,0,MEDIUM
2016-12-16T17:12:10.036862Z,172.16.1.24,172.16.1.28,tcp,0.3287394,0,MEDIUM
2016-12-08T23:36:08.447293Z,134.87.154.134,172.16.1.19,tcp,0.009226521,0,NORMAL
2016-12-09T00:13:01.902029Z,134.87.154.134,172.16.1.24,tcp,0.0042298115,0,NORMAL
2016-12-09T18:19:46.041161Z,172.16.1.19,134.87.154.134,tcp,0.019433513,0,NORMAL
2016-12-09T19:26:25.014418Z,192.168.0.10,172.16.1.27,tcp,0.9822234,1,HIGH
2016-12-15T20:02:28.148188Z,172.16.1.20,134.87.157.129,tcp,0.008777503,0,NORMAL
2016-12-15T20:10:00.502195Z,172.16.1.24,172.16.1.28,tcp,0.9913607,1,HIGH
2016-12-09T19:09:08.377913Z,192.168.0.10,172.16.1.24,tcp,0.9735371,1,HIGH
2016-12-15T20:38:35.607592Z,172.16.1.24,134.87.157.129,tcp,0.9938514,1,HIGH
2016-12-19T18:26:33.437663Z,172.16.1.27,134.87.157.129,tcp,0.07566791,0,MEDIUM
2016-12-09T18:04:27.405982Z,172.16.1.28,172.16.1.24,tcp,0.9754294,1,HIGH
2016-12-16T18:04:46.548504Z,172.16.1.19,134.87.157.129,tcp,0.0060765888,0,NORMAL
2016-12-16T17:52:44.049947Z,172.16.1.28,172.16.1.24,tcp,0.9477895,1,HIGH
2016-12-19T17:40:35.600945Z,172.16.1.28,172.16.1.24,tcp,0.8680883,1,HIGH
2016-12-19T17:43:19.321298Z,172.16.1.24,192.168.0.10,tcp,0.9206489,1,HIGH
2016-12-15T20:16:38.932888Z,172.16.1.24,172.16.1.28,tcp,0.99202687,1,HIGH
2016-12-09T19:14:41.445950Z,172.16.1.27,134.87.154.134,tcp,0.01354751,0,NORMAL
2016-12-15T19:59:27.153860Z,172.16.1.24,134.87.157.129,tcp,0.97205174,1,MEDIUM
2016-12-15T20:07:20.778313Z,192.168.0.10,172.16.1.24,tcp,0.9841791,1,HIGH
2016-12-08T23:55:08.244875Z,192.168.0.10,172.16.1.24,tcp,0.010271374,0,NORMAL
2016-12-09T19:17:28.167779Z,192.168.0.10,172.16.1.27,tcp,0.9830877,1,HIGH
2016-12-09T18:52:10.136150Z,192.168.0.10,142.104.64.196,tcp,0.7394326,1,HIGH
2016-12-16T17:52:39.550733Z,172.16.1.28,172.16.1.24,tcp,0.95014876,1,HIGH
2016-12-15T20:14:01.228925Z,172.16.1.24,192.168.0.10,tcp,0.9634053,1,HIGH
2016-12-09T19:14:27.730083Z,172.16.1.23,142.104.64.196,tcp,0.28257903,0,MEDIUM
2016-12-15T18:48:23.309451Z,172.16.1.24,192.168.0.10,tcp,0.959211,1,HIGH
2016-12-15T21:04:38.054210Z,172.16.1.27,134.87.157.129,tcp,0.0050229486,0,NORMAL
2016-12-09T18:43:59.614157Z,134.87.154.134,172.16.1.27,tcp,0.26469174,0,MEDIUM
2016-12-16T17:52:42.799706Z,172.16.1.24,172.16.1.28,tcp,0.8579796,1,HIGH
2016-12-15T18:26:16.269903Z,172.16.1.28,172.16.1.24,tcp,0.99003357,1,HIGH
2016-12-15T20:57:13.453407Z,172.16.1.20,134.87.157.129,tcp,0.0055848197,0,MEDIUM
2016-12-19T17:42:08.696848Z,172.16.1.24,134.87.157.129,tcp,0.7790342,1,HIGH
2016-12-15T20:38:13.597080Z,172.16.1.24,134.87.157.129,tcp,0.9938514,1,HIGH
2016-12-09T17:49:52.400824Z,172.16.1.28,142.104.64.196,tcp,0.21296187,0,MEDIUM
2016-12-16T17:32:45.919258Z,172.16.1.24,172.16.1.28,tcp,0.772352,1,HIGH
2016-12-16T17:42:06.956720Z,172.16.1.28,172.16.1.24,tcp,0.9575994,1,HIGH
2016-12-15T18:48:56.408096Z,192.168.0.10,172.16.1.24,tcp,0.9807458,1,HIGH
2016-12-16T17:49:59.847061Z,172.16.1.24,172.16.1.28,tcp,0.87710154,1,HIGH
2016-12-15T20:38:36.131448Z,172.16.1.27,134.87.157.129,tcp,0.0050098374,0,NORMAL
2016-12-15T20:36:42.397502Z,142.104.64.196,172.16.1.24,tcp,0.95746017,1,HIGH
2016-12-15T20:16:38.648372Z,192.168.0.10,172.16.1.24,tcp,0.98638815,1,HIGH
2016-12-15T19:58:12.630515Z,172.16.1.24,172.16.1.28,tcp,0.99022865,1,HIGH
2016-12-09T00:22:00.626352Z,192.168.0.10,142.104.64.196,tcp,0.0124029815,0,NORMAL
2016-12-09T19:13:17.639236Z,172.16.1.24,142.104.64.196,tcp,0.9599496,1,HIGH
2016-12-09T18:39:28.688129Z,172.16.1.27,192.168.0.10,tcp,0.14788254,0,MEDIUM
2016-12-15T18:17:15.044622Z,192.168.0.10,172.16.1.24,tcp,0.9713779,1,HIGH
2016-12-15T18:09:10.939341Z,134.87.157.129,172.16.1.27,tcp,0.028514609,0,NORMAL
2016-12-09T17:49:57.761666Z,172.16.1.24,172.16.1.28,tcp,0.9325834,1,HIGH
2016-12-15T18:09:02.141586Z,134.87.157.129,172.16.1.27,tcp,0.028514609,0,NORMAL
2016-12-09T18:50:45.458672Z,172.16.1.24,192.168.0.10,tcp,0.9484969,1,HIGH
2016-12-09T19:26:17.969286Z,172.16.1.28,172.16.1.24,tcp,0.9933303,1,HIGH
2016-12-15T17:47:23.865558Z,172.16.1.24,172.16.1.28,tcp,0.9846208,1,HIGH
2016-12-09T19:23:12.196478Z,172.16.1.28,172.16.1.24,tcp,0.9890386,1,HIGH
2016-12-09T19:35:15.650505Z,172.16.1.24,142.104.64.196,tcp,0.96170294,1,MEDIUM
2016-12-09T18:26:23.117116Z,172.16.1.24,142.104.64.196,tcp,0.90954334,1,HIGH
2016-12-15T17:51:47.991816Z,134.87.157.129,172.16.1.27,tcp,0.03297438,0,NORMAL
2016-12-16T17:16:00.535061Z,172.16.1.27,134.87.157.129,tcp,0.018508768,0,NORMAL
2016-12-15T17:30:06.041457Z,172.16.1.28,172.16.1.24,tcp,0.086387016,0,MEDIUM
2016-12-09T19:21:04.552810Z,172.16.1.20,134.87.154.134,tcp,0.012669596,0,NORMAL
2016-12-15T20:19:30.170392Z,192.168.0.10,172.16.1.24,tcp,0.98638815,1,HIGH
2016-12-15T20:20:44.986525Z,172.16.1.28,172.16.1.24,tcp,0.9982828,1,HIGH
2016-12-09T18:56:37.675373Z,172.16.1.19,134.87.154.134,tcp,0.010102973,0,MEDIUM
2016-12-16T17:32:48.207447Z,192.168.0.10,172.16.1.24,tcp,0.929673,1,HIGH
2016-12-15T17:47:50.649779Z,172.16.1.28,172.16.1.24,tcp,0.9880136,1,HIGH
2016-12-09T18:26:06.144752Z,192.168.0.10,172.16.1.27,tcp,0.03734764,0,MEDIUM
2016-12-15T17:38:03.895919Z,172.16.1.28,172.16.1.24,tcp,0.086387016,0,MEDIUM
2016-12-15T18:32:57.501635Z,172.16.1.24,172.16.1.28,tcp,0.9799718,1,HIGH
