log_id,source,model,pred_label,proba_attack
190,tcp,xgboost,benign,0.0
191,tcp,xgboost,benign,0.0
192,tcp,xgboost,benign,0.0
193,tcp,xgboost,attack,1.0
194,tcp,xgboost,benign,0.0
195,tcp,xgboost,benign,0.0
196,tcp,xgboost,benign,0.0
197,tcp,xgboost,benign,0.0
198,tcp,xgboost,attack,1.0
199,tcp,xgboost,attack,1.0
200,tcp,xgboost,attack,1.0
201,tcp,xgboost,attack,1.0
202,tcp,xgboost,benign,0.0
203,tcp,xgboost,benign,0.0
204,tcp,xgboost,benign,0.0
205,tcp,xgboost,attack,1.0
206,tcp,xgboost,benign,0.0
207,tcp,xgboost,attack,1.0
208,tcp,xgboost,attack,1.0
209,tcp,xgboost,attack,1.0
210,tcp,xgboost,benign,0.0
211,tcp,xgboost,attack,1.0
212,tcp,xgboost,benign,0.0
213,tcp,xgboost,attack,1.0
214,tcp,xgboost,attack,1.0
215,tcp,xgboost,attack,1.0
216,tcp,xgboost,attack,1.0
217,tcp,xgboost,benign,0.0
218,tcp,xgboost,attack,1.0
219,tcp,xgboost,attack,1.0
220,tcp,xgboost,benign,0.0
221,tcp,xgboost,attack,1.0
222,tcp,xgboost,attack,1.0
223,tcp,xgboost,attack,1.0
224,tcp,xgboost,attack,1.0
225,tcp,xgboost,benign,0.0
226,tcp,xgboost,attack,1.0
227,tcp,xgboost,benign,0.0
228,tcp,xgboost,benign,0.0
229,tcp,xgboost,attack,1.0
230,tcp,xgboost,attack,1.0
231,tcp,xgboost,benign,0.0
232,tcp,xgboost,attack,1.0
233,tcp,xgboost,attack,1.0
234,tcp,xgboost,attack,1.0
235,tcp,xgboost,attack,1.0
236,tcp,xgboost,attack,1.0
237,tcp,xgboost,attack,1.0
238,tcp,xgboost,attack,1.0
239,tcp,xgboost,benign,0.0
240,tcp,xgboost,attack,1.0
241,tcp,xgboost,attack,1.0
242,tcp,xgboost,attack,1.0
243,tcp,xgboost,benign,0.0
244,tcp,xgboost,attack,1.0
245,tcp,xgboost,benign,0.0
246,tcp,xgboost,attack,1.0
247,tcp,xgboost,benign,0.0
248,tcp,xgboost,attack,1.0
249,tcp,xgboost,benign,0.0
250,tcp,xgboost,attack,1.0
251,tcp,xgboost,attack,1.0
252,tcp,xgboost,attack,1.0
253,tcp,xgboost,attack,1.0
254,tcp,xgboost,attack,1.0
255,tcp,xgboost,attack,1.0
256,tcp,xgboost,benign,0.0
257,tcp,xgboost,benign,0.0
258,tcp,xgboost,benign,0.0
259,tcp,xgboost,benign,0.0
260,tcp,xgboost,attack,1.0
261,tcp,xgboost,attack,1.0
262,tcp,xgboost,benign,0.0
263,tcp,xgboost,attack,1.0
264,tcp,xgboost,attack,1.0
265,tcp,xgboost,attack,1.0
266,tcp,xgboost,benign,0.0
267,tcp,xgboost,attack,1.0
268,tcp,xgboost,attack,1.0
269,tcp,xgboost,benign,0.0
270,tcp,xgboost,attack,1.0
271,tcp,xgboost,attack,1.0
272,tcp,xgboost,benign,0.0
273,tcp,xgboost,benign,0.0
274,tcp,xgboost,attack,1.0
275,tcp,xgboost,attack,1.0
276,tcp,xgboost,benign,0.0
277,tcp,xgboost,benign,0.0
278,tcp,xgboost,benign,0.0
279,tcp,xgboost,benign,0.0
280,tcp,xgboost,attack,1.0
281,tcp,xgboost,benign,0.0
282,tcp,xgboost,attack,1.0
283,tcp,xgboost,benign,0.0
284,tcp,xgboost,attack,1.0
285,tcp,xgboost,attack,1.0
286,tcp,xgboost,benign,0.0
287,tcp,xgboost,benign,0.0
288,tcp,xgboost,benign,0.0
289,tcp,xgboost,attack,1.0
290,tcp,xgboost,benign,0.0
291,tcp,xgboost,benign,0.0
292,tcp,xgboost,attack,1.0
293,tcp,xgboost,attack,1.0
294,tcp,xgboost,benign,0.0
295,tcp,xgboost,attack,1.0
296,tcp,xgboost,attack,1.0
297,tcp,xgboost,benign,0.0
298,tcp,xgboost,attack,1.0
299,tcp,xgboost,attack,1.0
300,tcp,xgboost,attack,1.0
301,tcp,xgboost,attack,1.0
302,tcp,xgboost,attack,1.0
303,tcp,xgboost,benign,0.0
304,tcp,xgboost,attack,1.0
305,tcp,xgboost,attack,1.0
306,tcp,xgboost,attack,1.0
307,tcp,xgboost,attack,1.0
308,tcp,xgboost,attack,1.0
309,tcp,xgboost,attack,1.0
310,tcp,xgboost,attack,1.0
311,tcp,xgboost,benign,0.0
312,tcp,xgboost,attack,1.0
313,tcp,xgboost,attack,1.0
314,tcp,xgboost,benign,0.0
315,tcp,xgboost,benign,0.0
316,tcp,xgboost,benign,0.0
317,tcp,xgboost,attack,1.0
318,tcp,xgboost,benign,0.0
319,tcp,xgboost,benign,0.0
320,tcp,xgboost,attack,1.0
321,tcp,xgboost,benign,0.0
322,tcp,xgboost,attack,1.0
323,tcp,xgboost,attack,1.0
324,tcp,xgboost,attack,1.0
325,tcp,xgboost,benign,0.0
326,tcp,xgboost,benign,0.0
327,tcp,xgboost,benign,0.0
328,tcp,xgboost,attack,1.0
329,tcp,xgboost,attack,1.0
330,tcp,xgboost,attack,1.0
331,tcp,xgboost,benign,0.0
332,tcp,xgboost,benign,0.0
333,tcp,xgboost,attack,1.0
334,tcp,xgboost,attack,1.0
335,tcp,xgboost,benign,0.0
336,tcp,xgboost,benign,0.0
337,tcp,xgboost,attack,1.0
338,tcp,xgboost,benign,0.0
339,tcp,xgboost,benign,0.0
340,tcp,xgboost,attack,1.0
341,tcp,xgboost,attack,1.0
342,tcp,xgboost,attack,1.0
343,tcp,xgboost,benign,0.0
344,tcp,xgboost,attack,1.0
345,tcp,xgboost,attack,1.0
346,tcp,xgboost,benign,0.0
347,tcp,xgboost,benign,0.0
348,tcp,xgboost,attack,1.0
349,tcp,xgboost,attack,1.0
350,tcp,xgboost,benign,0.0
351,tcp,xgboost,attack,1.0
352,tcp,xgboost,benign,0.0
353,tcp,xgboost,benign,0.0
354,tcp,xgboost,attack,1.0
355,tcp,xgboost,benign,0.0
356,tcp,xgboost,benign,0.0
357,tcp,xgboost,attack,1.0
358,tcp,xgboost,benign,0.0
359,tcp,xgboost,benign,0.0
360,tcp,xgboost,attack,1.0
361,tcp,xgboost,attack,1.0
362,tcp,xgboost,attack,1.0
363,tcp,xgboost,attack,1.0
364,tcp,xgboost,benign,0.0
365,tcp,xgboost,attack,1.0
366,tcp,xgboost,benign,0.0
367,tcp,xgboost,benign,0.0
368,tcp,xgboost,benign,0.0
369,tcp,xgboost,attack,1.0
370,tcp,xgboost,attack,1.0
371,tcp,xgboost,attack,1.0
372,tcp,xgboost,benign,0.0
373,tcp,xgboost,benign,0.0
374,tcp,xgboost,attack,1.0
375,tcp,xgboost,attack,1.0
376,tcp,xgboost,attack,1.0
377,tcp,xgboost,benign,0.0
378,tcp,xgboost,attack,1.0
379,tcp,xgboost,attack,1.0
380,tcp,xgboost,attack,1.0
381,tcp,xgboost,attack,1.0
382,tcp,xgboost,attack,1.0
383,tcp,xgboost,attack,1.0
384,tcp,xgboost,attack,1.0
385,tcp,xgboost,attack,1.0
386,tcp,xgboost,attack,1.0
387,tcp,xgboost,benign,0.0
388,tcp,xgboost,attack,1.0
389,tcp,xgboost,benign,0.0
390,tcp,xgboost,attack,1.0
391,tcp,xgboost,benign,0.0
392,tcp,xgboost,attack,1.0
393,tcp,xgboost,benign,0.0
394,tcp,xgboost,benign,0.0
395,tcp,xgboost,attack,1.0
396,tcp,xgboost,attack,1.0
397,tcp,xgboost,benign,0.0
398,tcp,xgboost,attack,1.0
399,tcp,xgboost,benign,0.0
400,tcp,xgboost,benign,0.0
401,tcp,xgboost,benign,0.0
402,tcp,xgboost,benign,0.0
403,tcp,xgboost,benign,0.0
404,tcp,xgboost,attack,1.0
405,tcp,xgboost,benign,0.0
406,tcp,xgboost,attack,1.0
407,tcp,xgboost,benign,0.0
408,tcp,xgboost,benign,0.0
409,tcp,xgboost,attack,1.0
410,tcp,xgboost,attack,1.0
411,tcp,xgboost,benign,0.0
412,tcp,xgboost,attack,1.0
413,tcp,xgboost,benign,0.0
414,tcp,xgboost,attack,1.0
415,tcp,xgboost,attack,1.0
416,tcp,xgboost,benign,0.0
417,tcp,xgboost,attack,1.0
418,tcp,xgboost,benign,0.0
419,tcp,xgboost,attack,1.0
420,tcp,xgboost,benign,0.0
421,tcp,xgboost,attack,1.0
422,tcp,xgboost,benign,0.0
423,tcp,xgboost,attack,1.0
424,tcp,xgboost,benign,0.0
425,tcp,xgboost,attack,1.0
426,tcp,xgboost,benign,0.0
427,tcp,xgboost,benign,0.0
428,tcp,xgboost,benign,0.0
429,tcp,xgboost,attack,1.0
430,tcp,xgboost,attack,1.0
431,tcp,xgboost,benign,0.0
432,tcp,xgboost,attack,1.0
433,tcp,xgboost,benign,0.0
434,tcp,xgboost,attack,1.0
435,tcp,xgboost,benign,0.0
436,tcp,xgboost,attack,1.0
437,tcp,xgboost,benign,0.0
438,tcp,xgboost,attack,1.0
439,tcp,xgboost,benign,0.0
440,tcp,xgboost,attack,1.0
441,tcp,xgboost,benign,0.0
442,tcp,xgboost,attack,1.0
443,tcp,xgboost,benign,0.0
444,tcp,xgboost,benign,0.0
445,tcp,xgboost,benign,0.0
446,tcp,xgboost,benign,0.0
447,tcp,xgboost,attack,1.0
448,tcp,xgboost,benign,0.0
449,tcp,xgboost,benign,0.0
450,tcp,xgboost,attack,1.0
451,tcp,xgboost,attack,1.0
452,tcp,xgboost,benign,0.0
453,tcp,xgboost,attack,1.0
454,tcp,xgboost,benign,0.0
455,tcp,xgboost,attack,1.0
456,tcp,xgboost,attack,1.0
457,tcp,xgboost,attack,1.0
458,tcp,xgboost,attack,1.0
459,tcp,xgboost,attack,1.0
460,tcp,xgboost,attack,1.0
461,tcp,xgboost,benign,0.0
462,tcp,xgboost,attack,1.0
463,tcp,xgboost,attack,1.0
464,tcp,xgboost,benign,0.0
465,tcp,xgboost,benign,0.0
466,tcp,xgboost,benign,0.0
467,tcp,xgboost,benign,0.0
468,tcp,xgboost,attack,1.0
469,tcp,xgboost,attack,1.0
470,tcp,xgboost,attack,1.0
471,tcp,xgboost,attack,1.0
472,tcp,xgboost,benign,0.0
473,tcp,xgboost,attack,1.0
474,tcp,xgboost,attack,1.0
475,tcp,xgboost,attack,1.0
476,tcp,xgboost,benign,0.0
477,tcp,xgboost,benign,0.0
478,tcp,xgboost,attack,1.0
479,tcp,xgboost,attack,1.0
480,tcp,xgboost,attack,1.0
481,tcp,xgboost,attack,1.0
482,tcp,xgboost,benign,0.0
483,tcp,xgboost,benign,0.0
484,tcp,xgboost,attack,1.0
485,tcp,xgboost,benign,0.0
486,tcp,xgboost,benign,0.0
487,tcp,xgboost,benign,0.0
488,tcp,xgboost,benign,0.0
489,tcp,xgboost,attack,1.0
490,tcp,xgboost,attack,1.0
491,tcp,xgboost,attack,1.0
492,tcp,xgboost,attack,1.0
493,tcp,xgboost,attack,1.0
494,tcp,xgboost,attack,1.0
495,tcp,xgboost,benign,0.0
496,tcp,xgboost,attack,1.0
497,tcp,xgboost,benign,0.0
498,tcp,xgboost,benign,0.0
499,tcp,xgboost,attack,1.0
500,tcp,xgboost,benign,0.0
501,tcp,xgboost,benign,0.0
502,tcp,xgboost,attack,1.0
503,tcp,xgboost,attack,1.0
504,tcp,xgboost,benign,0.0
505,tcp,xgboost,attack,1.0
506,tcp,xgboost,benign,0.0
507,tcp,xgboost,attack,1.0
508,tcp,xgboost,benign,0.0
509,tcp,xgboost,attack,1.0
510,tcp,xgboost,attack,1.0
511,tcp,xgboost,attack,1.0
512,tcp,xgboost,benign,0.0
513,tcp,xgboost,attack,1.0
514,tcp,xgboost,attack,1.0
515,tcp,xgboost,attack,1.0
516,tcp,xgboost,attack,1.0
517,tcp,xgboost,attack,1.0
518,tcp,xgboost,benign,0.0
519,tcp,xgboost,attack,1.0
520,tcp,xgboost,attack,1.0
521,tcp,xgboost,benign,0.0
522,tcp,xgboost,benign,0.0
523,tcp,xgboost,benign,0.0
524,tcp,xgboost,benign,0.0
525,tcp,xgboost,attack,1.0
526,tcp,xgboost,benign,0.0
527,tcp,xgboost,benign,0.0
528,tcp,xgboost,benign,0.0
529,tcp,xgboost,benign,0.0
530,tcp,xgboost,benign,0.0
531,tcp,xgboost,benign,0.0
532,tcp,xgboost,benign,0.0
533,tcp,xgboost,attack,1.0
534,tcp,xgboost,attack,1.0
535,tcp,xgboost,benign,0.0
536,tcp,xgboost,attack,1.0
537,tcp,xgboost,attack,1.0
538,tcp,xgboost,attack,1.0
539,tcp,xgboost,attack,1.0
540,tcp,xgboost,benign,0.0
541,tcp,xgboost,attack,1.0
542,tcp,xgboost,benign,0.0
543,tcp,xgboost,benign,0.0
544,tcp,xgboost,benign,0.0
545,tcp,xgboost,benign,0.0
546,tcp,xgboost,attack,1.0
547,tcp,xgboost,benign,0.0
548,tcp,xgboost,benign,0.0
549,tcp,xgboost,benign,0.0
550,tcp,xgboost,attack,1.0
551,tcp,xgboost,attack,1.0
552,tcp,xgboost,benign,0.0
553,tcp,xgboost,benign,0.0
554,tcp,xgboost,attack,1.0
555,tcp,xgboost,attack,1.0
556,tcp,xgboost,benign,0.0
557,tcp,xgboost,benign,0.0
558,tcp,xgboost,attack,1.0
559,tcp,xgboost,benign,0.0
560,tcp,xgboost,benign,0.0
561,tcp,xgboost,attack,1.0
562,tcp,xgboost,benign,0.0
563,tcp,xgboost,benign,0.0
564,tcp,xgboost,benign,0.0
565,tcp,xgboost,benign,0.0
566,tcp,xgboost,attack,1.0
567,tcp,xgboost,attack,1.0
568,tcp,xgboost,attack,1.0
569,tcp,xgboost,attack,1.0
570,tcp,xgboost,attack,1.0
571,tcp,xgboost,attack,1.0
572,tcp,xgboost,benign,0.0
573,tcp,xgboost,benign,0.0
574,tcp,xgboost,benign,0.0
575,tcp,xgboost,benign,0.0
576,tcp,xgboost,benign,0.0
577,tcp,xgboost,benign,0.0
578,tcp,xgboost,benign,0.0
579,tcp,xgboost,attack,1.0
580,tcp,xgboost,attack,1.0
581,tcp,xgboost,benign,0.0
582,tcp,xgboost,attack,1.0
583,tcp,xgboost,benign,0.0
584,tcp,xgboost,attack,1.0
585,tcp,xgboost,benign,0.0
586,tcp,xgboost,attack,1.0
587,tcp,xgboost,benign,0.0
588,tcp,xgboost,attack,1.0
589,tcp,xgboost,benign,0.0
590,tcp,xgboost,attack,1.0
591,tcp,xgboost,attack,1.0
592,tcp,xgboost,benign,0.0
593,tcp,xgboost,benign,0.0
594,tcp,xgboost,attack,1.0
595,tcp,xgboost,attack,1.0
596,tcp,xgboost,benign,0.0
597,tcp,xgboost,attack,1.0
598,tcp,xgboost,attack,1.0
599,tcp,xgboost,benign,0.0
600,tcp,xgboost,benign,0.0
601,tcp,xgboost,attack,1.0
602,tcp,xgboost,benign,0.0
603,tcp,xgboost,attack,1.0
604,tcp,xgboost,attack,1.0
605,tcp,xgboost,benign,0.0
606,tcp,xgboost,benign,0.0
607,tcp,xgboost,attack,1.0
608,tcp,xgboost,attack,1.0
609,tcp,xgboost,attack,1.0
610,tcp,xgboost,attack,1.0
611,tcp,xgboost,benign,0.0
612,tcp,xgboost,attack,1.0
613,tcp,xgboost,benign,0.0
614,tcp,xgboost,benign,0.0
615,tcp,xgboost,benign,0.0
616,tcp,xgboost,benign,0.0
617,tcp,xgboost,attack,1.0
618,tcp,xgboost,attack,1.0
619,tcp,xgboost,benign,0.0
620,tcp,xgboost,attack,1.0
621,tcp,xgboost,benign,0.0
622,tcp,xgboost,benign,0.0
623,tcp,xgboost,benign,0.0
624,tcp,xgboost,attack,1.0
625,tcp,xgboost,benign,0.0
626,tcp,xgboost,benign,0.0
627,tcp,xgboost,attack,1.0
628,tcp,xgboost,attack,1.0
629,tcp,xgboost,attack,1.0
630,tcp,xgboost,attack,1.0
631,tcp,xgboost,benign,0.0
632,tcp,xgboost,benign,0.0
633,tcp,xgboost,attack,1.0
634,tcp,xgboost,attack,1.0
635,tcp,xgboost,benign,0.0
636,tcp,xgboost,benign,0.0
637,tcp,xgboost,attack,1.0
638,tcp,xgboost,attack,1.0
639,tcp,xgboost,attack,1.0
640,tcp,xgboost,benign,0.0
641,tcp,xgboost,attack,1.0
642,tcp,xgboost,attack,1.0
643,tcp,xgboost,attack,1.0
644,tcp,xgboost,attack,1.0
645,tcp,xgboost,attack,1.0
646,tcp,xgboost,attack,1.0
647,tcp,xgboost,benign,0.0
648,tcp,xgboost,attack,1.0
649,tcp,xgboost,benign,0.0
650,tcp,xgboost,benign,0.0
651,tcp,xgboost,benign,0.0
652,tcp,xgboost,benign,0.0
653,tcp,xgboost,attack,1.0
654,tcp,xgboost,benign,0.0
655,tcp,xgboost,attack,1.0
656,tcp,xgboost,benign,0.0
657,tcp,xgboost,attack,1.0
658,tcp,xgboost,benign,0.0
659,tcp,xgboost,attack,1.0
660,tcp,xgboost,benign,0.0
661,tcp,xgboost,benign,0.0
662,tcp,xgboost,attack,1.0
663,tcp,xgboost,benign,0.0
664,tcp,xgboost,benign,0.0
665,tcp,xgboost,benign,0.0
666,tcp,xgboost,attack,1.0
667,tcp,xgboost,attack,1.0
668,tcp,xgboost,attack,1.0
669,tcp,xgboost,attack,1.0
670,tcp,xgboost,attack,1.0
671,tcp,xgboost,attack,1.0
672,tcp,xgboost,attack,1.0
673,tcp,xgboost,benign,0.0
674,tcp,xgboost,benign,0.0
675,tcp,xgboost,attack,1.0
676,tcp,xgboost,benign,0.0
677,tcp,xgboost,benign,0.0
678,tcp,xgboost,attack,1.0
679,tcp,xgboost,benign,0.0
680,tcp,xgboost,attack,1.0
681,tcp,xgboost,benign,0.0
682,tcp,xgboost,benign,0.0
683,tcp,xgboost,attack,1.0
684,tcp,xgboost,attack,1.0
685,tcp,xgboost,benign,0.0
686,tcp,xgboost,benign,0.0
687,tcp,xgboost,attack,1.0
688,tcp,xgboost,attack,1.0
689,tcp,xgboost,attack,1.0
690,tcp,xgboost,attack,1.0
691,tcp,xgboost,attack,1.0
692,tcp,xgboost,benign,0.0
693,tcp,xgboost,attack,1.0
694,tcp,xgboost,benign,0.0
695,tcp,xgboost,benign,0.0
696,tcp,xgboost,attack,1.0
697,tcp,xgboost,benign,0.0
698,tcp,xgboost,benign,0.0
699,tcp,xgboost,benign,0.0
700,tcp,xgboost,benign,0.0
701,tcp,xgboost,benign,0.0
702,tcp,xgboost,benign,0.0
703,tcp,xgboost,attack,1.0
704,tcp,xgboost,benign,0.0
705,tcp,xgboost,attack,1.0
706,tcp,xgboost,attack,1.0
707,tcp,xgboost,attack,1.0
708,tcp,xgboost,benign,0.0
709,tcp,xgboost,attack,1.0
710,tcp,xgboost,benign,0.0
711,tcp,xgboost,attack,1.0
712,tcp,xgboost,attack,1.0
713,tcp,xgboost,attack,1.0
714,tcp,xgboost,attack,1.0
715,tcp,xgboost,benign,0.0
716,tcp,xgboost,benign,0.0
717,tcp,xgboost,attack,1.0
718,tcp,xgboost,attack,1.0
719,tcp,xgboost,benign,0.0
720,tcp,xgboost,attack,1.0
721,tcp,xgboost,benign,0.0
722,tcp,xgboost,attack,1.0
723,tcp,xgboost,attack,1.0
724,tcp,xgboost,benign,0.0
725,tcp,xgboost,attack,1.0
726,tcp,xgboost,benign,0.0
727,tcp,xgboost,attack,1.0
728,tcp,xgboost,attack,1.0
729,tcp,xgboost,benign,0.0
730,tcp,xgboost,benign,0.0
731,tcp,xgboost,attack,1.0
732,tcp,xgboost,attack,1.0
733,tcp,xgboost,attack,1.0
734,tcp,xgboost,attack,1.0
735,tcp,xgboost,attack,1.0
736,tcp,xgboost,attack,1.0
737,tcp,xgboost,benign,0.0
738,tcp,xgboost,benign,0.0
739,tcp,xgboost,benign,0.0
740,tcp,xgboost,benign,0.0
741,tcp,xgboost,attack,1.0
742,tcp,xgboost,benign,0.0
743,tcp,xgboost,benign,0.0
744,tcp,xgboost,attack,1.0
745,tcp,xgboost,attack,1.0
746,tcp,xgboost,attack,1.0
747,tcp,xgboost,attack,1.0
748,tcp,xgboost,attack,1.0
749,tcp,xgboost,attack,1.0
750,tcp,xgboost,benign,0.0
751,tcp,xgboost,attack,1.0
752,tcp,xgboost,benign,0.0
753,tcp,xgboost,benign,0.0
754,tcp,xgboost,benign,0.0
755,tcp,xgboost,attack,1.0
756,tcp,xgboost,attack,1.0
757,tcp,xgboost,attack,1.0
758,tcp,xgboost,benign,0.0
759,tcp,xgboost,benign,0.0
760,tcp,xgboost,attack,1.0
761,tcp,xgboost,attack,1.0
762,tcp,xgboost,attack,1.0
763,tcp,xgboost,benign,0.0
764,tcp,xgboost,benign,0.0
765,tcp,xgboost,attack,1.0
766,tcp,xgboost,benign,0.0
767,tcp,xgboost,benign,0.0
768,tcp,xgboost,benign,0.0
769,tcp,xgboost,benign,0.0
770,tcp,xgboost,attack,1.0
771,tcp,xgboost,benign,0.0
772,tcp,xgboost,attack,1.0
773,tcp,xgboost,benign,0.0
774,tcp,xgboost,attack,1.0
