log_id,label
1061,0
1062,1
1063,0
1064,1
1065,1
1066,0
1067,1
1068,0
1069,1
1070,1
1071,1
1072,1
1073,0
1074,1
1075,0
1076,1
1077,0
1078,1
1079,1
1080,1
1081,0
1082,0
1083,1
1084,0
1085,1
1086,0
1087,1
1088,1
1089,1
1090,1
1091,1
1092,1
1093,1
1094,0
1095,0
1096,1
1097,1
1098,0
1099,0
1100,1
1101,0
1102,0
1103,1
1104,1
1105,1
1106,0
1107,1
1108,0
1109,0
1110,0
1111,1
1112,0
1113,0
1114,1
1115,1
1116,0
1117,0
1118,1
1119,1
1120,1
1121,0
1122,0
1123,0
1124,1
1125,1
1126,1
1127,1
1128,0
1129,0
1130,1
1131,1
1132,1
1133,0
1134,0
1135,0
1136,1
1137,0
1138,1
1139,0
1140,0
1141,0
1142,1
1143,0
1144,1
1145,0
1146,1
1147,0
1148,1
1149,0
1150,1
1151,1
1152,0
1153,1
1154,1
1155,0
1156,1
1157,1
1158,1
1159,0
1160,0
1161,0
1162,1
1163,0
1164,1
1165,1
1166,0
1167,1
1168,1
1169,0
1170,1
1171,0
1172,1
1173,1
1174,1
1175,1
1176,1
1177,1
1178,0
1179,0
1180,1
1181,1
1182,1
1183,0
1184,0
1185,1
1186,0
1187,0
1188,1
1189,1
1190,0
1191,1
1192,0
1193,0
1194,0
1195,1
1196,1
1197,0
1198,0
1199,1
1200,0
1201,0
1202,0
1203,0
1204,0
1205,0
1206,1
1207,0
1208,1
1209,1
1210,0
1211,0
1212,0
1213,0
1214,1
1215,1
1216,0
1217,1
1218,1
1219,1
1220,1
1221,0
1222,1
1223,0
1224,1
1225,0
1226,1
1227,0
1228,1
1229,1
1230,1
1231,1
1232,1
1233,0
1234,1
1235,0
1236,1
1237,1
1238,1
1239,0
1240,0
1241,0
1242,1
1243,0
1244,0
1245,1
1246,1
1247,0
1248,1
1249,1
1250,1
1251,1
1252,1
1253,0
1254,0
1255,1
1256,0
1257,0
1258,1
1259,1
1260,1
1261,1
1262,1
1263,0
1264,1
1265,1
1266,0
1267,0
1268,1
1269,0
1270,1
1271,1
1272,1
1273,0
1274,1
1275,1
1276,1
1277,0
1278,0
1279,1
1280,1
1281,0
1282,1
1283,0
1284,1
1285,0
1286,0
1287,0
1288,0
1289,0
1290,0
1291,1
1292,0
1293,1
1294,0
1295,1
1296,1
1297,0
1298,0
1299,0
1300,0
1301,0
1302,1
1303,0
1304,1
1305,1
1306,1
1307,0
1308,0
1309,1
1310,1
1311,0
1312,0
1313,1
1314,1
1315,1
1316,0
1317,1
1318,1
1319,0
1320,0
1321,0
1322,1
1323,1
1324,0
1325,1
1326,0
1327,1
1328,1
1329,1
1330,1
1331,1
1332,0
1333,0
1334,0
1335,1
1336,1
1337,1
1338,1
1339,1
1340,1
1341,1
1342,1
1343,1
1344,0
1345,0
1346,1
1347,1
1348,0
1349,1
1350,0
1351,1
1352,1
1353,1
1354,0
1355,0
1356,1
1357,0
1358,1
1359,0
1360,1
1361,0
1362,1
1363,1
1364,0
1365,1
1366,1
1367,0
1368,0
1369,1
1370,0
1371,1
1372,0
1373,0
1374,0
1375,0
1376,1
1377,1
1378,1
1379,1
1380,1
1381,1
1382,1
1383,0
1384,0
1385,0
1386,0
1387,1
1388,1
1389,1
1390,1
1391,1
1392,1
1393,1
1394,1
1395,1
1396,0
1397,1
1398,0
1399,1
1400,1
1401,0
1402,1
1403,1
1404,1
1405,0
1406,1
1407,1
1408,1
1409,0
1410,1
1411,1
1412,0
1413,0
1414,1
1415,1
1416,1
1417,0
1418,0
1419,1
1420,0
1421,0
1422,0
1423,1
1424,1
1425,0
1426,1
1427,0
1428,1
1429,1
1430,1
1431,0
1432,0
1433,0
1434,0
1435,1
1436,0
1437,1
1438,1
1439,0
1440,1
1441,0
1442,0
1443,1
1444,0
1445,0
1446,0
1447,1
1448,1
1449,1
1450,1
1451,1
1452,1
1453,1
1454,0
1455,1
1456,1
1457,0
1458,0
1459,1
1460,0
1461,1
1462,1
1463,1
1464,1
1465,1
1466,1
1467,0
1468,1
1469,0
1470,1
1471,0
1472,0
1473,1
1474,1
1475,0
1476,0
1477,1
1478,1
1479,1
1480,1
1481,0
1482,0
1483,0
1484,1
1485,1
1486,0
1487,0
1488,0
1489,0
1490,1
1491,0
1492,1
1493,1
1494,0
1495,1
1496,1
1497,1
1498,0
1499,1
1500,1
1501,0
1502,1
1503,0
1504,0
1505,1
1506,0
1507,1
1508,1
1509,1
1510,1
1511,0
1512,1
1513,1
1514,0
1515,1
1516,1
1517,0
1518,0
1519,1
1520,0
1521,1
1522,0
1523,0
1524,1
1525,1
1526,1
1527,0
1528,0
1529,1
1530,1
1531,0
1532,0
1533,1
1534,1
1535,1
1536,1
1537,0
1538,1
1539,1
1540,1
1541,0
1542,0
1543,1
1544,1
1545,1
1546,0
1547,1
1548,0
1549,1
1550,1
1551,0
1552,1
1553,0
1554,0
1555,1
1556,1
1557,0
1558,0
1559,1
1560,1
1561,1
1562,1
1563,1
1564,1
1565,1
1566,0
1567,0
1568,1
1569,1
1570,0
1571,0
1572,0
1573,1
1574,1
1575,1
1576,1
1577,1
1578,0
1579,0
1580,1
1581,0
1582,0
1583,1
1584,1
1585,1
1586,0
1587,0
1588,0
1589,0
1590,1
1591,0
1592,1
1593,0
1594,1
1595,1
1596,1
1597,0
1598,0
1599,1
1600,0
1601,0
1602,0
1603,0
1604,0
1605,0
1606,0
1607,0
1608,0
1609,1
1610,1
1611,0
1612,1
1613,1
1614,1
1615,1
1616,0
1617,0
1618,1
1619,1
1620,0
1621,1
1622,1
1623,1
1624,0
1625,0
1626,1
1627,1
1628,1
1629,0
1630,0
1631,0
1632,0
1633,0
1634,1
1635,1
1636,1
1637,1
1638,0
1639,1
1640,1
1641,1
1642,0
1643,1
1644,0
1645,1
1646,1
1647,0
1648,1
1649,1
1650,1
1651,0
1652,1
1653,1
1654,0
1655,0
1656,0
1657,0
1658,1
1659,0
1660,1
1661,1
1662,0
1663,0
1664,0
1665,1
1666,1
1667,0
1668,1
1669,0
1670,0
1671,0
1672,1
1673,1
1674,0
1675,0
1676,1
1677,0
1678,0
1679,0
1680,1
1681,1
1682,1
1683,1
1684,1
1685,0
1686,0
1687,1
1688,0
1689,0
1690,1
1691,0
1692,1
1693,0
1694,1
1695,1
1696,0
1697,0
1698,0
1699,1
1700,1
1701,0
1702,0
1703,1
1704,1
1705,1
1706,1
1707,1
1708,0
1709,0
1710,0
1711,1
1712,1
1713,0
1714,1
1715,0
1716,0
1717,1
1718,0
1719,1
1720,1
1721,0
1722,0
1723,0
1724,0
1725,1
1726,1
1727,0
1728,1
1729,0
1730,1
1731,0
1732,1
1733,0
1734,0
1735,0
1736,0
1737,1
1738,1
1739,1
1740,0
1741,0
1742,1
1743,0
1744,0
1745,0
1746,0
1747,0
1748,1
1749,0
1750,0
1751,1
1752,0
1753,0
1754,0
1755,0
1756,1
1757,1
1758,1
1759,0
1760,0
1761,1
1762,0
1763,0
1764,1
1765,0
1766,1
1767,1
1768,1
1769,0
1770,1
1771,0
1772,1
1773,1
1774,1
1775,1
1776,0
1777,1
1778,1
1779,0
1780,0
1781,0
1782,1
1783,1
1784,0
1785,0
1786,1
1787,1
1788,1
1789,1
1790,0
1791,1
1792,0
1793,0
1794,1
1795,1
1796,0
1797,1
1798,0
1799,1
1800,0
1801,1
1802,1
1803,1
1804,1
1805,1
1806,0
1807,1
1808,1
1809,0
1810,0
1811,1
1812,1
1813,0
1814,0
1815,1
1816,1
1817,1
1818,0
1819,0
1820,0
1821,1
1822,1
1823,1
1824,0
1825,1
1826,0
1827,0
1828,1
1829,1
1830,1
1831,1
1832,0
1833,1
1834,0
1835,1
1836,0
1837,0
1838,1
1839,1
1840,1
1841,1
1842,0
1843,1
1844,1
1845,0
1846,0
1847,1
1848,1
1849,1
1850,1
1851,1
1852,1
1853,1
1854,1
1855,1
1856,1
1857,1
1858,1
1859,1
1860,1
1861,0
1862,0
1863,1
1864,0
1865,0
1866,0
1867,1
1868,0
1869,0
1870,0
1871,0
1872,1
1873,1
1874,1
1875,0
1876,1
1877,1
1878,0
1879,1
1880,1
1881,1
1882,1
1883,1
1884,1
1885,0
1886,0
1887,1
1888,1
1889,0
1890,0
1891,0
1892,1
1893,1
1894,1
1895,0
1896,0
1897,0
1898,1
1899,1
1900,0
1901,1
1902,0
1903,0
1904,1
1905,1
1906,1
1907,1
1908,1
1909,0
1910,0
1911,1
1912,0
1913,0
1914,1
1915,1
1916,0
1917,1
1918,1
1919,1
1920,0
1921,1
1922,0
1923,1
1924,0
1925,1
1926,1
1927,0
1928,1
1929,0
1930,0
1931,1
1932,0
1933,1
1934,1
1935,0
1936,0
1937,1
1938,0
1939,1
1940,0
1941,1
1942,1
1943,0
1944,0
1945,1
1946,0
1947,0
1948,0
1949,1
1950,0
1951,0
1952,0
1953,1
1954,0
1955,1
1956,1
1957,1
1958,0
1959,1
1960,1
1961,1
1962,0
1963,0
1964,0
1965,1
1966,0
1967,0
1968,1
1969,0
1970,1
1971,1
1972,0
1973,0
1974,1
1975,1
1976,1
1977,1
1978,0
1979,1
1980,1
1981,1
1982,0
1983,0
1984,0
1985,1
1986,1
1987,1
1988,1
1989,1
1990,0
1991,1
1992,1
1993,1
1994,0
1995,1
1996,1
1997,0
1998,1
1999,0
2000,1
2001,0
2002,0
2003,1
2004,1
2005,0
2006,1
2007,1
2008,1
2009,1
2010,0
2011,1
2012,0
2013,1
2014,1
2015,0
2016,1
2017,0
2018,1
2019,0
2020,1
2021,1
2022,0
2023,0
2024,1
2025,0
2026,0
2027,1
2028,0
2029,1
2030,1
2031,1
2032,0
2033,0
2034,0
2035,1
2036,1
2037,1
2038,1
2039,1
2040,1
2041,0
2042,0
2043,1
2044,1
2045,0
2046,0
2047,1
2048,1
2049,0
2050,1
2051,1
2052,1
2053,1
2054,1
2055,1
2056,0
2057,1
2058,1
2059,0
2060,1
2061,1
2062,0
2063,0
2064,1
2065,1
2066,1
2067,0
2068,1
2069,1
2070,1
2071,1
2072,1
2073,1
2074,1
2075,1
2076,1
2077,1
2078,1
2079,1
2080,1
2081,0
2082,1
2083,0
2084,1
2085,1
2086,0
2087,0
2088,1
2089,1
2090,0
2091,0
2092,0
2093,1
2094,1
2095,1
2096,1
2097,0
2098,1
2099,1
2100,1
2101,1
2102,1
2103,1
2104,1
2105,1
2106,0
2107,1
2108,0
2109,1
2110,1
2111,1
2112,0
2113,0
2114,0
2115,0
2116,0
2117,0
2118,1
2119,0
2120,1
2121,0
2122,0
2123,0
2124,1
2125,0
2126,1
2127,0
2128,1
2129,0
2130,0
2131,0
2132,0
2133,0
2134,1
2135,1
2136,1
2137,0
2138,0
2139,1
2140,0
2141,1
2142,1
2143,0
2144,0
2145,1
2146,1
2147,0
2148,1
2149,1
2150,0
2151,1
2152,1
2153,1
2154,0
2155,0
2156,1
2157,0
2158,1
2159,0
2160,1
2161,1
2162,1
2163,1
2164,0
2165,1
2166,0
2167,0
2168,1
2169,1
2170,1
2171,1
2172,0
2173,1
2174,1
2175,1
2176,1
2177,1
2178,0
2179,1
2180,0
2181,0
2182,1
2183,1
2184,0
2185,1
2186,0
2187,0
2188,0
2189,1
2190,0
2191,1
2192,1
2193,1
2194,1
2195,0
2196,0
2197,1
2198,0
2199,0
2200,1
2201,1
2202,1
2203,1
2204,0
2205,1
2206,0
2207,0
2208,1
2209,1
2210,1
2211,0
2212,1
2213,1
2214,0
2215,1
2216,1
2217,1
2218,0
2219,1
2220,0
2221,1
2222,0
2223,0
2224,0
2225,1
2226,1
2227,1
2228,1
2229,1
2230,0
2231,0
2232,1
2233,0
2234,0
2235,0
2236,1
2237,1
2238,0
2239,0
2240,1
2241,0
2242,1
2243,1
2244,0
2245,1
2246,1
2247,0
2248,1
2249,1
2250,1
2251,0
2252,0
2253,0
2254,1
2255,1
2256,0
2257,0
2258,0
2259,0
2260,1
2261,1
2262,0
2263,1
2264,1
2265,1
2266,1
2267,0
2268,1
2269,0
2270,1
2271,0
2272,1
2273,0
2274,0
2275,0
2276,1
2277,1
2278,0
2279,0
2280,1
2281,1
2282,1
2283,0
2284,1
2285,1
2286,0
2287,0
2288,1
2289,0
2290,1
2291,0
2292,0
2293,1
2294,1
2295,1
2296,1
2297,1
2298,0
2299,0
2300,1
2301,0
2302,0
2303,0
2304,1
2305,0
2306,1
2307,1
2308,0
2309,1
2310,1
2311,0
2312,1
2313,0
2314,0
2315,1
2316,1
2317,0
2318,0
2319,1
2320,1
2321,0
2322,1
2323,1
2324,0
2325,1
2326,0
2327,0
2328,1
2329,0
2330,1
2331,1
2332,1
2333,1
2334,1
2335,0
2336,1
2337,0
2338,0
2339,0
2340,0
2341,0
2342,0
2343,0
2344,0
2345,1
2346,0
2347,0
2348,0
2349,0
2350,0
2351,1
2352,0
2353,0
2354,1
2355,0
2356,1
2357,0
2358,0
2359,0
2360,1
2361,0
2362,1
2363,1
2364,0
2365,0
2366,0
2367,1
2368,0
2369,1
2370,0
2371,0
2372,1
2373,0
2374,1
2375,0
2376,1
2377,0
2378,1
2379,1
2380,1
2381,1
2382,1
2383,0
2384,0
2385,0
2386,1
2387,1
2388,1
2389,1
2390,0
2391,1
2392,1
2393,1
2394,1
2395,0
2396,1
2397,0
2398,0
2399,0
2400,0
2401,0
2402,0
2403,1
2404,0
2405,0
2406,0
2407,1
2408,1
2409,1
2410,0
2411,0
2412,0
2413,0
2414,0
2415,0
2416,0
2417,1
2418,1
2419,1
2420,1
2421,0
2422,0
2423,0
2424,0
2425,0
2426,1
2427,1
2428,0
2429,0
2430,1
2431,0
2432,1
2433,1
2434,1
2435,1
2436,0
2437,1
2438,0
2439,1
2440,1
2441,1
2442,1
2443,1
2444,0
2445,1
2446,0
2447,0
2448,1
2449,0
2450,1
2451,0
2452,0
2453,0
2454,1
2455,1
2456,1
2457,0
2458,1
2459,1
2460,1
2461,0
2462,1
2463,0
2464,1
2465,0
2466,0
2467,1
2468,0
2469,1
2470,1
2471,1
2472,1
2473,1
2474,0
2475,0
2476,1
2477,1
2478,0
2479,0
2480,1
2481,0
2482,1
2483,1
2484,1
2485,1
2486,1
2487,1
2488,1
2489,0
2490,0
2491,1
2492,0
2493,0
2494,0
2495,1
2496,1
2497,0
2498,0
2499,0
2500,1
2501,0
2502,0
2503,0
2504,1
2505,0
2506,0
2507,1
2508,0
2509,0
2510,0
2511,1
2512,1
2513,1
2514,0
2515,0
2516,0
2517,1
2518,0
2519,1
2520,1
2521,0
2522,1
2523,0
2524,0
2525,0
2526,0
2527,0
2528,1
2529,1
2530,0
2531,1
2532,1
2533,1
2534,1
2535,1
2536,0
2537,0
2538,1
2539,1
2540,1
2541,1
2542,1
2543,0
2544,0
2545,1
2546,0
2547,0
2548,1
2549,1
2550,1
2551,0
2552,1
2553,1
2554,0
2555,1
2556,1
2557,1
2558,1
2559,1
2560,0
2561,0
2562,1
2563,0
2564,1
2565,1
2566,1
2567,1
2568,0
2569,0
2570,0
2571,1
2572,1
2573,0
2574,0
2575,0
2576,0
2577,1
2578,1
2579,0
2580,0
2581,1
2582,1
2583,1
2584,1
2585,1
2586,0
2587,1
2588,1
2589,1
2590,0
2591,1
2592,1
2593,1
2594,1
2595,0
2596,1
2597,1
2598,0
2599,0
2600,1
2601,0
2602,1
2603,0
2604,0
2605,1
2606,0
2607,1
2608,1
2609,1
2610,0
2611,0
2612,1
2613,1
2614,1
2615,1
2616,0
2617,1
2618,1
2619,1
2620,1
2621,0
2622,1
2623,0
2624,1
2625,1
2626,0
2627,0
2628,1
2629,1
2630,0
2631,1
2632,0
2633,0
2634,1
2635,0
2636,0
2637,0
2638,1
2639,1
2640,1
2641,1
2642,0
2643,0
2644,0
2645,1
2646,1
2647,0
2648,1
2649,1
2650,1
2651,0
2652,1
2653,0
2654,0
2655,0
2656,0
2657,0
2658,0
2659,0
2660,0
2661,1
2662,1
2663,0
2664,1
2665,1
2666,1
2667,0
2668,0
2669,1
2670,1
2671,0
2672,1
2673,0
2674,1
2675,0
2676,0
2677,1
2678,1
2679,0
2680,0
2681,1
2682,0
2683,1
2684,1
2685,1
2686,1
2687,1
2688,0
2689,1
2690,1
2691,1
2692,0
2693,0
2694,1
2695,1
2696,0
2697,0
2698,0
2699,1
2700,0
2701,0
2702,1
2703,1
2704,1
2705,1
2706,0
2707,0
2708,0
2709,1
2710,1
2711,1
2712,1
2713,1
2714,0
2715,0
2716,1
2717,0
2718,0
2719,1
2720,1
2721,0
2722,0
2723,0
2724,1
2725,1
2726,1
2727,0
2728,0
2729,1
2730,1
2731,0
2732,1
2733,0
2734,1
2735,1
2736,0
2737,0
2738,1
2739,0
2740,1
2741,0
2742,1
2743,1
2744,1
2745,0
2746,1
2747,1
2748,0
2749,1
2750,1
2751,1
2752,0
2753,0
2754,1
2755,0
2756,1
2757,0
2758,0
2759,0
2760,1
2761,1
2762,1
2763,0
2764,1
2765,1
2766,1
2767,1
2768,1
2769,1
2770,0
2771,1
2772,1
2773,0
2774,0
2775,1
2776,1
2777,1
2778,0
2779,0
2780,0
2781,0
2782,1
2783,1
2784,1
2785,1
2786,1
2787,0
2788,1
2789,1
2790,0
2791,1
2792,1
2793,1
2794,1
2795,0
2796,0
2797,1
2798,0
2799,1
2800,0
2801,1
2802,0
2803,1
2804,1
2805,0
2806,0
2807,0
2808,0
2809,1
2810,1
2811,1
2812,1
2813,1
2814,0
2815,0
2816,1
2817,1
2818,1
2819,0
2820,1
2821,1
2822,1
2823,1
2824,1
2825,0
2826,1
2827,0
2828,0
2829,0
2830,1
2831,0
2832,1
2833,0
2834,0
2835,1
2836,1
2837,1
2838,0
2839,1
2840,0
2841,0
2842,1
2843,1
2844,1
2845,1
2846,1
2847,1
2848,0
2849,0
2850,0
2851,1
2852,0
2853,1
2854,1
2855,1
2856,0
2857,1
2858,1
2859,0
2860,1
2861,1
2862,1
2863,0
2864,1
2865,1
2866,1
2867,1
2868,1
2869,1
2870,1
2871,1
2872,0
2873,0
2874,1
2875,0
2876,1
2877,1
2878,1
2879,1
2880,0
2881,1
2882,0
2883,0
2884,1
2885,1
2886,0
2887,1
2888,0
2889,1
2890,1
2891,0
2892,1
2893,0
2894,0
2895,0
2896,1
2897,1
2898,1
2899,1
2900,0
2901,1
2902,0
2903,0
2904,1
2905,1
2906,0
2907,0
2908,1
2909,1
2910,1
2911,0
2912,1
2913,0
2914,1
2915,0
2916,1
2917,0
2918,1
2919,0
2920,1
2921,0
2922,0
2923,0
2924,0
2925,1
2926,0
2927,0
2928,0
2929,1
2930,0
2931,0
2932,0
2933,1
2934,0
2935,0
2936,1
2937,0
2938,1
2939,0
2940,0
2941,0
2942,0
2943,1
2944,0
2945,1
2946,0
2947,0
2948,1
2949,1
2950,1
2951,1
2952,1
2953,0
2954,0
2955,1
2956,1
2957,0
2958,1
2959,0
2960,1
2961,1
2962,0
2963,1
2964,1
2965,0
2966,1
2967,1
2968,1
2969,1
2970,1
2971,0
2972,1
2973,1
2974,0
2975,1
2976,1
2977,1
2978,1
2979,1
2980,0
2981,1
2982,1
2983,0
2984,1
2985,1
2986,0
2987,0
2988,0
2989,1
2990,1
2991,1
2992,1
2993,0
2994,1
2995,1
2996,0
