log_id,label
162,PortScan
163,PortScan
164,BENIGN
165,PortScan
166,BENIGN
167,DDoS
168,BENIGN
169,BENIGN
170,BENIGN
171,DDoS
172,DoS Hulk
173,DDoS
174,DDoS
175,SSH-Patator
176,DoS Hulk
177,PortScan
178,DoS Hulk
179,BENIGN
180,DDoS
181,BENIGN
182,BENIGN
183,DDoS
184,BENIGN
185,FTP-Patator
186,BENIGN
187,BENIGN
188,DDoS
189,DDoS
190,DoS Hulk
191,DDoS
192,BENIGN
193,BENIGN
194,BENIGN
195,BENIGN
196,DoS Hulk
197,DDoS
198,BENIGN
199,DoS Hulk
200,PortScan
201,DDoS
202,BENIGN
203,BENIGN
204,DDoS
205,BENIGN
206,BENIGN
207,DoS Hulk
208,BENIGN
209,BENIGN
210,DoS Hulk
211,BENIGN
212,BENIGN
213,DDoS
214,BENIGN
215,SSH-Patator
216,PortScan
217,BENIGN
218,DoS Hulk
219,DoS Hulk
220,BENIGN
221,DDoS
222,BENIGN
223,BENIGN
224,DoS Hulk
225,BENIGN
226,PortScan
227,DDoS
228,BENIGN
229,DDoS
230,PortScan
231,BENIGN
232,BENIGN
233,DDoS
234,BENIGN
235,DoS Hulk
236,BENIGN
237,BENIGN
238,BENIGN
239,BENIGN
240,BENIGN
241,BENIGN
242,DDoS
243,DoS Hulk
244,SSH-Patator
245,BENIGN
246,PortScan
247,DoS Hulk
248,BENIGN
249,BENIGN
250,DDoS
251,DoS Hulk
252,BENIGN
253,BENIGN
254,DDoS
255,DDoS
256,DDoS
257,BENIGN
258,DoS Hulk
259,BENIGN
260,DDoS
261,BENIGN
262,DoS Hulk
263,BENIGN
264,DDoS
265,PortScan
266,BENIGN
267,DoS slowloris
268,DDoS
269,DoS Hulk
270,DDoS
271,DoS Hulk
272,BENIGN
273,DDoS
274,PortScan
275,BENIGN
276,DDoS
277,PortScan
278,DDoS
279,DDoS
280,DDoS
281,PortScan
282,DDoS
283,BENIGN
284,BENIGN
285,DoS Hulk
286,DDoS
287,BENIGN
288,DDoS
289,DDoS
290,PortScan
291,BENIGN
292,BENIGN
293,PortScan
294,DDoS
295,PortScan
296,DDoS
297,BENIGN
298,BENIGN
299,BENIGN
300,PortScan
301,BENIGN
302,BENIGN
303,DoS Hulk
304,DDoS
305,BENIGN
306,PortScan
307,BENIGN
308,DDoS
309,DDoS
310,BENIGN
311,BENIGN
312,PortScan
313,BENIGN
314,BENIGN
315,BENIGN
316,PortScan
317,BENIGN
318,BENIGN
319,BENIGN
320,BENIGN
321,DoS GoldenEye
322,FTP-Patator
323,DDoS
324,FTP-Patator
325,BENIGN
326,BENIGN
327,DDoS
328,DDoS
329,DDoS
330,BENIGN
331,FTP-Patator
332,BENIGN
333,PortScan
334,BENIGN
335,BENIGN
336,BENIGN
337,DoS Slowhttptest
338,BENIGN
339,DDoS
340,BENIGN
341,BENIGN
342,DoS Hulk
343,DDoS
344,DDoS
345,DoS Hulk
346,PortScan
347,DDoS
348,DoS Hulk
349,DDoS
350,BENIGN
351,DDoS
352,DoS GoldenEye
353,DDoS
354,DoS Hulk
355,BENIGN
356,DoS Hulk
357,BENIGN
358,DDoS
359,DDoS
360,PortScan
361,BENIGN
362,DoS Hulk
363,PortScan
364,BENIGN
365,DDoS
366,DDoS
367,DDoS
368,Bot
369,DDoS
370,DDoS
371,BENIGN
372,DoS Hulk
373,PortScan
374,BENIGN
375,BENIGN
376,BENIGN
377,DDoS
378,PortScan
379,BENIGN
380,DDoS
381,BENIGN
382,BENIGN
383,BENIGN
384,DoS Hulk
385,BENIGN
386,DDoS
387,PortScan
388,DDoS
389,FTP-Patator
390,PortScan
391,DoS Hulk
392,DDoS
393,BENIGN
394,DoS Hulk
395,BENIGN
396,DoS Hulk
397,DoS Hulk
398,BENIGN
399,BENIGN
400,BENIGN
401,DDoS
402,DoS Hulk
403,BENIGN
404,SSH-Patator
405,PortScan
406,DDoS
407,DDoS
408,DDoS
409,BENIGN
410,DDoS
411,BENIGN
412,BENIGN
413,DoS Hulk
414,BENIGN
415,DoS slowloris
416,DoS Hulk
417,PortScan
418,PortScan
419,DoS Hulk
420,DoS Hulk
421,PortScan
422,BENIGN
423,BENIGN
424,PortScan
425,DoS Hulk
426,DDoS
427,DDoS
428,DDoS
429,BENIGN
430,DDoS
431,BENIGN
432,BENIGN
433,DDoS
434,BENIGN
435,DDoS
436,DoS Hulk
437,DoS Hulk
438,BENIGN
439,PortScan
440,DoS Hulk
441,BENIGN
442,DoS GoldenEye
443,BENIGN
444,DoS Hulk
445,BENIGN
446,DoS Hulk
447,DoS Hulk
448,DoS Hulk
449,BENIGN
450,DDoS
451,PortScan
452,PortScan
453,PortScan
454,BENIGN
455,DDoS
456,DDoS
457,BENIGN
458,BENIGN
459,DDoS
460,DDoS
461,BENIGN
462,BENIGN
463,DoS slowloris
464,BENIGN
465,PortScan
466,BENIGN
467,DDoS
468,BENIGN
469,DDoS
470,PortScan
471,BENIGN
472,DoS GoldenEye
473,DoS Hulk
474,DoS Hulk
475,DDoS
476,DDoS
477,BENIGN
478,BENIGN
479,DDoS
480,Bot
481,DDoS
482,DoS Hulk
483,BENIGN
484,DoS Hulk
485,PortScan
486,FTP-Patator
487,PortScan
488,DoS slowloris
489,DoS Hulk
490,BENIGN
491,BENIGN
492,BENIGN
493,BENIGN
494,DDoS
495,BENIGN
496,DoS Hulk
497,DDoS
498,DDoS
499,DoS Hulk
500,BENIGN
501,PortScan
502,DoS Hulk
503,DDoS
504,PortScan
505,BENIGN
506,BENIGN
507,DDoS
508,PortScan
509,BENIGN
510,BENIGN
511,BENIGN
512,PortScan
513,BENIGN
514,DoS Hulk
515,PortScan
516,BENIGN
517,DDoS
518,DDoS
519,BENIGN
520,BENIGN
521,BENIGN
522,BENIGN
523,DoS Hulk
524,DDoS
525,DDoS
526,Web Attack � Brute Force
527,BENIGN
528,BENIGN
529,DoS GoldenEye
530,BENIGN
531,DoS Hulk
532,PortScan
533,BENIGN
534,BENIGN
535,BENIGN
536,BENIGN
537,PortScan
538,PortScan
539,DoS Hulk
540,PortScan
541,BENIGN
542,BENIGN
543,BENIGN
544,DDoS
545,Web Attack � Brute Force
546,DDoS
547,BENIGN
548,PortScan
549,PortScan
550,BENIGN
551,BENIGN
552,PortScan
553,BENIGN
554,DDoS
555,DDoS
556,DDoS
557,DoS Hulk
558,DDoS
559,BENIGN
560,PortScan
561,BENIGN
562,DDoS
563,BENIGN
564,DoS Hulk
565,DDoS
566,DDoS
567,BENIGN
568,DDoS
569,DDoS
570,DDoS
571,BENIGN
572,BENIGN
573,PortScan
574,BENIGN
575,BENIGN
576,BENIGN
577,DDoS
578,BENIGN
579,PortScan
580,DoS Hulk
581,PortScan
582,DDoS
583,DoS Hulk
584,DDoS
585,DoS Slowhttptest
586,BENIGN
587,BENIGN
588,DoS Hulk
589,DDoS
590,BENIGN
591,DDoS
592,DDoS
593,PortScan
594,DDoS
595,DDoS
596,DoS Hulk
597,PortScan
598,BENIGN
599,DoS Hulk
600,DDoS
601,DoS Slowhttptest
602,BENIGN
603,DDoS
604,DoS Hulk
605,BENIGN
606,BENIGN
607,BENIGN
608,PortScan
609,BENIGN
610,PortScan
611,BENIGN
612,BENIGN
613,PortScan
614,BENIGN
615,BENIGN
616,BENIGN
617,DoS Hulk
618,DDoS
619,BENIGN
620,DoS Hulk
621,DoS Hulk
622,DoS Hulk
623,BENIGN
624,BENIGN
625,BENIGN
626,BENIGN
627,PortScan
628,BENIGN
629,BENIGN
630,BENIGN
631,DDoS
632,DoS Hulk
633,BENIGN
634,DDoS
635,DDoS
636,BENIGN
637,BENIGN
638,BENIGN
639,BENIGN
640,DoS Hulk
641,PortScan
642,DoS GoldenEye
643,DoS Hulk
644,PortScan
645,DoS Hulk
646,DDoS
647,BENIGN
648,DoS GoldenEye
649,PortScan
650,BENIGN
651,DoS Hulk
652,DoS Hulk
653,DDoS
654,BENIGN
655,DDoS
656,PortScan
657,PortScan
658,BENIGN
659,DDoS
660,DoS Hulk
661,DoS Hulk
662,PortScan
663,BENIGN
664,BENIGN
665,BENIGN
666,DoS Hulk
667,BENIGN
668,DoS Hulk
669,DDoS
670,BENIGN
671,DoS Hulk
672,DoS Hulk
673,BENIGN
674,DoS Hulk
675,DDoS
676,PortScan
677,DDoS
678,DDoS
679,DDoS
680,BENIGN
681,PortScan
682,DoS Hulk
683,PortScan
684,DDoS
685,PortScan
686,FTP-Patator
687,BENIGN
688,DoS slowloris
689,PortScan
690,DDoS
691,SSH-Patator
692,PortScan
693,BENIGN
694,DDoS
695,DDoS
696,BENIGN
697,BENIGN
698,PortScan
699,BENIGN
700,DDoS
701,DoS Hulk
702,DDoS
703,DoS slowloris
704,DoS Hulk
705,BENIGN
706,BENIGN
707,FTP-Patator
708,BENIGN
709,BENIGN
710,BENIGN
711,BENIGN
712,BENIGN
713,BENIGN
714,DDoS
715,DDoS
716,BENIGN
717,BENIGN
718,DDoS
719,BENIGN
720,DDoS
721,BENIGN
722,BENIGN
723,BENIGN
724,DDoS
725,PortScan
726,PortScan
727,BENIGN
728,BENIGN
729,PortScan
730,BENIGN
731,PortScan
732,BENIGN
733,DoS Hulk
734,DDoS
735,DoS Hulk
736,DoS Hulk
737,DoS Slowhttptest
738,DoS Hulk
739,BENIGN
740,BENIGN
741,DDoS
742,PortScan
743,BENIGN
744,BENIGN
745,BENIGN
746,DoS Hulk
747,BENIGN
748,DoS Hulk
749,DoS slowloris
750,SSH-Patator
751,DDoS
752,DoS Hulk
753,DoS Hulk
754,PortScan
755,PortScan
756,BENIGN
757,PortScan
758,BENIGN
759,BENIGN
760,BENIGN
761,DDoS
762,FTP-Patator
763,BENIGN
764,DDoS
765,BENIGN
766,PortScan
767,PortScan
768,DoS GoldenEye
769,DDoS
770,DDoS
771,BENIGN
772,DoS slowloris
773,PortScan
774,BENIGN
775,DDoS
776,DoS Slowhttptest
777,DoS Hulk
778,BENIGN
779,DDoS
780,DDoS
781,BENIGN
782,BENIGN
783,PortScan
784,DDoS
785,BENIGN
786,DoS Hulk
787,DoS Hulk
788,BENIGN
789,DoS GoldenEye
790,BENIGN
791,DDoS
792,DoS Hulk
793,PortScan
794,BENIGN
795,BENIGN
796,BENIGN
797,BENIGN
798,DDoS
799,BENIGN
800,PortScan
801,DoS GoldenEye
802,BENIGN
803,PortScan
804,DDoS
805,DoS GoldenEye
806,DoS Hulk
807,PortScan
808,FTP-Patator
809,BENIGN
810,Web Attack � Brute Force
811,DDoS
812,Web Attack � Brute Force
813,DoS Hulk
814,BENIGN
815,BENIGN
816,BENIGN
817,DDoS
818,Web Attack � Brute Force
819,BENIGN
820,BENIGN
821,DDoS
822,PortScan
823,DDoS
824,BENIGN
825,DDoS
826,BENIGN
827,BENIGN
828,BENIGN
829,DoS Hulk
830,DoS Hulk
831,BENIGN
832,DDoS
833,DoS Hulk
834,DDoS
835,DDoS
836,FTP-Patator
837,BENIGN
838,DoS Hulk
839,DoS Slowhttptest
840,BENIGN
841,BENIGN
842,DoS Hulk
843,DDoS
844,BENIGN
845,DoS Hulk
846,DDoS
847,DDoS
848,DoS Hulk
849,DoS Hulk
850,BENIGN
851,BENIGN
852,PortScan
853,DDoS
854,BENIGN
855,DDoS
856,DDoS
857,DDoS
858,DoS Hulk
859,BENIGN
860,DDoS
861,BENIGN
862,BENIGN
863,DDoS
864,BENIGN
865,BENIGN
866,BENIGN
867,DoS Slowhttptest
868,FTP-Patator
869,BENIGN
870,BENIGN
871,BENIGN
872,BENIGN
873,DoS Hulk
874,DDoS
875,DDoS
876,BENIGN
877,DDoS
878,DDoS
879,BENIGN
880,DoS Hulk
881,BENIGN
882,PortScan
883,BENIGN
884,DDoS
885,PortScan
886,DoS Hulk
887,DoS Hulk
888,BENIGN
889,PortScan
890,PortScan
891,DoS Hulk
892,BENIGN
893,DDoS
894,DoS GoldenEye
895,BENIGN
896,DoS Hulk
897,BENIGN
898,BENIGN
899,DoS GoldenEye
900,BENIGN
901,BENIGN
902,PortScan
903,DDoS
904,DoS Hulk
905,PortScan
906,DDoS
907,PortScan
908,BENIGN
909,PortScan
910,DoS Slowhttptest
911,BENIGN
912,BENIGN
913,FTP-Patator
914,BENIGN
915,BENIGN
916,BENIGN
917,BENIGN
918,BENIGN
919,DoS Hulk
920,DoS Hulk
921,BENIGN
922,PortScan
923,DDoS
924,BENIGN
925,DoS Hulk
926,DoS slowloris
927,DDoS
928,BENIGN
929,BENIGN
930,Bot
931,DDoS
932,Web Attack � Brute Force
933,DDoS
934,DoS Hulk
935,DDoS
936,DoS Hulk
937,PortScan
938,DDoS
939,DoS Hulk
940,DDoS
941,DoS Hulk
942,DDoS
943,DoS Hulk
944,PortScan
945,DDoS
946,BENIGN
947,DDoS
948,PortScan
949,Web Attack � Brute Force
950,DoS Hulk
951,DoS Hulk
952,DDoS
953,DoS Slowhttptest
954,DDoS
955,BENIGN
956,BENIGN
957,Web Attack � Brute Force
958,DDoS
959,PortScan
960,BENIGN
961,PortScan
962,BENIGN
963,BENIGN
964,BENIGN
965,BENIGN
966,DDoS
967,DDoS
968,PortScan
969,BENIGN
970,BENIGN
971,PortScan
972,BENIGN
973,PortScan
974,BENIGN
975,BENIGN
976,BENIGN
977,DDoS
978,BENIGN
979,PortScan
980,DDoS
981,BENIGN
982,FTP-Patator
983,PortScan
984,BENIGN
985,BENIGN
986,BENIGN
987,BENIGN
988,DDoS
989,DoS Hulk
990,DoS GoldenEye
991,DDoS
992,PortScan
993,DoS slowloris
994,DDoS
995,BENIGN
996,BENIGN
997,BENIGN
998,DDoS
999,BENIGN
1000,DDoS
1001,DoS Hulk
1002,FTP-Patator
1003,DDoS
1004,BENIGN
1005,DoS Hulk
1006,DoS Hulk
1007,DDoS
1008,BENIGN
1009,FTP-Patator
1010,BENIGN
1011,BENIGN
1012,DDoS
1013,BENIGN
1014,BENIGN
1015,BENIGN
1016,PortScan
1017,BENIGN
1018,PortScan
1019,DDoS
1020,DDoS
1021,BENIGN
1022,BENIGN
1023,DDoS
1024,BENIGN
1025,BENIGN
1026,SSH-Patator
1027,BENIGN
1028,BENIGN
1029,DDoS
1030,BENIGN
1031,BENIGN
1032,BENIGN
1033,BENIGN
1034,DDoS
1035,DoS Hulk
1036,BENIGN
1037,DDoS
1038,DDoS
1039,DDoS
1040,DoS Slowhttptest
1041,BENIGN
1042,DoS Hulk
1043,DoS Hulk
1044,DDoS
1045,BENIGN
1046,DDoS
1047,BENIGN
1048,DoS Hulk
1049,BENIGN
1050,DoS Hulk
1051,FTP-Patator
1052,DoS Hulk
1053,BENIGN
1054,BENIGN
1055,PortScan
1056,DoS GoldenEye
1057,DoS Hulk
1058,BENIGN
1059,BENIGN
1060,DDoS
1061,DDoS
1062,BENIGN
1063,BENIGN
1064,DoS Hulk
1065,DoS GoldenEye
1066,DDoS
1067,BENIGN
1068,BENIGN
1069,DDoS
1070,BENIGN
1071,PortScan
1072,PortScan
1073,PortScan
1074,DDoS
1075,BENIGN
1076,DDoS
1077,DDoS
1078,DoS Hulk
1079,DoS Hulk
1080,BENIGN
1081,BENIGN
1082,DDoS
1083,BENIGN
1084,BENIGN
1085,BENIGN
1086,BENIGN
1087,DoS Hulk
1088,BENIGN
1089,DoS Hulk
1090,PortScan
1091,DoS Hulk
1092,FTP-Patator
1093,BENIGN
1094,BENIGN
1095,BENIGN
1096,DoS Hulk
1097,DDoS
1098,DoS Hulk
1099,BENIGN
1100,BENIGN
1101,DoS Hulk
1102,DDoS
1103,DoS Hulk
1104,BENIGN
1105,DDoS
1106,DoS Hulk
1107,PortScan
1108,DoS Hulk
1109,BENIGN
1110,BENIGN
1111,BENIGN
1112,BENIGN
1113,BENIGN
1114,DDoS
1115,DDoS
1116,BENIGN
1117,BENIGN
1118,DDoS
1119,BENIGN
1120,DoS Hulk
1121,PortScan
1122,BENIGN
1123,DoS Hulk
1124,DDoS
1125,BENIGN
1126,BENIGN
1127,DDoS
1128,PortScan
1129,DoS Hulk
1130,BENIGN
1131,DDoS
1132,BENIGN
1133,DDoS
1134,DoS Hulk
1135,DDoS
1136,DoS slowloris
1137,PortScan
1138,BENIGN
1139,DDoS
1140,DoS Hulk
1141,PortScan
1142,DoS Slowhttptest
1143,BENIGN
1144,DDoS
1145,PortScan
1146,DDoS
1147,BENIGN
1148,BENIGN
1149,PortScan
1150,BENIGN
1151,DDoS
1152,DDoS
1153,BENIGN
1154,BENIGN
1155,DDoS
1156,DoS Hulk
1157,DDoS
1158,DoS Hulk
1159,BENIGN
1160,DoS Hulk
1161,BENIGN
1162,DoS GoldenEye
1163,BENIGN
1164,BENIGN
1165,DDoS
1166,DoS Hulk
1167,DoS GoldenEye
1168,BENIGN
1169,DDoS
1170,PortScan
1171,BENIGN
1172,DoS Hulk
1173,DoS Hulk
1174,DoS Hulk
1175,PortScan
1176,Bot
1177,DoS slowloris
1178,BENIGN
1179,DoS Hulk
1180,PortScan
1181,BENIGN
1182,BENIGN
1183,BENIGN
1184,BENIGN
1185,DDoS
1186,DoS Hulk
1187,BENIGN
1188,DoS Slowhttptest
1189,DDoS
1190,PortScan
1191,DDoS
1192,BENIGN
1193,BENIGN
1194,DDoS
1195,FTP-Patator
1196,DoS Hulk
1197,BENIGN
1198,DoS Hulk
1199,PortScan
1200,DoS Hulk
1201,BENIGN
1202,DoS Hulk
1203,DDoS
1204,BENIGN
1205,BENIGN
1206,BENIGN
1207,DDoS
1208,BENIGN
1209,BENIGN
1210,DDoS
1211,DDoS
1212,BENIGN
1213,BENIGN
1214,BENIGN
1215,BENIGN
1216,DDoS
1217,BENIGN
1218,Web Attack � Brute Force
1219,DDoS
1220,DoS GoldenEye
1221,PortScan
1222,BENIGN
1223,PortScan
1224,DDoS
1225,DoS Hulk
1226,FTP-Patator
1227,DDoS
1228,Web Attack � Brute Force
1229,BENIGN
1230,PortScan
1231,BENIGN
1232,SSH-Patator
1233,PortScan
1234,BENIGN
1235,BENIGN
1236,BENIGN
1237,PortScan
1238,PortScan
1239,DDoS
1240,DoS Hulk
1241,PortScan
1242,FTP-Patator
1243,PortScan
1244,BENIGN
1245,BENIGN
1246,PortScan
1247,Web Attack � Brute Force
1248,DoS Hulk
1249,BENIGN
1250,BENIGN
1251,BENIGN
1252,DoS Hulk
1253,DoS Hulk
1254,BENIGN
1255,DoS Hulk
1256,BENIGN
1257,BENIGN
1258,PortScan
1259,DDoS
1260,DoS slowloris
1261,BENIGN
1262,PortScan
1263,BENIGN
1264,DoS Hulk
1265,DoS Hulk
1266,DoS Hulk
1267,DoS Slowhttptest
1268,BENIGN
1269,BENIGN
1270,DoS Hulk
1271,BENIGN
1272,BENIGN
1273,BENIGN
1274,SSH-Patator
1275,DDoS
1276,BENIGN
1277,BENIGN
1278,BENIGN
1279,DoS Hulk
1280,DDoS
1281,PortScan
1282,BENIGN
1283,DoS slowloris
1284,DDoS
1285,BENIGN
1286,BENIGN
1287,BENIGN
1288,DDoS
1289,DoS Hulk
1290,DoS Hulk
1291,DoS Hulk
1292,DoS Hulk
1293,BENIGN
1294,BENIGN
1295,DoS Hulk
1296,DoS Hulk
1297,DDoS
1298,DoS Hulk
1299,BENIGN
1300,BENIGN
1301,DoS Slowhttptest
1302,BENIGN
1303,BENIGN
1304,DDoS
1305,BENIGN
1306,DoS Hulk
1307,DoS Hulk
1308,BENIGN
1309,BENIGN
1310,BENIGN
1311,PortScan
1312,PortScan
1313,DoS Hulk
1314,PortScan
1315,BENIGN
1316,DDoS
1317,PortScan
1318,DoS Hulk
1319,PortScan
1320,BENIGN
1321,BENIGN
1322,DDoS
1323,BENIGN
1324,BENIGN
1325,DDoS
1326,DDoS
1327,BENIGN
1328,BENIGN
1329,DoS Slowhttptest
1330,DoS Hulk
1331,DoS Hulk
1332,DoS Hulk
1333,DDoS
1334,BENIGN
1335,DoS Hulk
1336,PortScan
1337,DDoS
1338,PortScan
1339,BENIGN
1340,BENIGN
1341,BENIGN
1342,BENIGN
1343,DoS Hulk
1344,PortScan
1345,DoS Hulk
1346,DoS Hulk
1347,DDoS
1348,DoS Hulk
1349,BENIGN
1350,DDoS
1351,BENIGN
1352,BENIGN
1353,BENIGN
1354,DoS Hulk
1355,BENIGN
1356,DDoS
1357,BENIGN
1358,DoS Hulk
1359,DoS Hulk
1360,BENIGN
1361,BENIGN
1362,DDoS
1363,DDoS
1364,BENIGN
1365,DoS Hulk
1366,BENIGN
1367,PortScan
1368,PortScan
1369,DoS Hulk
1370,DDoS
1371,DoS Hulk
1372,PortScan
1373,BENIGN
1374,BENIGN
1375,DoS Hulk
1376,DoS Hulk
1377,DoS Hulk
1378,DDoS
1379,DDoS
1380,DDoS
1381,BENIGN
1382,DoS Hulk
1383,DDoS
1384,DoS Hulk
1385,BENIGN
1386,BENIGN
1387,BENIGN
1388,BENIGN
1389,DoS Hulk
1390,BENIGN
1391,DDoS
1392,PortScan
1393,DDoS
1394,DDoS
1395,DDoS
1396,PortScan
1397,DDoS
1398,BENIGN
1399,DoS Hulk
1400,BENIGN
1401,BENIGN
1402,DoS Hulk
1403,PortScan
1404,BENIGN
1405,BENIGN
1406,PortScan
1407,DoS Hulk
1408,Web Attack � Brute Force
1409,BENIGN
1410,DDoS
1411,DoS GoldenEye
1412,DoS Hulk
1413,PortScan
1414,DDoS
1415,DDoS
1416,BENIGN
1417,DoS Hulk
1418,DoS slowloris
1419,PortScan
1420,BENIGN
1421,BENIGN
1422,BENIGN
1423,DDoS
1424,DoS Hulk
1425,PortScan
1426,BENIGN
1427,BENIGN
1428,BENIGN
1429,DoS Hulk
1430,BENIGN
1431,BENIGN
1432,PortScan
1433,PortScan
1434,BENIGN
1435,BENIGN
1436,DDoS
1437,DDoS
1438,BENIGN
1439,BENIGN
1440,DDoS
1441,DoS Hulk
1442,BENIGN
1443,BENIGN
1444,DoS Hulk
1445,DDoS
1446,DDoS
1447,BENIGN
1448,BENIGN
1449,DDoS
1450,BENIGN
1451,BENIGN
1452,DoS Hulk
1453,BENIGN
1454,Web Attack � Brute Force
1455,DoS Hulk
1456,BENIGN
1457,DoS Hulk
1458,PortScan
1459,BENIGN
1460,DoS Hulk
1461,BENIGN
1462,BENIGN
1463,DDoS
1464,DDoS
1465,BENIGN
1466,DoS slowloris
1467,PortScan
1468,BENIGN
1469,DDoS
1470,SSH-Patator
1471,BENIGN
1472,DDoS
1473,DDoS
1474,BENIGN
1475,DoS GoldenEye
1476,DoS Hulk
1477,PortScan
1478,DDoS
1479,PortScan
1480,DoS Hulk
1481,PortScan
1482,BENIGN
1483,DoS Hulk
1484,DoS Hulk
1485,DDoS
1486,DoS Hulk
1487,BENIGN
1488,BENIGN
1489,BENIGN
1490,DoS Slowhttptest
1491,DoS Hulk
1492,DoS Hulk
1493,BENIGN
1494,DoS Hulk
1495,DDoS
1496,DDoS
1497,DoS Slowhttptest
1498,PortScan
1499,DDoS
1500,DDoS
1501,PortScan
1502,DDoS
1503,DDoS
1504,BENIGN
1505,BENIGN
1506,DoS GoldenEye
1507,PortScan
1508,BENIGN
1509,BENIGN
1510,BENIGN
1511,DDoS
1512,BENIGN
1513,DDoS
1514,DoS Hulk
1515,PortScan
1516,BENIGN
1517,BENIGN
1518,DDoS
1519,DDoS
1520,DDoS
1521,FTP-Patator
1522,DDoS
1523,BENIGN
1524,PortScan
1525,PortScan
1526,BENIGN
1527,BENIGN
1528,BENIGN
1529,BENIGN
1530,DoS Hulk
1531,BENIGN
1532,PortScan
1533,BENIGN
1534,BENIGN
1535,DDoS
1536,BENIGN
1537,PortScan
1538,BENIGN
1539,PortScan
1540,DDoS
1541,BENIGN
1542,BENIGN
1543,DDoS
1544,BENIGN
1545,DDoS
1546,BENIGN
1547,BENIGN
1548,PortScan
1549,DDoS
1550,BENIGN
1551,BENIGN
1552,PortScan
1553,BENIGN
1554,BENIGN
1555,DoS Hulk
1556,DDoS
1557,BENIGN
1558,BENIGN
1559,DoS Hulk
1560,BENIGN
1561,PortScan
1562,DoS Hulk
1563,BENIGN
1564,PortScan
1565,DDoS
1566,DDoS
1567,DoS GoldenEye
1568,DDoS
1569,BENIGN
1570,DoS Hulk
1571,BENIGN
1572,BENIGN
1573,BENIGN
1574,DoS Hulk
1575,DDoS
1576,BENIGN
1577,DDoS
1578,PortScan
1579,BENIGN
1580,BENIGN
1581,DDoS
1582,DDoS
1583,BENIGN
1584,DoS Hulk
1585,BENIGN
1586,DDoS
1587,BENIGN
1588,BENIGN
1589,DoS Hulk
1590,DoS Hulk
1591,PortScan
1592,DoS Hulk
1593,BENIGN
1594,BENIGN
1595,BENIGN
1596,BENIGN
1597,BENIGN
1598,BENIGN
1599,BENIGN
1600,BENIGN
1601,BENIGN
1602,BENIGN
1603,BENIGN
1604,PortScan
1605,BENIGN
1606,BENIGN
1607,BENIGN
1608,DDoS
1609,DoS Hulk
1610,BENIGN
1611,PortScan
1612,DDoS
1613,DDoS
1614,BENIGN
1615,PortScan
1616,DDoS
1617,BENIGN
1618,DDoS
1619,DoS Hulk
1620,DoS Hulk
1621,BENIGN
1622,SSH-Patator
1623,BENIGN
1624,BENIGN
1625,BENIGN
1626,DDoS
1627,DoS Hulk
