lof_score,is_anomaly
1.0,False
1.0,False
95596315.84523459,True
95596315.84523459,True
95596315.84523459,True
1.0,False
1.0,False
95596315.84523459,True
1.0550883652432221,False
198996411.68212098,True
1.0,False
1.0,False
45522055.636828505,True
198996411.68212098,True
45522055.636828505,True
198996411.68212098,True
1.0,False
1.0,False
45522055.636828505,True
341415411.07226646,True
60154144.62086272,True
1.0,False
1.0,False
66657295.36906409,True
66657295.36906409,True
341415411.07226646,True
1.0,False
1.0,False
60154144.62086272,True
375556952.07949317,True
70234028.14779305,True
79988754.24470875,True
1.0,False
1.0,False
79988754.24470875,True
375556952.07949317,True
1.0,False
1.0,False
375556952.07949317,True
424818318.42665464,True
1.0,False
1.0,False
310688024.0851655,True
310688024.0851655,True
100798836.28716914,True
1.0,False
1.0,False
100798836.28716914,True
88442850.00855784,True
124860493.84155488,True
88442850.00855784,True
1.0,False
1.0,False
106651671.99708445,True
106651671.99708445,True
1.0,False
124860493.84155488,True
1.0,False
1.1566159456562297,False
1.4792568860657034,False
1.1566159456562297,False
1.0,False
1.0,False
1.2100060314565977,False
1.2100060314565977,False
1.2100060314565977,False
1.2100060314565977,False
1.0,False
1.0,False
1.4792568860657034,False
46822685.76760312,True
1.0,False
1.0,False
60804460.649881266,True
46822685.76760312,True
50724576.23573671,True
50724576.23573671,True
1.0,False
1.0,False
50724576.23573671,True
111854192.50978696,True
1.0,False
1.0,False
111854192.50978696,True
111854192.50978696,True
1.0,False
1.0,False
261426658.61705786,True
60154144.62086272,True
1.0,False
1.0,False
60154144.62086272,True
208751137.37035754,True
249720986.69210997,True
208751137.37035754,True
66657295.36906409,True
1.0,False
1.0,False
66657295.36906409,True
28776442.84908553,False
1.0,False
1.0,False
27313233.890657444,False
27313233.890657444,False
93645370.54982163,True
1.0,False
1.0,False
28776442.84908553,False
93645370.54982163,True
117056713.08727702,True
114455452.76701924,True
1.0,False
1.0,False
114455452.76701924,True
114455452.76701924,True
2.423061661026771,False
2.423061661026771,False
1.0,False
1.0,False
114455452.76701924,True
12681144.802684179,False
1.0,False
1.0,False
273132329.0578131,True
12681144.802684179,False
2.4966480033564613,False
2.4966480033564613,False
1.0,False
1.0,False
273132329.0578131,True
12681144.802684179,False
12681144.802684179,False
12681144.802684179,False
81939699.4376142,True
1.0,False
1.0,False
81939699.4376142,True
289715363.72132313,True
1.0,False
1.0,False
72184973.3438506,True
443840034.09394634,True
58528356.95738852,True
1.0,False
1.0,False
65031507.70820947,True
65031507.70820947,True
1.0,False
1.0,False
65031507.70820947,True
65031507.70820947,True
1.0888888885883066,False
1.0,False
1.0,False
91206689.06513879,True
61779932.34641018,True
1.242272725030789,False
1.242272725030789,False
61779932.34641018,True
1.242272725030789,False
91206689.06513879,True
1.242272725030789,False
87792535.14358278,True
1.0,False
1.0,False
117056713.39144365,True
1.0888888885883066,False
87792535.14358278,True
79988754.24470875,True
1.9161897417864657,False
1.9161897417864657,False
235007608.38935542,True
1.0,False
1.0,False
235007608.38935542,True
1.0,False
1.0,False
79988754.24470875,True
79988754.24470875,True
1.0,False
1.0,False
321905959.19754875,True
79663596.61035809,True
1.0,False
1.0,False
321905959.19754875,True
79663596.61035809,True
93320213.1207052,True
93320213.1207052,True
122909548.66131,True
1.0,False
1.0,False
1.8368344133641792,False
122909548.66131,True
99498206.13534622,True
2443840939.390867,True
2443840939.390867,True
82915174.28311361,True
120958603.97403426,True
1.0,False
1.0,False
272450891.9146096,True
272450891.9146096,True
329222003.81162095,True
1.0,False
1.0,False
1.516430317891012,False
302396507.2414148,True
1.0,False
0.9720017294068756,False
0.9720017294068756,False
0.9798514346261227,False
0.9804347828703108,False
0.9798514346261227,False
1.0,False
0.9720017294068756,False
0.9579578398346206,False
0.9720017294068756,False
0.9804347828703108,False
1.0307092902906108,False
1.0307092902906108,False
1.0,False
1.0,False
0.9798514346261227,False
0.9804347828703108,False
1.10173406505654,False
1.10173406505654,False
1.0,False
1.0,False
119983130.87388131,True
119983130.87388131,True
1.0,False
1.0,False
329222004.07265747,True
96571788.34239228,True
1.0,False
1.0,False
193143576.43918943,True
66332137.75634803,True
76086863.86022271,True
76086863.86022271,True
193143576.43918943,True
1.0,False
1.0,False
193143576.43918943,True
1.0,False
1.0,False
119983130.87388131,True
119983130.87388131,True
338976729.5752117,True
1.0,False
1.0,False
96571788.34239228,True
477981575.10117304,True
118032185.53196025,True
1.0,False
1.0,False
153799514.32952398,True
153799514.32952398,True
153799514.32952398,True
1.0,False
1.0,False
153799514.32952398,True
0.9865112449052417,False
208263401.19600555,True
1.0,False
1.0,False
72835288.42682034,True
72835288.42682034,True
177536014.1785621,True
208263401.19600555,True
177536014.1785621,True
1.0,False
1.0,False
86491904.95059915,True
86491904.95059915,True
1.0,False
1.0,False
150222781.4786722,True
150222781.4786722,True
150222781.4786722,True
1.0,False
1.0,False
150222781.4786722,True
104051800.05341563,True
1.0,False
1.0,False
56902569.29409568,True
63405720.047706604,True
286077134.4295597,True
56902569.29409568,True
63405720.047706604,True
1.0,False
1.0,False
63405720.047706604,True
63405720.047706604,True
302884243.37026453,True
1.0,False
1.0,False
70234028.14779305,True
302884243.37026453,True
70234028.14779305,True
1.0,False
1.0,False
79988754.24470875,True
79988754.24470875,True
336538048.0782109,True
1.0,False
1.0,False
97547260.96295524,True
336538048.0782109,True
97547260.96295524,True
1.0,False
1.0,False
314589914.53724056,True
314589914.53724056,True
126811439.1168418,True
117056713.08727702,True
1.0,False
1.0,False
119007658.24908379,True
110228404.78275795,True
110228404.78275795,True
1.0,False
1.0,False
93645370.54982163,True
1.5185714261016678,False
70559185.78258988,True
1.5185714261016678,False
1.0,False
1.0,False
39018904.88825903,True
94458264.40373024,True
1.1992391291387512,False
94458264.40373024,True
39018904.88825903,True
1.5185714261016678,False
1.1992391291387512,False
1.0,False
1.0,False
86491905.08511016,True
146646048.62888962,True
1.0,False
1.0,False
477981575.10117304,True
110878719.81696531,True
1.0,False
477981575.10117304,True
110878719.81696531,True
1.0,False
146646048.62888962,True
22435871.50037532,False
1.0,False
1.0,False
31052546.13333144,False
20159768.599612616,False
1.0,False
31052546.13333144,False
20159768.599612616,False
1.0,False
22435871.50037532,False
22435871.50037532,False
1.0,False
1.0,False
97872418.57026592,True
97872418.57026592,True
97872418.57026592,True
1.0,False
1.0,False
97872418.57026592,True
208263401.19600555,True
1.0,False
1.0,False
83240329.48813204,True
83240329.48813204,True
177536014.1785621,True
208263401.19600555,True
177536014.1785621,True
1.0,False
1.0,False
101449151.48709843,True
101449151.48709843,True
1.0,False
1.0,False
117056713.08727702,True
117056713.08727702,True
443840034.09394634,True
1.0,False
1.0,False
93645370.54982163,True
2.3349309921778554,False
72266264.0332057,True
1.0,False
1.0,False
97303394.7754187,True
97303394.7754187,True
1.0,False
1.0,False
1.3826432565032691,False
1.3826432565032691,False
97303394.7754187,True
61779932.42255998,True
1.0,False
1.0,False
2.235274438462951,False
2.365861548977271,False
1.0,False
1.0,False
54870334.73977367,True
2.365861548977271,False
54870334.73977367,True
61779932.42255998,True
50399419.08789356,True
1.0,False
1.0,False
1.3513673553457726,False
44871740.881802,True
49261367.57798727,True
1.0,False
1.5099493909563322,False
1.0,False
1.5664817061719964,False
1.0,False
1.0,False
1.1503771480151481,False
1.0,False
1.0,False
1.1503771480151481,False
0.9801768596146738,False
0.9801768596146738,False
0.9801768596146738,False
1.1380976109497491,False
55601939.42207211,True
0.9801768596146738,False
57065148.08190267,True
0.9801768596146738,False
1.2515624774366891,False
1.3072528390164126,False
1.0842751267454833,False
1.1334260604922308,False
8.813333695893709,False
1.1334260604922308,False
1.0089576189011702,False
8.813389320060846,False
1.0734725065540456,False
1.0,False
2.8199289536706673,False
1.20938209234139,False
1.0184341982297784,False
1.0,False
0.9801768596146738,False
0.9801768596146738,False
1.4623541298829363,False
0.9801768596146738,False
0.9801768596146738,False
1.0705882340171216,False
1.0070707068154927,False
1.0418160065204811,False
0.9888313536171365,False
1.0,False
1.0081109268909132,False
100.38325054249614,False
3.87962795551947,False
2.5639761583907026,False
2.5639761583907026,False
2.5639761583907026,False
2.5639761583907026,False
1.9755153052070245,False
1.0705882340171216,False
0.9871328235174005,False
29264179.006194226,False
1.1705882309416893,False
1.0,False
24386816.00516186,False
0.9976808208194591,False
1.0705882340171216,False
1.0724931852163686,False
1.056765428549436,False
1.5390228910025,False
2.4990700678459694,False
1.0817544443082077,False
0.9871328235174005,False
1.0070707068154927,False
1.1885683714040123,False
1.0070707068154927,False
1.157499994348894,False
1.0353095504271996,False
1.2396043819905453,False
0.9976808208194591,False
1.0559151862048894,False
1.1734708242874219,False
1.8313234348658576,False
0.8647058853571578,False
0.9871328235174005,False
0.9996367123863912,False
1.1705882309416893,False
0.9824468084761001,False
0.9999999999999998,False
1.1885683714040123,False
1.3252891610021336,False
1.157499994348894,False
0.9824468084761001,False
1.0954071002159518,False
0.9996367123863912,False
0.9996367123863912,False
1.0070707068154927,False
1.0000000000000007,False
1.1885683714040123,False
1.003709335592182,False
1.165924835442583,False
1.0037092398471446,False
1.157499994348894,False
0.9996367123863912,False
1.0724931852163686,False
1.0097306674683608,False
24386816.00516186,False
1.0,False
0.9999999999999998,False
15038537.260718811,False
1.5390228910025,False
15038537.260718811,False
1.4490104704016065,False
24386816.00516186,False
1.157499994348894,False
1.1404040454358602,False
0.9990312330303764,False
1.0,False
0.9871328235174005,False
1.7889815462866419,False
0.9824468084761001,False
1.1467977572790722,False
1.1423731152704604,False
1.1423731152704604,False
2.0483915501817846,False
1.449391954329146,False
1.387053128261833,False
1.3189404923169534,False
1.3221289266943523,False
1.3422828204875965,False
1.333278924847947,False
1.127742231145175,False
1.061473494871322,False
1.1705882309416893,False
1.7741384192689171,False
2.050813045042526,False
15038537.260718811,False
0.9996367123863912,False
0.9996367123863912,False
1.0096727079531855,False
1.00968557040505,False
1.0098480581759026,False
1.2396043819905453,False
29264179.006194226,False
5.805599005051984,False
1.0817544443082077,False
1.1885683714040123,False
1.0037771788749221,False
1.0037789253877683,False
1.0559151862048894,False
0.9871328235174005,False
1.0353095504271996,False
24386816.00516186,False
0.9824468084761001,False
1.0096855686972073,False
1.7406240550410836,False
4.135479964820749,False
1.0070707068154927,False
2.4622390042210385,False
4.135479964820749,False
5.805599005051984,False
1.1705882309416893,False
0.9849326387889257,False
1.0705882340171216,False
29264179.006194226,False
0.9976808208194591,False
1.0724931852163686,False
1.1885683714040123,False
4.135479964820749,False
1.0070707068154927,False
1.056765428549436,False
1.0817544443082077,False
1.0070707068154927,False
0.9871328235174005,False
4.135479964820749,False
1.5390228910025,False
1.2396043819905453,False
1.8313234348658576,False
1.157499994348894,False
0.9976808208194591,False
0.9976808208194591,False
1.0070707068154927,False
1.0559151862048894,False
1.0353095504271996,False
1.1734708242874219,False
1.1885683714040123,False
0.8647058853571578,False
1.1705882309416893,False
0.9996367123863912,False
4.135479964820748,False
0.9871328235174005,False
0.9824468084761001,False
0.9999999999999998,False
1.1885683714040123,False
1.3252891610021336,False
1.157499994348894,False
2.3309344645024175,False
4.135479964820749,False
1.0954071002159518,False
0.9996367123863912,False
4.135479964820749,False
1.0070707068154927,False
1.0000000000000007,False
1.1885683714040123,False
1.003709335592182,False
1.165924835442583,False
1.0037092398471446,False
0.9996367123863912,False
1.157499994348894,False
1.0724931852163686,False
2.330934464502418,False
15038537.260718811,False
24386816.00516186,False
1.0,False
1.5390228910025,False
0.9999999999999998,False
15038537.260718811,False
1.3743806714311964,False
1.4490104704016065,False
0.9876032658059974,False
0.9855398656781276,False
0.9999999999999998,False
0.9996367123863912,False
0.9878242244605506,False
24386816.00516186,False
1.157499994348894,False
1.0081244869877808,False
1.1404040454358602,False
0.9990312330303764,False
1.0,False
0.9871328235174005,False
0.9876032109626637,False
1.7889815462866419,False
0.9824468084761001,False
1.0081109268909132,False
0.990132625463436,False
0.9863221243795268,False
1.0081194199104095,False
1.0081244869877808,False
1.1467977572790722,False
1.1423731152704604,False
1.1423731152704604,False
2.0483915501817846,False
2.065156629986183,False
1.449391954329146,False
1.387053128261833,False
1.0096727079531855,False
1.00968557040505,False
1.0098480581759026,False
7.449611241967746,False
1.3189404923169534,False
1.3221289266943523,False
1.3422828204875965,False
1.3331472542074663,False
1.127742231145175,False
1.0,False
112667086.24470945,True
1.872596687680836,False
112667086.24470945,True
1.872596687680836,False
1.0,False
1.0055210802385617,False
9104412.10175166,False
1.7804215488246022,False
9104412.10175166,False
1.0,False
1.0,False
9104412.10175166,False
1.7804215488246022,False
0.9975694825831223,False
1.0,False
1.0,False
1.0283762407016812,False
1.0283762407016812,False
1.0058478723404845,False
1.0688035219287535,False
0.9975694825831223,False
1.016378442627187,False
397992822.0139195,True
1.0,False
1.0,False
107301986.9602123,True
362875808.3553383,True
107301986.9602123,True
195094521.0412951,True
1.0,False
1.0,False
107301986.9602123,True
397992822.0139195,True
362875808.3553383,True
107301986.9602123,True
397992822.0139195,True
1.0,False
1.0,False
85841589.74816982,True
1.0360333528641614,False
1.0360333528641614,False
104050411.74172099,True
443840034.09394634,True
85841589.74816982,True
1.0,False
1.0,False
88768007.67333469,True
1.0,False
1.0,False
298494616.90318143,True
75111391.15436015,True
185339795.03923035,True
1.0,False
185339795.03923035,True
1.0,False
88768007.67333469,True
298494616.90318143,True
75111391.15436015,True
88768007.67333469,True
1.0,False
1.0,False
211677555.73561436,True
1.0,False
1.0,False
107301986.9602123,True
143069315.78028303,True
211677555.73561436,True
107301986.9602123,True
143069315.78028303,True
1.0,False
1.0,False
245819096.38034064,True
1.0,False
1.0,False
198996411.42218047,True
198996411.42218047,True
115105767.79814461,True
370191852.90085757,True
75111391.15436015,True
1.0,False
1.0,False
0.9885844687578997,False
0.9885844687578997,False
370191852.90085757,True
1.0,False
1.0,False
75111391.15436015,True
195094521.0412951,True
1.0,False
1.0,False
150222781.37465435,True
90475085.14321819,True
69421134.37051861,True
1.0,False
90475085.14321819,True
1.0,False
1.0429041481060166,False
1.0429041481060166,False
90881531.49737869,True
75111391.45663396,True
90881531.49737869,True
75111391.45663396,True
1.0,False
1.0,False
69421134.37051861,True
84215802.28718647,True
90475085.14321819,True
69421134.37051861,True
84215802.28718647,True
1.0,False
1.0,False
364826753.7172219,True
1.0,False
1.0,False
114455452.67422643,True
150222781.4786722,True
364826753.7172219,True
114455452.67422643,True
150222781.4786722,True
1.0,False
1.0,False
104050411.74172099,True
104050411.74172099,True
424818318.42665464,True
1.0,False
1.0,False
85841589.74816982,True
1.0,False
1.0,False
1.0493528871810187,False
1.0531755877853013,False
1.0493528871810187,False
1.0,False
1.0,False
1.0581462328265459,False
1.0493528871810187,False
1.0581462328265459,False
1.0493528871810187,False
1.030420865151278,False
1.0,False
1.0,False
1.1546997426019563,False
1.030420865151278,False
1.030420865151278,False
1.1546997426019563,False
1.0015145397601568,False
1.1829348927513503,False
1.030420865151278,False
1.1203417364699642,False
1.1203417364699642,False
1.0,False
1.0,False
1.0015145397601568,False
1.0,False
1.0,False
443840034.09394634,True
114455452.67422643,True
1.0,False
1.0,False
150222781.4786722,True
443840034.09394634,True
114455452.67422643,True
150222781.4786722,True
1.0,False
1.0,False
375556952.07949317,True
1.0,False
1.0,False
65356665.20989611,True
76086863.93465517,True
375556952.07949317,True
65356665.20989611,True
76086863.93465517,True
1.0,False
1.0,False
79988754.33242393,True
79988754.33242393,True
31784150.085067976,False
1.0,False
1.0,False
69258555.61405,True
31296413.76662705,False
79988754.33242393,True
31784150.085067976,False
69258555.61405,True
79988754.33242393,True
1.0,False
1.0,False
64218614.34128749,True
0.9909708414900351,False
0.9909708414900351,False
1.0,False
1.0,False
136078428.88441867,True
76086864.0147747,True
64218614.34128749,True
136078428.88441867,True
96571788.36357835,True
0.9909708414900351,False
0.9909708414900351,False
0.9909708414900351,False
0.9909708414900351,False
