timestamp,source_ip,dest_ip,log_source,source_name,event_id,level,anomaly_score,prediction,alert_level
12/19/2016 2:39:17 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9901574067813174,1,NORMAL
12/19/2016 2:38:47 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9844281060710774,1,NORMAL
12/19/2016 2:34:59 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.1019846193090026,1,NORMAL
12/19/2016 2:25:35 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.017445341627005,1,NORMAL
12/19/2016 2:25:35 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0175843490067598,1,NORMAL
12/19/2016 2:25:35 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.017445341627005,1,NORMAL
12/19/2016 2:09:17 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.000544364208787,1,NORMAL
12/19/2016 2:08:46 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9949536109727242,1,NORMAL
12/19/2016 1:51:30 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0724386722959103,1,NORMAL
12/19/2016 1:51:30 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0724386722959103,1,NORMAL
12/19/2016 1:39:17 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9837403506647777,1,NORMAL
12/19/2016 1:38:46 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9789410646351812,1,NORMAL
12/19/2016 1:31:30 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.219842028142489,-1,HIGH
12/19/2016 1:26:30 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0213047160924076,1,NORMAL
12/19/2016 1:14:20 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.1067914487202604,-1,HIGH
12/19/2016 1:09:16 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9987689215217871,1,NORMAL
12/19/2016 1:08:46 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9975095714491695,1,NORMAL
12/19/2016 12:57:21 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0620652676419882,1,NORMAL
12/19/2016 12:47:20 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.128563055193038,-1,HIGH
12/19/2016 12:47:20 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.1231430262726472,-1,HIGH
12/19/2016 12:39:16 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9892850571685643,1,NORMAL
12/19/2016 12:38:46 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9876404336957032,1,NORMAL
12/19/2016 12:31:30 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.2203037234204028,-1,HIGH
12/19/2016 12:26:30 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0218411629036033,1,NORMAL
12/19/2016 12:17:07 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.1148544224275834,-1,HIGH
12/19/2016 12:09:16 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9977922107401739,1,NORMAL
12/19/2016 12:08:46 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9930427382596874,1,NORMAL
12/19/2016 12:04:56 PM,unknown,unknown,system,Schannel,36888.0,Error,-1.0369623089719702,1,NORMAL
12/19/2016 12:04:56 PM,unknown,unknown,system,Schannel,36888.0,Error,-1.0369623089719702,1,NORMAL
12/19/2016 12:00:00 PM,unknown,unknown,system,EventLog,6013.0,Information,-1.0359317453451293,1,NORMAL
12/19/2016 11:59:58 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0704914324282169,1,NORMAL
12/19/2016 11:59:50 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0704914324282169,1,NORMAL
12/19/2016 11:57:36 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0587904916767565,1,NORMAL
12/19/2016 11:40:01 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9909069756749457,1,NORMAL
12/19/2016 11:39:16 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9942245640710496,1,NORMAL
12/19/2016 11:38:45 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9896517890360534,1,NORMAL
12/19/2016 11:29:59 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.06844554376416,1,NORMAL
12/19/2016 11:15:07 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0568465037641888,1,NORMAL
12/19/2016 11:09:16 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9709484091756357,1,NORMAL
12/19/2016 11:08:45 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9726802425803244,1,NORMAL
12/19/2016 11:05:06 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0790613222235483,1,NORMAL
12/19/2016 11:05:06 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.064513847353527,1,NORMAL
12/19/2016 11:04:26 AM,unknown,unknown,system,Microsoft-Windows-Kernel-General,1.0,Information,-1.737257647975778,-1,HIGH
12/19/2016 10:35:13 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0426438268103857,1,NORMAL
12/19/2016 10:35:13 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0426438268103857,1,NORMAL
12/19/2016 10:24:54 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0127030001917858,1,NORMAL
12/19/2016 10:22:58 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0112024035875473,1,NORMAL
12/19/2016 10:22:28 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0112024035875473,1,NORMAL
12/19/2016 10:17:43 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0540433880191367,1,NORMAL
12/19/2016 10:10:49 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9907136194090758,1,NORMAL
12/19/2016 10:06:45 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.032997814580236,1,NORMAL
12/19/2016 10:03:55 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.1658069406770761,-1,HIGH
12/19/2016 9:59:14 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0953094725738346,1,NORMAL
12/19/2016 9:58:58 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0930377657429622,1,NORMAL
12/19/2016 9:52:28 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.073322384281355,1,NORMAL
12/19/2016 9:48:42 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.1403808549621446,-1,HIGH
12/19/2016 9:48:09 AM,unknown,unknown,system,Microsoft-Windows-Kernel-General,1.0,Information,-1.4995545417803726,-1,HIGH
12/19/2016 9:29:58 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.091420246491968,1,NORMAL
12/19/2016 9:27:57 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0293452662949278,1,NORMAL
12/19/2016 9:25:58 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0144388117430208,1,NORMAL
12/19/2016 9:25:58 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0152752242342755,1,NORMAL
12/19/2016 9:25:58 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0144388117430208,1,NORMAL
12/19/2016 9:22:38 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0075527151698402,1,NORMAL
12/19/2016 9:12:25 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9893352486533605,1,NORMAL
12/19/2016 9:11:45 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.980659128493013,1,NORMAL
12/19/2016 9:11:42 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9851215125837893,1,NORMAL
12/19/2016 9:07:51 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9967826376784431,1,NORMAL
12/19/2016 9:04:28 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0786945742258431,1,NORMAL
12/19/2016 9:02:52 AM,unknown,unknown,system,Schannel,36888.0,Error,-1.0468412982199182,1,NORMAL
12/19/2016 9:02:52 AM,unknown,unknown,system,Schannel,36888.0,Error,-1.0468412982199182,1,NORMAL
12/19/2016 8:59:28 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.10587733263431,-1,HIGH
12/19/2016 8:47:43 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.1318527828052043,-1,HIGH
12/19/2016 8:42:16 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9856765176634429,1,NORMAL
12/19/2016 8:41:45 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9845095335129309,1,NORMAL
12/19/2016 8:30:45 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.1695046540770166,-1,HIGH
12/19/2016 8:20:43 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0145326583906789,1,NORMAL
12/19/2016 8:20:43 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0239742357222021,1,NORMAL
12/19/2016 8:12:15 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0103656733053312,1,NORMAL
12/19/2016 8:11:45 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0050663340052142,1,NORMAL
12/19/2016 8:04:28 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0913191021335624,1,NORMAL
12/19/2016 7:59:28 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.2473305425994858,-1,HIGH
12/19/2016 7:42:15 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.986552010909653,1,NORMAL
12/19/2016 7:41:45 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9843266662287072,1,NORMAL
12/19/2016 7:34:28 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0862399183054992,1,NORMAL
12/19/2016 7:24:28 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.024680519115784,1,NORMAL
12/19/2016 7:12:15 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0034258107470477,1,NORMAL
12/19/2016 7:11:51 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0001653241469999,1,NORMAL
12/19/2016 7:11:45 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9976974178201374,1,NORMAL
12/19/2016 6:54:53 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.1712618466412765,-1,HIGH
12/19/2016 6:44:51 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0281828942244764,1,NORMAL
12/19/2016 6:44:51 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0181477761825537,1,NORMAL
12/19/2016 6:42:15 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9869132276313592,1,NORMAL
12/19/2016 6:41:45 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9807560760534466,1,NORMAL
12/19/2016 6:24:28 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.016880142264158,1,NORMAL
12/19/2016 6:20:36 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0600150879988472,1,NORMAL
12/19/2016 6:12:15 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9905100988628901,1,NORMAL
12/19/2016 6:11:45 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9881299197626157,1,NORMAL
12/19/2016 6:10:13 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9908716986777485,1,NORMAL
12/19/2016 5:52:14 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.2228102001351873,-1,HIGH
12/19/2016 5:42:15 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.989627122587006,1,NORMAL
12/19/2016 5:41:44 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9805420318048832,1,NORMAL
12/19/2016 5:36:12 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0121082562649704,1,NORMAL
12/19/2016 5:34:36 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.072200399061983,1,NORMAL
12/19/2016 5:34:05 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.072200399061983,1,NORMAL
12/19/2016 5:34:04 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0737425758524717,1,NORMAL
12/19/2016 5:32:43 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.1766324092849139,-1,HIGH
12/19/2016 5:32:43 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.1731420432402606,-1,HIGH
12/19/2016 5:19:33 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0648820746327596,1,NORMAL
12/19/2016 5:16:25 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.1018240744242247,1,NORMAL
12/19/2016 5:14:25 AM,unknown,unknown,system,Service Control Manager,7040.0,Information,-1.1577224952833138,-1,HIGH
12/19/2016 5:12:15 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9828298481283724,1,NORMAL
12/19/2016 5:11:44 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9793678758360378,1,NORMAL
12/19/2016 4:52:34 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0774782071147855,1,NORMAL
12/19/2016 4:50:50 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.1946329407379528,-1,HIGH
12/19/2016 4:50:50 AM,unknown,unknown,system,Microsoft-Windows-Kernel-General,1.0,Information,-1.5177425149046315,-1,HIGH
12/19/2016 4:50:50 AM,unknown,unknown,system,Microsoft-Windows-Time-Service,35.0,Information,-1097147437.319936,-1,HIGH
12/19/2016 4:50:36 AM,unknown,unknown,system,Microsoft-Windows-Time-Service,37.0,Information,-5.077255396558853,-1,HIGH
12/19/2016 4:50:34 AM,unknown,unknown,system,Service Control Manager,7040.0,Information,-1443914540.2713919,-1,HIGH
12/19/2016 4:50:34 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.1946329407379528,-1,HIGH
12/19/2016 4:50:34 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.1904284124720805,-1,HIGH
12/19/2016 4:50:34 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0739789629698064,1,NORMAL
12/19/2016 4:42:14 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.980881707196981,1,NORMAL
12/19/2016 4:41:44 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9822028630010444,1,NORMAL
12/19/2016 4:25:33 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0171195010490444,1,NORMAL
12/19/2016 4:25:32 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0174394895158823,1,NORMAL
12/19/2016 4:25:32 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0171195010490444,1,NORMAL
12/19/2016 4:24:44 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0122634890312596,1,NORMAL
12/19/2016 4:12:14 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9913349135924469,1,NORMAL
12/19/2016 4:11:44 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9908697091332057,1,NORMAL
12/19/2016 4:07:45 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9881580157844982,1,NORMAL
12/19/2016 3:57:44 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1873343789.490011,-1,HIGH
12/19/2016 3:57:44 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-2176166016.414287,-1,HIGH
12/19/2016 3:42:14 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9773699418881756,1,NORMAL
12/19/2016 3:41:44 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9755318337326753,1,NORMAL
12/19/2016 3:34:27 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0452170996277959,1,NORMAL
12/19/2016 3:24:27 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0172510417790062,1,NORMAL
12/19/2016 3:14:18 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0759375433465546,1,NORMAL
12/19/2016 3:13:50 AM,unknown,unknown,system,Schannel,36888.0,Error,-1.0461444481450213,1,NORMAL
12/19/2016 3:13:50 AM,unknown,unknown,system,Schannel,36888.0,Error,-1.0461444481450213,1,NORMAL
12/19/2016 3:12:14 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9946167797416884,1,NORMAL
12/19/2016 3:11:44 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9941496765359886,1,NORMAL
12/19/2016 3:02:25 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.2357024082597254,-1,HIGH
12/19/2016 2:47:18 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.108838229759473,-1,HIGH
12/19/2016 2:47:18 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.107857664827369,-1,HIGH
12/19/2016 2:42:14 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9829120472161021,1,NORMAL
12/19/2016 2:41:44 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9661656288264954,1,NORMAL
12/19/2016 2:24:27 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0437004363024913,1,NORMAL
12/19/2016 2:24:27 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0437004363024913,1,NORMAL
12/19/2016 2:12:14 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9841384330277257,1,NORMAL
12/19/2016 2:11:43 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9724933203710484,1,NORMAL
12/19/2016 2:04:27 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0861557196672995,1,NORMAL
12/19/2016 1:59:27 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-2321935037.1417294,-1,HIGH
12/19/2016 1:42:14 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0092951598769684,1,NORMAL
12/19/2016 1:41:43 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0041469953516893,1,NORMAL
12/19/2016 1:35:52 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.040415922025092,1,NORMAL
12/19/2016 1:18:54 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.1420986244043025,-1,HIGH
12/19/2016 1:12:14 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.009881375649039,1,NORMAL
12/19/2016 1:11:43 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0012879193731201,1,NORMAL
12/19/2016 1:08:52 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9900076730598034,1,NORMAL
12/19/2016 1:08:52 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9890633583304717,1,NORMAL
12/19/2016 1:04:27 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0912470114877701,1,NORMAL
12/19/2016 12:59:27 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-3037867749.632163,-1,HIGH
12/19/2016 12:42:13 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0506752162754567,1,NORMAL
12/19/2016 12:41:43 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.026665190690589,1,NORMAL
12/19/2016 12:34:27 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.1020925294325128,1,NORMAL
12/19/2016 12:34:27 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.1020925294325128,1,NORMAL
12/19/2016 12:14:27 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.1394930120144273,-1,HIGH
12/19/2016 12:12:13 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0498022996013672,1,NORMAL
12/19/2016 12:11:43 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0294606698536597,1,NORMAL
12/19/2016 12:04:27 AM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.1411035551176347,-1,HIGH
12/18/2016 11:54:51 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.1003670200245064,1,NORMAL
12/18/2016 11:42:13 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0792657862592347,1,NORMAL
12/18/2016 11:41:43 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0694016058833231,1,NORMAL
12/18/2016 11:37:53 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.1130054213757914,-1,HIGH
12/18/2016 11:27:51 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.1209945673782378,-1,HIGH
12/18/2016 11:27:51 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.115619926730765,-1,HIGH
12/18/2016 11:27:00 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.1209945673782378,-1,HIGH
12/18/2016 11:12:13 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.052974297696282,1,NORMAL
12/18/2016 11:11:43 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0315439410498108,1,NORMAL
12/18/2016 11:00:00 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.4073666843868977,-1,HIGH
12/18/2016 10:53:05 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0606673145645695,1,NORMAL
12/18/2016 10:42:13 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.03377756061739,1,NORMAL
12/18/2016 10:41:42 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.032194872608288,1,NORMAL
12/18/2016 10:26:05 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0451746244431324,1,NORMAL
12/18/2016 10:26:04 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0483084873232902,1,NORMAL
12/18/2016 10:26:04 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0451746244431324,1,NORMAL
12/18/2016 10:24:27 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.052823671297592,1,NORMAL
12/18/2016 10:24:27 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.052823671297592,1,NORMAL
12/18/2016 10:14:57 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.095364447817775,1,NORMAL
12/18/2016 10:12:13 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0064786575181628,1,NORMAL
12/18/2016 10:11:42 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0075827727720834,1,NORMAL
12/18/2016 9:57:59 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0637261306509815,1,NORMAL
12/18/2016 9:47:57 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.094344038080414,1,NORMAL
12/18/2016 9:47:57 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0887537631900408,1,NORMAL
12/18/2016 9:42:12 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9717572634798688,1,NORMAL
12/18/2016 9:41:42 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9642423772373625,1,NORMAL
12/18/2016 9:24:27 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.027036324359386,1,NORMAL
12/18/2016 9:24:27 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.027036324359386,1,NORMAL
12/18/2016 9:12:12 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9945797850640917,1,NORMAL
12/18/2016 9:11:42 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9843951672207701,1,NORMAL
12/18/2016 9:04:27 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0767568409699415,1,NORMAL
12/18/2016 8:59:27 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0838410629668926,1,NORMAL
12/18/2016 8:49:28 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.1107258000782472,-1,HIGH
12/18/2016 8:42:12 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.985818281378251,1,NORMAL
12/18/2016 8:41:42 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9833558408556167,1,NORMAL
12/18/2016 8:32:29 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.1773527139115503,-1,HIGH
12/18/2016 8:28:43 PM,unknown,unknown,system,Schannel,36888.0,Error,-0.986608874662769,1,NORMAL
12/18/2016 8:28:42 PM,unknown,unknown,system,Schannel,36888.0,Error,-0.986608874662769,1,NORMAL
12/18/2016 8:22:28 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0012098787047865,1,NORMAL
12/18/2016 8:22:28 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0008322286160964,1,NORMAL
12/18/2016 8:12:12 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.001591661423656,1,NORMAL
12/18/2016 8:11:42 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9993099546047531,1,NORMAL
12/18/2016 8:04:27 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.100113464021527,1,NORMAL
12/18/2016 7:59:27 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-1.0770458952464557,1,NORMAL
12/18/2016 7:42:12 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.9910256752823275,1,NORMAL
12/18/2016 7:41:42 PM,unknown,unknown,system,Service Control Manager,7036.0,Information,-0.992120428896966,1,NORMAL
