timestamp,source_ip,dest_ip,log_source,source_name,event_id,anomaly_score,prediction,alert_level
12/19/2016 3:39:22 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,1003,0.04413057316416924,Normal,NORMAL
12/19/2016 3:39:22 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,1066,0.020140402139497693,Normal,NORMAL
12/19/2016 3:39:22 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,900,0.06431433091110839,Normal,NORMAL
12/19/2016 3:16:24 PM,unknown,unknown,application,RSyslogWindowsAgent,151,-0.12981487323715368,Anomalie,HIGH
12/19/2016 3:16:24 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.1057415411826661,Anomalie,HIGH
12/19/2016 3:16:23 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.1057415411826661,Anomalie,HIGH
12/19/2016 3:16:22 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.1057415411826661,Anomalie,HIGH
12/19/2016 3:16:21 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.1057415411826661,Anomalie,HIGH
12/19/2016 3:16:20 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.1057415411826661,Anomalie,HIGH
12/19/2016 3:16:07 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.1057415411826661,Anomalie,HIGH
12/19/2016 3:16:06 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.1057415411826661,Anomalie,HIGH
12/19/2016 3:16:05 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.1057415411826661,Anomalie,HIGH
12/19/2016 3:16:04 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.1057415411826661,Anomalie,HIGH
12/19/2016 3:16:03 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.1057415411826661,Anomalie,HIGH
12/19/2016 3:15:51 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10825403930871969,Anomalie,HIGH
12/19/2016 3:15:50 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10825403930871969,Anomalie,HIGH
12/19/2016 3:15:49 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10825403930871969,Anomalie,HIGH
12/19/2016 3:15:48 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10825403930871969,Anomalie,HIGH
12/19/2016 3:15:47 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10825403930871969,Anomalie,HIGH
12/19/2016 3:15:31 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10825403930871969,Anomalie,HIGH
12/19/2016 3:15:15 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10825403930871969,Anomalie,HIGH
12/19/2016 3:14:59 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.1094846448746607,Anomalie,HIGH
12/19/2016 3:14:43 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.1094846448746607,Anomalie,HIGH
12/19/2016 3:09:52 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,903,0.054323700650539264,Normal,NORMAL
12/19/2016 3:09:52 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,16384,-0.07624285198560854,Anomalie,HIGH
12/19/2016 3:09:22 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,902,0.06150177088983955,Normal,NORMAL
12/19/2016 3:09:22 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,1037,0.05440868202669641,Normal,NORMAL
12/19/2016 3:09:22 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,1003,0.04204831829908351,Normal,NORMAL
12/19/2016 3:09:22 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,1066,0.022974720093112633,Normal,NORMAL
12/19/2016 3:09:22 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,900,0.059579002712571494,Normal,NORMAL
12/19/2016 2:44:35 PM,unknown,unknown,application,RSyslogWindowsAgent,151,-0.12786829461456273,Anomalie,HIGH
12/19/2016 2:44:35 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10240327666710569,Anomalie,HIGH
12/19/2016 2:44:34 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10240327666710569,Anomalie,HIGH
12/19/2016 2:44:33 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10240327666710569,Anomalie,HIGH
12/19/2016 2:44:22 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10240327666710569,Anomalie,HIGH
12/19/2016 2:44:21 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10240327666710569,Anomalie,HIGH
12/19/2016 2:44:20 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10240327666710569,Anomalie,HIGH
12/19/2016 2:44:19 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10240327666710569,Anomalie,HIGH
12/19/2016 2:44:18 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10240327666710569,Anomalie,HIGH
12/19/2016 2:44:17 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10240327666710569,Anomalie,HIGH
12/19/2016 2:44:01 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10240327666710569,Anomalie,HIGH
12/19/2016 2:43:45 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10185414145830529,Anomalie,HIGH
12/19/2016 2:43:29 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10185414145830529,Anomalie,HIGH
12/19/2016 2:43:13 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10185414145830529,Anomalie,HIGH
12/19/2016 2:42:57 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10089238499550168,Anomalie,HIGH
12/19/2016 2:42:41 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10089238499550168,Anomalie,HIGH
12/19/2016 2:42:25 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10089238499550168,Anomalie,HIGH
12/19/2016 2:42:09 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10089238499550168,Anomalie,HIGH
12/19/2016 2:41:53 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.0971767920966976,Anomalie,HIGH
12/19/2016 2:41:37 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.0971767920966976,Anomalie,HIGH
12/19/2016 2:41:23 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.0971767920966976,Anomalie,HIGH
12/19/2016 2:41:21 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.0971767920966976,Anomalie,HIGH
12/19/2016 2:39:52 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,903,0.06130173487236801,Normal,NORMAL
12/19/2016 2:39:52 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,16384,-0.05912057912751567,Anomalie,HIGH
12/19/2016 2:39:22 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,902,0.06886431122281805,Normal,NORMAL
12/19/2016 2:39:22 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,1037,0.05794948573443276,Normal,NORMAL
12/19/2016 2:39:22 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,1003,0.04617239348722285,Normal,NORMAL
12/19/2016 2:39:22 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,1066,0.021724593774788525,Normal,NORMAL
12/19/2016 2:39:22 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,900,0.0648517958034362,Normal,NORMAL
12/19/2016 2:11:18 PM,unknown,unknown,application,RSyslogWindowsAgent,151,-0.13156947693425858,Anomalie,HIGH
12/19/2016 2:11:18 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10730346724703321,Anomalie,HIGH
12/19/2016 2:11:17 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10730346724703321,Anomalie,HIGH
12/19/2016 2:11:16 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10730346724703321,Anomalie,HIGH
12/19/2016 2:11:12 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10730346724703321,Anomalie,HIGH
12/19/2016 2:11:05 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10730346724703321,Anomalie,HIGH
12/19/2016 2:11:04 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10730346724703321,Anomalie,HIGH
12/19/2016 2:11:03 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10730346724703321,Anomalie,HIGH
12/19/2016 2:11:02 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10730346724703321,Anomalie,HIGH
12/19/2016 2:11:01 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10730346724703321,Anomalie,HIGH
12/19/2016 2:11:00 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10730346724703321,Anomalie,HIGH
12/19/2016 2:10:56 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.1092571910466632,Anomalie,HIGH
12/19/2016 2:10:44 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.1092571910466632,Anomalie,HIGH
12/19/2016 2:10:40 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.1092571910466632,Anomalie,HIGH
12/19/2016 2:10:28 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.1092571910466632,Anomalie,HIGH
12/19/2016 2:10:24 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.1092571910466632,Anomalie,HIGH
12/19/2016 2:10:12 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.1092571910466632,Anomalie,HIGH
12/19/2016 2:10:08 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.1092571910466632,Anomalie,HIGH
12/19/2016 2:10:07 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.1092571910466632,Anomalie,HIGH
12/19/2016 2:09:56 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.1092571910466632,Anomalie,HIGH
12/19/2016 2:09:52 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.1092571910466632,Anomalie,HIGH
12/19/2016 2:09:52 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,903,0.054697205357246315,Normal,NORMAL
12/19/2016 2:09:52 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,16384,-0.07375297479191312,Anomalie,HIGH
12/19/2016 2:09:51 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.1092571910466632,Anomalie,HIGH
12/19/2016 2:09:37 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.1092571910466632,Anomalie,HIGH
12/19/2016 2:09:36 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.1092571910466632,Anomalie,HIGH
12/19/2016 2:09:35 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.1092571910466632,Anomalie,HIGH
12/19/2016 2:09:22 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,902,0.06095990677146723,Normal,NORMAL
12/19/2016 2:09:22 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,1037,0.053267813110701334,Normal,NORMAL
12/19/2016 2:09:22 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,1003,0.041469904810634284,Normal,NORMAL
12/19/2016 2:09:22 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,1066,0.021809914074464865,Normal,NORMAL
12/19/2016 2:09:22 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,900,0.05832504891763024,Normal,NORMAL
12/19/2016 1:39:52 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,903,0.06154241107542524,Normal,NORMAL
12/19/2016 1:39:52 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,16384,-0.05962884625063525,Anomalie,HIGH
12/19/2016 1:39:33 PM,unknown,unknown,application,RSyslogWindowsAgent,151,-0.1233434759398423,Anomalie,HIGH
12/19/2016 1:39:33 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10094347036577667,Anomalie,HIGH
12/19/2016 1:39:32 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10094347036577667,Anomalie,HIGH
12/19/2016 1:39:28 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10094347036577667,Anomalie,HIGH
12/19/2016 1:39:27 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10094347036577667,Anomalie,HIGH
12/19/2016 1:39:22 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,902,0.0697262460193101,Normal,NORMAL
12/19/2016 1:39:22 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,1037,0.059746563561969834,Normal,NORMAL
12/19/2016 1:39:22 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,1003,0.04923678420119876,Normal,NORMAL
12/19/2016 1:39:22 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,1066,0.02294907216654196,Normal,NORMAL
12/19/2016 1:39:22 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,900,0.06572157977979393,Normal,NORMAL
12/19/2016 1:39:17 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10094347036577667,Anomalie,HIGH
12/19/2016 1:39:16 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10094347036577667,Anomalie,HIGH
12/19/2016 1:39:12 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10094347036577667,Anomalie,HIGH
12/19/2016 1:39:11 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10094347036577667,Anomalie,HIGH
12/19/2016 1:39:01 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10094347036577667,Anomalie,HIGH
12/19/2016 1:39:00 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10094347036577667,Anomalie,HIGH
12/19/2016 1:38:56 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.0997057002900903,Anomalie,HIGH
12/19/2016 1:38:55 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.0997057002900903,Anomalie,HIGH
12/19/2016 1:10:54 PM,unknown,unknown,application,ESENT,326,-0.056621232708911395,Anomalie,HIGH
12/19/2016 1:10:54 PM,unknown,unknown,application,ESENT,327,-0.05688812512964636,Anomalie,HIGH
12/19/2016 1:10:54 PM,unknown,unknown,application,ESENT,326,-0.05738779338956268,Anomalie,HIGH
12/19/2016 1:10:54 PM,unknown,unknown,application,ESENT,327,-0.05534834708736891,Anomalie,HIGH
12/19/2016 1:10:54 PM,unknown,unknown,application,ESENT,327,-0.05688812512964636,Anomalie,HIGH
12/19/2016 1:10:54 PM,unknown,unknown,application,ESENT,326,-0.05738779338956268,Anomalie,HIGH
12/19/2016 1:09:52 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,903,0.05727532351256748,Normal,NORMAL
12/19/2016 1:09:52 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,16384,-0.0703428134212154,Anomalie,HIGH
12/19/2016 1:09:22 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,902,0.06413579192452801,Normal,NORMAL
12/19/2016 1:09:22 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,1037,0.057416689276535204,Normal,NORMAL
12/19/2016 1:09:22 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,1003,0.045777889314988496,Normal,NORMAL
12/19/2016 1:09:22 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,1066,0.023964105064800345,Normal,NORMAL
12/19/2016 1:09:22 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,900,0.06151959070536178,Normal,NORMAL
12/19/2016 1:08:53 PM,unknown,unknown,application,RSyslogWindowsAgent,151,-0.13267461237930833,Anomalie,HIGH
12/19/2016 1:08:53 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.11403572845218157,Anomalie,HIGH
12/19/2016 1:08:47 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.11403572845218157,Anomalie,HIGH
12/19/2016 1:08:46 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.11403572845218157,Anomalie,HIGH
12/19/2016 1:08:45 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.11403572845218157,Anomalie,HIGH
12/19/2016 1:08:44 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.11403572845218157,Anomalie,HIGH
12/19/2016 1:08:43 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.11403572845218157,Anomalie,HIGH
12/19/2016 1:08:42 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.11403572845218157,Anomalie,HIGH
12/19/2016 1:08:37 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.11403572845218157,Anomalie,HIGH
12/19/2016 1:08:26 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.11403572845218157,Anomalie,HIGH
12/19/2016 1:08:25 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.11403572845218157,Anomalie,HIGH
12/19/2016 12:39:52 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,903,0.06323457069033306,Normal,NORMAL
12/19/2016 12:39:52 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,16384,-0.05667343351021559,Anomalie,HIGH
12/19/2016 12:39:22 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,902,0.07138749030310876,Normal,NORMAL
12/19/2016 12:39:22 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,1037,0.06211958291819675,Normal,NORMAL
12/19/2016 12:39:22 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,1003,0.052320507725361065,Normal,NORMAL
12/19/2016 12:39:22 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,1066,0.02741392014768007,Normal,NORMAL
12/19/2016 12:39:21 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,900,0.06739795212807892,Normal,NORMAL
12/19/2016 12:38:23 PM,unknown,unknown,application,RSyslogWindowsAgent,151,-0.12728281427026644,Anomalie,HIGH
12/19/2016 12:38:23 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10432793047035815,Anomalie,HIGH
12/19/2016 12:38:22 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10432793047035815,Anomalie,HIGH
12/19/2016 12:38:21 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10432793047035815,Anomalie,HIGH
12/19/2016 12:38:20 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10432793047035815,Anomalie,HIGH
12/19/2016 12:38:13 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10432793047035815,Anomalie,HIGH
12/19/2016 12:38:10 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10432793047035815,Anomalie,HIGH
12/19/2016 12:38:07 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10432793047035815,Anomalie,HIGH
12/19/2016 12:38:06 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10432793047035815,Anomalie,HIGH
12/19/2016 12:38:05 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10432793047035815,Anomalie,HIGH
12/19/2016 12:38:04 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10432793047035815,Anomalie,HIGH
12/19/2016 12:37:57 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10399884973261286,Anomalie,HIGH
12/19/2016 12:37:54 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10399884973261286,Anomalie,HIGH
12/19/2016 12:37:51 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10399884973261286,Anomalie,HIGH
12/19/2016 12:37:50 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10399884973261286,Anomalie,HIGH
12/19/2016 12:37:49 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.10399884973261286,Anomalie,HIGH
12/19/2016 12:09:52 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,903,0.0592576667969581,Normal,NORMAL
12/19/2016 12:09:52 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,16384,-0.06787801668339122,Anomalie,HIGH
12/19/2016 12:09:21 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,902,0.06608806123144012,Normal,NORMAL
12/19/2016 12:09:21 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,1037,0.060075568433332505,Normal,NORMAL
12/19/2016 12:09:21 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,1003,0.048168634314755876,Normal,NORMAL
12/19/2016 12:09:21 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,1066,0.027052792518437063,Normal,NORMAL
12/19/2016 12:09:21 PM,unknown,unknown,application,Microsoft-Windows-Security-SPP,900,0.06287224934752622,Normal,NORMAL
12/19/2016 12:07:48 PM,unknown,unknown,application,RSyslogWindowsAgent,151,-0.14337692705929217,Anomalie,HIGH
12/19/2016 12:07:48 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.12442740605853575,Anomalie,HIGH
12/19/2016 12:07:43 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.12442740605853575,Anomalie,HIGH
12/19/2016 12:07:35 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.12442740605853575,Anomalie,HIGH
12/19/2016 12:07:32 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.12442740605853575,Anomalie,HIGH
12/19/2016 12:07:27 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.12442740605853575,Anomalie,HIGH
12/19/2016 12:07:19 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.12442740605853575,Anomalie,HIGH
12/19/2016 12:07:16 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.12442740605853575,Anomalie,HIGH
12/19/2016 12:07:11 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.12442740605853575,Anomalie,HIGH
12/19/2016 12:07:03 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.12442740605853575,Anomalie,HIGH
12/19/2016 12:07:00 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.12442740605853575,Anomalie,HIGH
12/19/2016 12:06:55 PM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.1270060233220177,Anomalie,HIGH
12/19/2016 11:39:51 AM,unknown,unknown,application,Microsoft-Windows-Security-SPP,903,0.06336620224449913,Normal,NORMAL
12/19/2016 11:39:51 AM,unknown,unknown,application,Microsoft-Windows-Security-SPP,16384,-0.05843095739055515,Anomalie,HIGH
12/19/2016 11:39:21 AM,unknown,unknown,application,Microsoft-Windows-Security-SPP,902,0.07096768176769225,Normal,NORMAL
12/19/2016 11:39:21 AM,unknown,unknown,application,Microsoft-Windows-Security-SPP,1037,0.0621283954917608,Normal,NORMAL
12/19/2016 11:39:21 AM,unknown,unknown,application,Microsoft-Windows-Security-SPP,1003,0.05179702719002821,Normal,NORMAL
12/19/2016 11:39:21 AM,unknown,unknown,application,Microsoft-Windows-Security-SPP,1066,0.02835369257667042,Normal,NORMAL
12/19/2016 11:39:21 AM,unknown,unknown,application,Microsoft-Windows-Security-SPP,900,0.06749258270577152,Normal,NORMAL
12/19/2016 11:36:47 AM,unknown,unknown,application,RSyslogWindowsAgent,151,-0.1407480857034249,Anomalie,HIGH
12/19/2016 11:36:47 AM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.11782003406851382,Anomalie,HIGH
12/19/2016 11:36:46 AM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.11782003406851382,Anomalie,HIGH
12/19/2016 11:36:34 AM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.11782003406851382,Anomalie,HIGH
12/19/2016 11:36:31 AM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.11782003406851382,Anomalie,HIGH
12/19/2016 11:36:30 AM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.11782003406851382,Anomalie,HIGH
12/19/2016 11:36:18 AM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.11782003406851382,Anomalie,HIGH
12/19/2016 11:36:15 AM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.11782003406851382,Anomalie,HIGH
12/19/2016 11:36:14 AM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.11782003406851382,Anomalie,HIGH
12/19/2016 11:36:02 AM,unknown,unknown,application,RSyslogWindowsAgent,114,-0.11782003406851382,Anomalie,HIGH
