log_id,source,anomaly_score_norm,fusion_unsup
61,system,0.012756590837876076,anomaly
62,system,3.2168866909548164e-11,normal
63,system,3.2168866909548164e-11,normal
64,system,0.027832561710014775,anomaly
65,system,1.0148766999513255e-10,normal
66,system,1.1615328783528843e-10,normal
67,system,1.0148766999513255e-10,normal
68,system,3.652397870384111e-11,normal
69,system,3.2168866909548164e-11,normal
70,system,3.2168866909548164e-11,normal
71,system,3.652397870384111e-11,normal
72,system,9.745032552912698e-11,normal
73,system,3.652397870384111e-11,normal
74,system,0.025513181546750835,anomaly
75,system,3.037015312677706e-11,normal
76,system,3.1988023408237117e-11,normal
77,system,3.037015312677706e-11,normal
78,system,3.652397870384111e-11,normal
79,system,3.2168866909548164e-11,normal
80,system,3.2168866909548164e-11,normal
81,system,0.04082109047930218,anomaly
82,system,3.652397870384111e-11,normal
83,system,0.03247132199548414,anomaly
84,system,3.40119163327984e-11,normal
85,system,3.40119163327984e-11,normal
86,system,0.02218873670860633,anomaly
87,system,0.0892961354045368,anomaly
88,system,3.2168866909548164e-11,normal
89,system,3.2168866909548164e-11,normal
90,system,0.018941604487697588,anomaly
91,system,0.0892961354045368,anomaly
92,system,0.018941604487697588,anomaly
93,system,3.2168866909548164e-11,normal
94,system,3.2168866909548164e-11,normal
95,system,0.02218873670860633,anomaly
96,system,0.01901891718301817,anomaly
97,system,3.2168866909548164e-11,normal
98,system,3.2168866909548164e-11,normal
99,system,0.01901891718301817,anomaly
100,system,0.01901891718301817,anomaly
101,system,3.2168866909548164e-11,normal
102,system,0.10553179638133094,anomaly
103,system,3.2168866909548164e-11,normal
104,system,0.022961863395077244,anomaly
105,system,0.12176745735812511,anomaly
106,system,0.022961863395077244,anomaly
107,system,3.2168866909548164e-11,normal
108,system,3.2168866909548164e-11,normal
109,system,0.028528375760063986,anomaly
110,system,0.028528375760063986,anomaly
111,system,3.2168866909548164e-11,normal
112,system,3.2168866909548164e-11,normal
113,system,0.12176745735812511,anomaly
114,system,0.021029046612415524,anomaly
115,system,3.2168866909548164e-11,normal
116,system,3.2168866909548164e-11,normal
117,system,0.024353491487648378,anomaly
118,system,3.2168866909548164e-11,normal
119,system,3.2168866909548164e-11,normal
120,system,0.024353491487648378,anomaly
121,system,1.4753749663809229e-10,normal
122,system,0.021029046612415524,anomaly
123,system,1.4753749663809229e-10,normal
124,system,0.024353491487648378,anomaly
125,system,4.138267658965012e-10,normal
126,system,3.2168866909548164e-11,normal
127,system,3.2168866909548164e-11,normal
128,system,0.022729925416472792,anomaly
129,system,0.019482793203324224,anomaly
130,system,1.6019848233679772e-10,normal
131,system,1.4866100809315992e-10,normal
132,system,1.4870845695858987e-10,normal
133,system,0.03374833913871271,anomaly
134,system,0.019482793203324224,anomaly
135,system,0.03618233017554255,anomaly
136,system,0.022729925416472792,anomaly
137,system,3.2168866909548164e-11,normal
138,system,3.2168866909548164e-11,normal
139,system,0.022729925416472792,anomaly
140,system,0.026904809707853927,anomaly
141,system,0.022729925416472792,anomaly
142,system,0.026904809707853927,anomaly
143,system,3.2168866909548164e-11,normal
144,system,3.2168866909548164e-11,normal
145,system,0.017859227091858033,anomaly
146,system,0.08738264688495802,anomaly
147,system,0.02365767743511723,anomaly
148,system,3.2168866909548164e-11,normal
149,system,3.2168866909548164e-11,normal
150,system,0.02922418979879023,anomaly
151,system,0.02922418979879023,anomaly
152,system,0.08738264688495802,anomaly
153,system,1.163661329562471e-10,normal
154,system,1.163661329562471e-10,normal
155,system,3.2168866909548164e-11,normal
156,system,3.2168866909548164e-11,normal
157,system,0.02365767743511723,anomaly
158,system,1.2980049889997579e-10,normal
159,system,1.5623043041973056e-10,normal
160,system,3.2168866909548164e-11,normal
161,system,3.2168866909548164e-11,normal
162,system,1.6790917877610084e-10,normal
163,system,1.6790917877610084e-10,normal
164,system,3.2168866909548164e-11,normal
165,system,3.2168866909548164e-11,normal
166,system,1.6790917877610084e-10,normal
167,system,0.018555041156996827,anomaly
168,system,3.2168866909548164e-11,normal
169,system,3.2168866909548164e-11,normal
170,system,0.10553179638133094,anomaly
171,system,0.016235660994102407,anomaly
172,system,3.2168866909548164e-11,normal
173,system,3.2168866909548164e-11,normal
174,system,0.10553179638133094,anomaly
175,system,0.016235660994102407,anomaly
176,system,0.018555041156996827,anomaly
177,system,0.013297779500659742,anomaly
178,system,3.2168866909548164e-11,normal
179,system,3.2168866909548164e-11,normal
180,system,0.013297779500659742,anomaly
181,system,0.013297779500659742,anomaly
182,system,0.013297779500659742,anomaly
183,system,3.2168866909548164e-11,normal
184,system,3.2168866909548164e-11,normal
185,system,0.013297779500659742,anomaly
186,system,0.046619540839960644,anomaly
187,system,3.2168866909548164e-11,normal
188,system,3.2168866909548164e-11,normal
189,system,0.02157023531527769,anomaly
190,system,0.046619540839960644,anomaly
191,system,0.02157023531527769,anomaly
192,system,0.046619540839960644,anomaly
193,system,3.2168866909548164e-11,normal
194,system,3.2168866909548164e-11,normal
195,system,0.046619540839960644,anomaly
196,system,0.06215938777631382,anomaly
197,system,3.2168866909548164e-11,normal
198,system,3.2168866909548164e-11,normal
199,system,0.05241799116532424,anomaly
200,system,0.06215938777631382,anomaly
201,system,0.05241799116532424,anomaly
202,system,0.02535855623428551,anomaly
203,system,0.02535855623428551,anomaly
204,system,0.06215938777631382,anomaly
205,system,3.2168866909548164e-11,normal
206,system,3.2168866909548164e-11,normal
207,system,0.0031698195562096312,normal
208,system,0.014766720341714973,anomaly
209,system,0.0031698195562096312,normal
210,system,3.2168866909548164e-11,normal
211,system,3.2168866909548164e-11,normal
212,system,0.0031698195562096317,normal
213,system,0.0031698195562096317,normal
214,system,3.2168866909548164e-11,normal
215,system,3.2168866909548164e-11,normal
216,system,0.0031698195562096317,normal
217,system,0.021106359314970537,anomaly
218,system,0.09741396589293386,anomaly
219,system,3.2168866909548164e-11,normal
220,system,3.2168866909548164e-11,normal
221,system,0.01785922709201045,anomaly
222,system,3.003011842351678e-10,normal
223,system,3.003011842351678e-10,normal
224,system,0.09741396589293386,anomaly
225,system,0.01785922709201045,anomaly
226,system,3.2168866909548164e-11,normal
227,system,3.2168866909548164e-11,normal
228,system,0.021106359314970537,anomaly
229,system,0.012679278132086186,anomaly
230,system,3.2168866909548164e-11,normal
231,system,3.2168866909548164e-11,normal
232,system,0.012679278132086186,anomaly
233,system,0.012679278132086186,anomaly
234,system,0.012679278132086186,anomaly
235,system,3.2168866909548164e-11,normal
236,system,3.2168866909548164e-11,normal
237,system,0.012679278132086186,anomaly
238,system,0.04870698304973364,anomaly
239,system,3.2168866909548164e-11,normal
240,system,3.2168866909548164e-11,normal
241,system,3.0883624265458724e-11,normal
242,system,3.0883624265458775e-11,normal
243,system,0.04870698304973364,anomaly
244,system,3.0883624265458724e-11,normal
245,system,3.0883624265458775e-11,normal
246,system,3.2168866909548164e-11,normal
247,system,3.2168866909548164e-11,normal
248,system,3.0883624265458775e-11,normal
249,system,3.0883624265458775e-11,normal
250,system,0.046619540839960644,anomaly
251,system,3.2168866909548164e-11,normal
252,system,3.2168866909548164e-11,normal
253,system,0.04140093550569355,anomaly
254,system,0.046619540839960644,anomaly
255,system,0.04140093550569355,anomaly
256,system,0.046619540839960644,anomaly
257,system,3.2168866909548164e-11,normal
258,system,3.2168866909548164e-11,normal
259,system,0.024740054835682753,anomaly
260,system,0.09741396589293386,anomaly
261,system,0.01762728907471726,anomaly
262,system,3.2168866909548164e-11,normal
263,system,3.2168866909548164e-11,normal
264,system,0.019946669235358816,anomaly
265,system,0.019946669235358816,anomaly
266,system,2.825107875746012e-10,normal
267,system,2.825107875746012e-10,normal
268,system,3.2168866909548164e-11,normal
269,system,3.2168866909548164e-11,normal
270,system,0.019946669235358816,anomaly
271,system,0.023503052131652855,anomaly
272,system,0.08674481730810533,anomaly
273,system,3.2168866909548164e-11,normal
274,system,3.2168866909548164e-11,normal
275,system,0.019173542505909677,anomaly
276,system,0.08674481730810533,anomaly
277,system,0.019173542505909677,anomaly
278,system,3.2168866909548164e-11,normal
279,system,3.2168866909548164e-11,normal
280,system,0.023503052131652855,anomaly
281,system,0.019946669235358816,anomaly
282,system,3.2168866909548164e-11,normal
283,system,3.2168866909548164e-11,normal
284,system,0.019946669235358816,anomaly
285,system,0.019946669235358816,anomaly
286,system,3.2168866909548164e-11,normal
287,system,3.2168866909548164e-11,normal
288,system,0.019946669235358816,anomaly
289,system,0.015462534302387074,anomaly
290,system,9.811301225961843e-11,normal
291,system,9.811301225961843e-11,normal
292,system,0.052765898258606565,anomaly
293,system,3.2168866909548164e-11,normal
294,system,3.2168866909548164e-11,normal
295,system,0.01391628085634366,anomaly
296,system,0.052765898258606565,anomaly
297,system,0.01391628085634366,anomaly
298,system,9.811301225961843e-11,normal
299,system,9.811301225961843e-11,normal
300,system,3.2168866909548164e-11,normal
301,system,3.2168866909548164e-11,normal
302,system,0.015462534302387074,anomaly
303,system,0.015462534302387074,anomaly
304,system,0.10877892858645083,anomaly
305,system,3.2168866909548164e-11,normal
306,system,3.2168866909548164e-11,normal
307,system,0.07711938965464071,anomaly
308,system,0.10877892858645083,anomaly
309,system,0.07711938965464071,anomaly
310,system,0.03324444870523178,anomaly
311,system,0.03324444870523178,anomaly
312,system,3.2168866909548164e-11,normal
313,system,3.2168866909548164e-11,normal
314,system,6.798511884342812e-11,normal
315,system,0.0811783049161397,anomaly
316,system,4.804955634043376e-11,normal
317,system,4.804955634043376e-11,normal
318,system,3.2168866909548164e-11,normal
319,system,3.2168866909548164e-11,normal
320,system,0.01352971750063734,anomaly
321,system,0.01352971750063734,anomaly
322,system,0.01352971750063734,anomaly
323,system,3.2168866909548164e-11,normal
324,system,3.2168866909548164e-11,normal
325,system,0.015075970947344126,anomaly
326,system,0.0811783049161397,anomaly
327,system,0.01352971750063734,anomaly
328,system,0.02218873670860633,anomaly
329,system,3.2168866909548164e-11,normal
330,system,3.2168866909548164e-11,normal
331,system,0.02218873670860633,anomaly
332,system,0.02218873670860633,anomaly
333,system,3.2168866909548164e-11,normal
334,system,3.2168866909548164e-11,normal
335,system,0.10553179638133094,anomaly
336,system,0.017318038394276057,anomaly
337,system,3.2168866909548164e-11,normal
338,system,3.2168866909548164e-11,normal
339,system,0.04337240862895737,anomaly
340,system,3.2168866909548164e-11,normal
341,system,3.2168866909548164e-11,normal
342,system,0.04337240862895737,anomaly
343,system,0.08291784007637545,anomaly
344,system,0.017318038394276057,anomaly
345,system,0.020565170618378453,anomaly
346,system,3.2168866909548164e-11,normal
347,system,3.2168866909548164e-11,normal
348,system,0.020565170618378453,anomaly
349,system,0.06784186916737932,anomaly
350,system,0.01840041578981945,anomaly
351,system,3.2168866909548164e-11,normal
352,system,3.2168866909548164e-11,normal
353,system,0.06784186916737932,anomaly
354,system,0.01840041578981945,anomaly
355,system,0.02164754801171759,anomaly
356,system,3.2168866909548164e-11,normal
357,system,3.2168866909548164e-11,normal
358,system,0.02164754801171759,anomaly
359,system,0.052765898258606565,anomaly
360,system,3.2168866909548164e-11,normal
361,system,3.2168866909548164e-11,normal
362,system,0.04302450163222936,anomaly
363,system,0.04302450163222936,anomaly
364,system,3.2168866909548164e-11,normal
365,system,3.2168866909548164e-11,normal
366,system,0.021029046612415524,anomaly
367,system,0.052765898258606565,anomaly
368,system,0.021029046612415524,anomaly
369,system,0.015849097657513658,anomaly
370,system,0.015849097657513658,anomaly
371,system,3.2168866909548164e-11,normal
372,system,3.2168866909548164e-11,normal
373,system,0.0811783049161397,anomaly
374,system,0.014302844212093104,anomaly
375,system,3.2168866909548164e-11,normal
376,system,3.2168866909548164e-11,normal
377,system,0.015849097657513658,anomaly
378,system,0.0811783049161397,anomaly
379,system,0.014302844212093104,anomaly
380,system,0.016235661012717284,anomaly
381,system,3.2168866909548164e-11,normal
382,system,3.2168866909548164e-11,normal
383,system,0.016235661012717284,anomaly
384,system,0.016235661012717284,anomaly
385,system,3.2168866909548164e-11,normal
386,system,3.2168866909548164e-11,normal
387,system,0.016235661012717284,anomaly
388,system,3.123030155740914e-11,normal
389,system,3.2168866909548164e-11,normal
390,system,3.2168866909548164e-11,normal
391,system,3.123030155740914e-11,normal
392,system,3.123030155740914e-11,normal
393,system,7.313013449108759e-11,normal
394,system,7.313013449108759e-11,normal
395,system,3.2168866909548164e-11,normal
396,system,3.2168866909548164e-11,normal
397,system,3.123030155740914e-11,normal
398,system,3.155920052683567e-11,normal
399,system,3.445511586051548e-11,normal
400,system,3.445511586051548e-11,normal
401,system,3.445511586051548e-11,normal
402,system,3.445511586051548e-11,normal
403,system,3.445511586051548e-11,normal
404,system,3.445511586051548e-11,normal
405,system,3.2168866909548164e-11,normal
406,system,3.2168866909548164e-11,normal
407,system,3.155920052683567e-11,normal
408,system,3.445511586051548e-11,normal
409,system,3.445511586051548e-11,normal
410,system,3.155920052683567e-11,normal
411,system,3.445511586051548e-11,normal
412,system,3.445511586051548e-11,normal
413,system,3.445511586051548e-11,normal
414,system,3.445511586051548e-11,normal
415,system,3.2168866909548164e-11,normal
416,system,3.2168866909548164e-11,normal
417,system,3.445511586051548e-11,normal
418,system,3.445511586051548e-11,normal
419,system,3.155920052683567e-11,normal
420,system,3.155920052683567e-11,normal
421,system,2.2441916824057485e-11,normal
422,system,2.2441916824057485e-11,normal
423,system,2.2441916824057485e-11,normal
424,system,2.2441916824057485e-11,normal
425,system,0.08546915818115117,anomaly
426,system,2.2441916824057485e-11,normal
427,system,2.2441916824057485e-11,normal
428,system,2.2441916824057485e-11,normal
429,system,2.2441916824057485e-11,normal
430,system,3.2168866909548164e-11,normal
431,system,3.2168866909548164e-11,normal
432,system,0.06633427200177791,anomaly
433,system,0.08546915818115117,anomaly
434,system,0.06633427200177791,anomaly
435,system,0.009509458606729826,anomaly
436,system,0.009509458606729826,anomaly
437,system,3.2168866909548164e-11,normal
438,system,3.2168866909548164e-11,normal
439,system,0.009509458606729826,anomaly
440,system,0.013297779500659742,anomaly
441,system,3.2168866909548164e-11,normal
442,system,3.2168866909548164e-11,normal
443,system,0.013297779500659742,anomaly
444,system,0.013297779500659742,anomaly
445,system,3.2168866909548164e-11,normal
446,system,3.2168866909548164e-11,normal
447,system,0.013297779500659742,anomaly
448,system,0.006339639081439245,normal
449,system,3.2168866909548164e-11,normal
450,system,3.2168866909548164e-11,normal
451,system,0.006339639081439245,normal
452,system,0.006339639081439245,normal
453,system,3.2168866909548164e-11,normal
454,system,3.2168866909548164e-11,normal
455,system,0.006339639081439245,normal
456,system,0.009045582580238484,anomaly
457,system,1.8964633046308368e-10,normal
458,system,1.8964633046308368e-10,normal
459,system,3.2168866909548164e-11,normal
460,system,3.2168866909548164e-11,normal
461,system,0.009045582580238484,anomaly
462,system,0.009045582580238484,anomaly
463,system,3.2168866909548164e-11,normal
464,system,3.2168866909548164e-11,normal
465,system,0.009045582580238484,anomaly
466,system,3.155920052683567e-11,normal
467,system,3.2168866909548164e-11,normal
468,system,3.2168866909548164e-11,normal
469,system,3.155920052683567e-11,normal
470,system,3.155920052683567e-11,normal
471,system,3.155920052683567e-11,normal
472,system,3.2168866909548164e-11,normal
473,system,3.2168866909548164e-11,normal
474,system,3.155920052683567e-11,normal
475,system,4.150982688414051e-11,normal
476,system,3.2168866909548164e-11,normal
477,system,3.2168866909548164e-11,normal
478,system,6.980733448277597e-11,normal
479,system,6.980733448277597e-11,normal
480,system,3.2168866909548164e-11,normal
481,system,3.2168866909548164e-11,normal
482,system,6.980733448277597e-11,normal
483,system,0.012370027438796094,anomaly
484,system,3.270956581881374e-11,normal
485,system,3.270956581881374e-11,normal
486,system,3.959722631726263e-11,normal
487,system,3.270956581881374e-11,normal
488,system,1.6399009881295976e-08,normal
489,system,1.9019153291666105e-10,normal
490,system,3.7952458807950647e-11,normal
491,system,0.04099504398188631,anomaly
492,system,3.123030155740914e-11,normal
493,system,3.2168866909548164e-11,normal
494,system,3.2168866909548164e-11,normal
495,system,3.123030155740914e-11,normal
496,system,7.313013449108759e-11,normal
497,system,7.313013449108759e-11,normal
498,system,0.04099504398188631,anomaly
499,system,0.04099504398188631,anomaly
500,system,3.2168866909548164e-11,normal
501,system,3.2168866909548164e-11,normal
502,system,3.123030155740914e-11,normal
503,system,0.03662687808501298,anomaly
504,system,3.155920052683567e-11,normal
505,system,0.029688065821903274,anomaly
506,system,3.2168866909548164e-11,normal
507,system,3.2168866909548164e-11,normal
508,system,3.155920052683567e-11,normal
509,system,0.029688065821903274,anomaly
510,system,3.155920052683567e-11,normal
511,system,3.2168866909548164e-11,normal
512,system,3.2168866909548164e-11,normal
513,system,3.155920052683567e-11,normal
514,system,0.009509458606729826,anomaly
515,system,0.08546915818115117,anomaly
516,system,3.2168866909548164e-11,normal
517,system,3.2168866909548164e-11,normal
518,system,0.009045582568263787,anomaly
519,system,0.08546915818115117,anomaly
520,system,0.009045582568263787,anomaly
521,system,3.2168866909548164e-11,normal
522,system,3.2168866909548164e-11,normal
523,system,0.009509458606729826,anomaly
524,system,0.009509458606729826,anomaly
525,system,0.013297779500659742,anomaly
526,system,3.2168866909548164e-11,normal
527,system,3.2168866909548164e-11,normal
528,system,0.013297779500659742,anomaly
529,system,0.013297779500659742,anomaly
530,system,3.2168866909548164e-11,normal
531,system,3.2168866909548164e-11,normal
532,system,0.013297779500659742,anomaly
533,system,0.0892961354045368,anomaly
534,system,3.2168866909548164e-11,normal
535,system,3.2168866909548164e-11,normal
536,system,0.006185013733264814,normal
537,system,0.0892961354045368,anomaly
538,system,0.006185013733264814,normal
539,system,0.006339639081439245,normal
540,system,3.2168866909548164e-11,normal
541,system,3.2168866909548164e-11,normal
542,system,2.9515677661853794e-10,normal
543,system,2.9515677661853794e-10,normal
544,system,0.006339639081439245,normal
545,system,0.08164218095860541,anomaly
546,system,3.2168866909548164e-11,normal
547,system,3.2168866909548164e-11,normal
548,system,0.06250729477610821,anomaly
549,system,0.06250729477610821,anomaly
550,system,0.008581706541158354,anomaly
551,system,1.8964633046308368e-10,normal
552,system,1.8964633046308368e-10,normal
553,system,0.08164218095860541,anomaly
554,system,0.008581706541158354,anomaly
555,system,3.2168866909548164e-11,normal
556,system,3.2168866909548164e-11,normal
557,system,0.009045582580238484,anomaly
558,system,0.009045582580238484,anomaly
559,system,3.2168866909548164e-11,normal
560,system,3.2168866909548164e-11,normal
561,system,1.7229935842595094e-10,normal
562,system,3.155920052683567e-11,normal
563,system,3.2168866909548164e-11,normal
564,system,3.2168866909548164e-11,normal
565,system,3.155920052683567e-11,normal
566,system,1.7229935842595094e-10,normal
567,system,3.155920052683567e-11,normal
568,system,3.155920052683567e-11,normal
569,system,4.150982688414051e-11,normal
570,system,3.2168866909548164e-11,normal
571,system,3.2168866909548164e-11,normal
572,system,0.012833903474123535,anomaly
573,system,4.150982688414051e-11,normal
574,system,0.012833903474123535,anomaly
575,system,0.04756593885996295,anomaly
576,system,0.04756593885996295,anomaly
577,system,3.2168866909548164e-11,normal
578,system,3.2168866909548164e-11,normal
579,system,0.012833903474123535,anomaly
580,system,0.011983464092689777,anomaly
581,system,0.014264188150476077,anomaly
582,system,3.2168866909548164e-11,normal
583,system,3.2168866909548164e-11,normal
584,system,0.01105571202074459,anomaly
585,system,0.014264188150476077,anomaly
586,system,0.01105571202074459,anomaly
587,system,3.2168866909548164e-11,normal
588,system,3.2168866909548164e-11,normal
589,system,0.011983464092689777,anomaly
590,system,0.009045582580238484,anomaly
591,system,3.2168866909548164e-11,normal
592,system,3.2168866909548164e-11,normal
593,system,0.047315354935890896,anomaly
594,system,0.008581706541158354,anomaly
595,system,3.2168866909548164e-11,normal
596,system,3.2168866909548164e-11,normal
597,system,0.24994745520847347,anomaly
598,system,0.24994745520847347,anomaly
599,system,0.24994745520847347,anomaly
600,system,0.24994745520847347,anomaly
601,system,0.047315354935890896,anomaly
602,system,0.008581706541158354,anomaly
603,system,3.2168866909548164e-11,normal
604,system,3.2168866909548164e-11,normal
605,system,3.2168866909548164e-11,normal
606,system,3.2168866909548164e-11,normal
607,system,3.2168866909548164e-11,normal
608,system,3.2168866909548164e-11,normal
609,system,0.029997316514360956,anomaly
610,system,3.2168866909548164e-11,normal
611,system,3.2168866909548164e-11,normal
612,system,3.2168866909548164e-11,normal
613,system,3.2168866909548164e-11,normal
614,system,3.2168866909548164e-11,normal
615,system,3.2168866909548164e-11,normal
616,system,3.2168866909548164e-11,normal
617,system,3.2168866909548164e-11,normal
618,system,3.2168866909548164e-11,normal
619,system,3.2168866909548164e-11,normal
620,system,3.2168866909548164e-11,normal
621,system,3.2168866909548164e-11,normal
622,system,3.2168866909548164e-11,normal
623,system,3.2168866909548164e-11,normal
624,system,3.2168866909548164e-11,normal
625,system,3.2168866909548164e-11,normal
626,system,0.037226051253342135,anomaly
627,system,0.029997316514360956,anomaly
628,system,0.037226051253342135,anomaly
629,system,0.03061581787650127,anomaly
630,system,3.2168866909548164e-11,normal
631,system,3.2168866909548164e-11,normal
632,system,3.2168866909548164e-11,normal
633,system,3.2168866909548164e-11,normal
634,system,0.03061581787650127,anomaly
635,system,0.06784186916737932,anomaly
636,system,3.2168866909548164e-11,normal
637,system,3.2168866909548164e-11,normal
638,system,0.003015194213573497,normal
639,system,0.003015194213573497,normal
640,system,0.06784186916737932,anomaly
641,system,0.003015194213573497,normal
642,system,0.003015194213573497,normal
643,system,0.24994745520847356,anomaly
644,system,0.24994745520847356,anomaly
645,system,3.2168866909548164e-11,normal
646,system,3.2168866909548164e-11,normal
647,system,0.003015194213573497,normal
648,system,0.015075970947344126,anomaly
649,system,0.0811783049161397,anomaly
650,system,3.2168866909548164e-11,normal
651,system,3.2168866909548164e-11,normal
652,system,0.01352971750063734,anomaly
653,system,0.32993064091463986,anomaly
654,system,0.32993064091463986,anomaly
655,system,0.0811783049161397,anomaly
656,system,0.01352971750063734,anomaly
657,system,3.2168866909548164e-11,normal
658,system,3.2168866909548164e-11,normal
659,system,0.015075970947344126,anomaly
660,system,0.02992000383769571,anomaly
661,system,0.4765664813596869,anomaly
662,system,0.4765664813596869,anomaly
663,system,3.2168866909548164e-11,normal
664,system,3.2168866909548164e-11,normal
665,system,0.02992000383769571,anomaly
666,system,0.02992000383769571,anomaly
667,system,3.2168866909548164e-11,normal
668,system,3.2168866909548164e-11,normal
669,system,0.11364962686972802,anomaly
670,system,0.01669953702092345,anomaly
671,system,0.0892961354045368,anomaly
672,system,0.01669953702092345,anomaly
673,system,3.2168866909548164e-11,normal
674,system,3.2168866909548164e-11,normal
675,system,0.01901891718301817,anomaly
676,system,0.01901891718301817,anomaly
677,system,0.0892961354045368,anomaly
678,system,3.2168866909548164e-11,normal
679,system,3.2168866909548164e-11,normal
680,system,0.013143154144977548,anomaly
681,system,3.2168866909548164e-11,normal
682,system,0.04174884251990319,anomaly
683,system,3.2168866909548164e-11,normal
684,system,3.2168866909548164e-11,normal
685,system,3.2168866909548164e-11,normal
686,system,0.04174884251990319,anomaly
687,system,0.013143154144977548,anomaly
688,system,0.013143154144977548,anomaly
689,system,0.044995974745436096,anomaly
690,system,0.044995974745436096,anomaly
691,system,0.05752062754369461,anomaly
692,system,0.013143154144977548,anomaly
693,system,3.2168866909548164e-11,normal
694,system,3.2168866909548164e-11,normal
695,system,0.014689407592392203,anomaly
696,system,0.02272992540562494,anomaly
697,system,3.2168866909548164e-11,normal
698,system,3.2168866909548164e-11,normal
699,system,0.02272992540562494,anomaly
700,system,0.02272992540562494,anomaly
701,system,0.02272992540562494,anomaly
702,system,3.2168866909548164e-11,normal
703,system,3.2168866909548164e-11,normal
704,system,0.02272992540562494,anomaly
705,system,4.526722151611744e-11,normal
706,system,0.047315354935890896,anomaly
707,system,3.2168866909548164e-11,normal
708,system,3.2168866909548164e-11,normal
709,system,0.010823774007312655,anomaly
710,system,0.047315354935890896,anomaly
711,system,0.010823774007312655,anomaly
712,system,0.047315354935890896,anomaly
713,system,3.2168866909548164e-11,normal
714,system,3.2168866909548164e-11,normal
715,system,0.010823774007312655,anomaly
716,system,0.0811783049161397,anomaly
717,system,0.014302844212093104,anomaly
718,system,3.2168866909548164e-11,normal
719,system,3.2168866909548164e-11,normal
720,system,0.015849097657513658,anomaly
721,system,0.015849097657513658,anomaly
722,system,0.0811783049161397,anomaly
723,system,3.2168866909548164e-11,normal
724,system,3.2168866909548164e-11,normal
725,system,0.014302844212093104,anomaly
726,system,0.0892961354045368,anomaly
727,system,0.01669953702092345,anomaly
728,system,0.01901891718301817,anomaly
729,system,3.2168866909548164e-11,normal
730,system,3.2168866909548164e-11,normal
731,system,0.01901891718301817,anomaly
732,system,0.0892961354045368,anomaly
733,system,3.2168866909548164e-11,normal
734,system,3.2168866909548164e-11,normal
735,system,0.0892961354045368,anomaly
736,system,0.10100900511795834,anomaly
737,system,3.2168866909548164e-11,normal
738,system,3.2168866909548164e-11,normal
739,system,0.07387225745741878,anomaly
740,system,0.07387225745741878,anomaly
741,system,0.02396692812472031,anomaly
742,system,3.2168866909548164e-11,normal
743,system,3.2168866909548164e-11,normal
744,system,0.02396692812472031,anomaly
745,system,0.021029046612415524,anomaly
746,system,0.029688065821903274,anomaly
747,system,0.021029046612415524,anomaly
748,system,3.2168866909548164e-11,normal
749,system,3.2168866909548164e-11,normal
750,system,0.02535855623428551,anomaly
751,system,0.02535855623428551,anomaly
752,system,3.2168866909548164e-11,normal
753,system,0.029688065821903274,anomaly
754,system,3.2168866909548164e-11,normal
755,system,6.940742325790312e-11,normal
756,system,1.4612172453407417e-10,normal
757,system,6.940742325790312e-11,normal
